depth_averaged_kz,ws,pressure,output
0.0014890042053787669,8.333333333333344e-07,5.83475e-05,2.765728464565684
0.0011660878472401904,8.333333333333344e-07,2.50175e-05,2.875389834658862
0.0009769455304579268,0.0,1.6685e-05,3.0018984718818547
0.0009769455304579268,1e-05,1.6685e-05,3.1527918535997346
0.0012625017606426388,-4.166666666666667e-06,3.3350000000000004e-05,2.5215673822259155
0.0013824847051033201,8.333333333333335e-06,5.0015e-05,2.8088753671896747
2.7236320919967492e-05,-8.333333333333327e-07,2e-08,23.645253361333097
0.0012625017606426388,-6.666666666666667e-06,3.3350000000000004e-05,2.357763956038959
0.001321608058315641,-3.3333333333333333e-06,4.1682500000000006e-05,2.5551874484641575
0.0011660878472401904,1e-05,2.50175e-05,2.9518473796977385
2.7236320919967492e-05,-9.166666666666668e-06,2e-08,10.684573407843203
0.0002934339807680495,4.166666666666667e-06,8.3525e-06,7.110632177969457
0.0011660878472401904,-1e-05,2.50175e-05,2.185626555172297
0.0002934339807680495,3.333333333333334e-06,8.3525e-06,6.8938514356046054
0.0012625017606426388,-3.3333333333333333e-06,3.3350000000000004e-05,2.578558201685823
0.0016959089163493736,5.833333333333336e-06,6.668e-05,2.772376188432724
0.0002934339807680495,-2.4999999999999998e-06,8.3525e-06,5.345926873621792
0.0002934339807680495,1e-05,8.3525e-06,8.79365601787373
0.0011660878472401904,9.16666666666667e-06,2.50175e-05,2.9447741543042616
0.011026916861069495,1e-05,0.00012500749999999999,2.744675047906238
0.0002934339807680495,-7.500000000000001e-06,8.3525e-06,4.109805191371947
0.005056479678034219,-9.166666666666668e-06,0.00010001,2.1471974414661634
0.0014890042053787669,-5e-06,5.83475e-05,2.4204324358609473
2.7236320919967492e-05,-5e-06,2e-08,16.236729747498526
2.7236320919967492e-05,6.666666666666667e-06,2e-08,39.48416020341984
0.0011660878472401904,-6.666666666666667e-06,2.50175e-05,2.3939689887759137
0.0011660878472401904,-7.500000000000001e-06,2.50175e-05,2.3401819822362158
0.0002934339807680495,-3.3333333333333333e-06,8.3525e-06,5.118302737319899
2.7236320919967492e-05,0.0,2e-08,25.346880585433748
0.0011660878472401904,-5e-06,2.50175e-05,2.5050869031619643
0.0036627261044479163,-4.166666666666667e-06,9.16775e-05,2.4527284622198473
0.0013824847051033201,-2.4999999999999998e-06,5.0015e-05,2.596978844787897
2.7236320919967492e-05,1.666666666666667e-06,2e-08,28.671451135066587
0.0009769455304579268,5.000000000000001e-06,1.6685e-05,3.0759875539404913
0.0009769455304579268,-6.666666666666667e-06,1.6685e-05,2.4885299714583997
0.0013824847051033201,-8.333333333333334e-06,5.0015e-05,2.223931767290992
0.0011660878472401904,-2.4999999999999998e-06,2.50175e-05,2.6809916260445936
0.0013824847051033201,-1e-05,5.0015e-05,2.1272813158809365
0.0009769455304579268,-8.333333333333327e-07,1.6685e-05,2.9327615655157486
2.7236320919967492e-05,-1.666666666666667e-06,2e-08,22.01499267134371
0.0009769455304579268,8.333333333333344e-07,1.6685e-05,3.0140622290867096
2.7236320919967492e-05,-6.666666666666667e-06,2e-08,13.798290113049136
2.7236320919967492e-05,4.166666666666667e-06,2e-08,33.95077289732252
2.7236320919967492e-05,9.16666666666667e-06,2e-08,45.16241469353636
0.0009769455304579268,-8.333333333333334e-06,1.6685e-05,2.3735679507681016
0.0011660878472401904,-3.3333333333333333e-06,2.50175e-05,2.621092840008895
0.0002934339807680495,9.16666666666667e-06,8.3525e-06,8.53550773468713
0.0002934339807680495,-5.833333333333334e-06,8.3525e-06,4.4883247781914735
0.0002934339807680495,2.5000000000000015e-06,8.3525e-06,6.682955754219566
0.0012625017606426388,-5e-06,3.3350000000000004e-05,2.4657877428694257
2.7236320919967492e-05,3.333333333333334e-06,2e-08,32.157300002391686
0.0002934339807680495,-1e-05,8.3525e-06,3.5990052951187996
0.0012625017606426388,-8.333333333333327e-07,3.3350000000000004e-05,2.757051383995717
0.0002934339807680495,-5e-06,8.3525e-06,4.689762406684289
0.0012625017606426388,5.000000000000001e-06,3.3350000000000004e-05,2.8491217311513046
0.0012625017606426388,-8.333333333333334e-06,3.3350000000000004e-05,2.25429545550669
2.7236320919967492e-05,1e-05,2e-08,47.06959018127101
