depth_averaged_u,ws,output
-31.700655263511464,5.000000000000001e-05,1.4546957349257068
-10.251149417718718,7.5e-05,1.456959863941104
-17.755632358785476,-8.333333333333334e-05,0.16786353121000483
-31.700655263511464,7.5e-05,1.4548814807917525
-30.793735768651437,5.8333333333333346e-05,1.4547812819994193
-30.793735768651437,-0.0001,0.1089579054160654
-10.251149417718718,-1.666666666666666e-05,0.9450621139032873
-10.251149417718718,-4.166666666666667e-05,0.49451359979075576
-20.50246480093903,-5.833333333333333e-05,0.3208530750419808
-26.135664876675627,5.8333333333333346e-05,1.4549327033954116
-20.50246480093903,1.666666666666666e-05,1.4547388902405607
-29.887301520645924,-5.833333333333333e-05,0.3207958424669613
-20.50246480093903,2.4999999999999998e-05,1.45483404970796
-35.85091508976543,8.333333333333333e-05,1.4548397712494812
-28.994936140909466,9.166666666666667e-05,1.4551012138834472
-28.074220594744567,9.166666666666667e-05,1.4551386017265093
-20.50246480093903,-8.333333333333334e-05,0.16784844379971062
-21.746158337722346,-2.4999999999999998e-05,0.7610548626732911
-29.887301520645924,9.166666666666667e-05,1.4550672028099676
-10.251149417718718,-5.833333333333333e-05,0.3210771220565989
-12.555079015558514,1.666666666666666e-05,1.4552947937545735
-29.887301520645924,6.666666666666668e-05,1.4548711518351733
-27.122267859127067,-8.333333333333337e-06,1.171962701259778
-12.555079015558514,-6.666666666666667e-05,0.25864156943815464
-22.922472970358854,4.166666666666667e-05,1.4549052388817576
-20.50246480093903,-3.3333333333333335e-05,0.6132760414265525
-29.887301520645924,8.333333333333333e-05,1.4550018484292357
-28.074220594744567,-5.833333333333333e-05,0.32080249826463303
-35.85091508976543,7.5e-05,1.4547840996121801
-31.700655263511464,1.666666666666666e-05,1.4544481402935074
-0.00484221065953609,9.166666666666667e-05,254.71046466779376
-28.994936140909466,3.3333333333333335e-05,1.4546299421152205
-7.248612270224937,8.333333333333333e-05,1.4586704331882288
-12.555079015558514,7.5e-05,1.4563858990509153
-35.11867895829012,-2.4999999999999998e-05,0.7609076592092119
-22.922472970358854,-8.333333333333337e-06,1.1720426939200566
-35.11867895829012,-7.500000000000001e-05,0.20827241158951493
-24.041300986271132,-6.666666666666667e-05,0.2585099104601384
-34.200923895338896,-4.166666666666667e-05,0.4940571998226466
-27.122267859127067,1.666666666666666e-05,1.4545351492870275
-33.32933213319472,2.4999999999999998e-05,1.4544827131838103
-35.11867895829012,3.3333333333333335e-05,1.45451737939952
-7.248612270224937,9.166666666666667e-05,1.458943016224168
-12.555079015558514,-9.166666666666667e-05,0.1352891678745429
-21.746158337722346,8.333333333333333e-05,1.45540938034552
-25.110327709811752,6.666666666666668e-05,1.4550501684786836
-35.85091508976543,-8.333333333333337e-06,1.1718660204636147
-33.32933213319472,-3.3333333333333335e-05,0.6131406049957261
-12.555079015558514,2.4999999999999998e-05,1.455450576002578
-24.041300986271132,3.3333333333333335e-05,1.4547777535477429
-29.887301520645924,-3.3333333333333335e-05,0.6131637483237389
-21.746158337722346,-7.500000000000001e-05,0.208307099986695
-17.755632358785476,8.333333333333333e-05,1.455755047599645
-20.50246480093903,4.166666666666667e-05,1.455024402611789
-25.110327709811752,-8.333333333333334e-05,0.16783334235725078
-24.041300986271132,-5.833333333333333e-05,0.3208245364188579
-16.208585807953405,8.333333333333333e-05,1.455935375437971
-14.49738212435285,4.166666666666667e-05,1.4555088585608609
-19.17828859283414,2.4999999999999998e-05,1.454901653329191
-7.248612270224937,-7.500000000000001e-05,0.2086180508566137
-20.50246480093903,8.333333333333337e-06,1.4546437437041413
-7.248612270224937,0.0,1.4559495983683648
-7.248612270224937,-5e-05,0.39878678613271085
-22.922472970358854,-8.333333333333334e-05,0.16783952805758245
-21.746158337722346,-6.666666666666667e-05,0.258523196261824
-32.438917276858035,-5e-05,0.3981080630129192
-7.248612270224937,5.000000000000001e-05,1.4575810114687677
-0.00484221065953609,2.4999999999999998e-05,148.26631444690292
-14.49738212435285,0.0,1.4548348441706107
-21.746158337722346,-4.166666666666667e-05,0.49415311846235327
-22.922472970358854,-0.0001,0.10896472838393961
-22.922472970358854,-5.833333333333333e-05,0.32083238362413197
-0.00484221065953609,-9.166666666666667e-05,1.740313012892235e-10
-35.11867895829012,1.666666666666666e-05,1.4544040090159802
-28.074220594744567,5.8333333333333346e-05,1.454860488749354
-30.793735768651437,0.0,1.4543363761441954
-28.074220594744567,8.333333333333337e-06,1.454443493845336
-12.555079015558514,-8.333333333333337e-06,1.1725048831648468
-26.135664876675627,5.000000000000001e-05,1.4548580084713973
-32.438917276858035,-8.333333333333334e-05,0.1678211447033615
-33.32933213319472,-5.833333333333333e-05,0.32078431434486776
-32.438917276858035,3.3333333333333335e-05,1.454555504392991
-16.208585807953405,-4.166666666666667e-05,0.49425955389674037
-29.887301520645924,-1.666666666666666e-05,0.944339073138183
-12.555079015558514,3.3333333333333335e-05,1.455606387658378
-21.746158337722346,0.0001,1.4555890382079004
-30.793735768651437,4.166666666666667e-05,1.4546541411299918
-35.85091508976543,0.0001,1.4549511204929635
-33.32933213319472,-1.666666666666666e-05,0.9443058803910988
-27.122267859127067,-6.666666666666667e-05,0.2584966693866684
-10.251149417718718,0.0,1.4552388814321096
-22.922472970358854,9.166666666666667e-05,1.455416187898527
-21.746158337722346,2.4999999999999998e-05,1.454780888228524
-12.555079015558514,-2.4999999999999998e-05,0.7613864509440672
-31.700655263511464,-5.833333333333333e-05,0.3207892606043147
-34.200923895338896,-5e-05,0.3981025585074235
-26.135664876675627,-4.166666666666667e-05,0.4941063664563809
-21.746158337722346,3.3333333333333335e-05,1.4548706412974008
-34.200923895338896,-8.333333333333334e-05,0.16781952995429003
-28.994936140909466,2.4999999999999998e-05,1.4545626421205236
-30.793735768651437,3.3333333333333335e-05,1.4545905754985091
-26.135664876675627,-1.666666666666666e-05,0.944387014293252
-10.251149417718718,9.166666666666667e-05,1.4573428031745077
-7.248612270224937,-1.666666666666666e-05,0.9456554998699626
-31.700655263511464,0.0,1.4543243709358589
-27.122267859127067,3.3333333333333335e-05,1.4546790722643868
-35.85091508976543,6.666666666666668e-05,1.4547284370396472
-14.49738212435285,8.333333333333333e-05,1.4561834342873343
-25.110327709811752,-0.0001,0.10896187963085262
-28.994936140909466,1.666666666666666e-05,1.4544953451284677
-16.208585807953405,-8.333333333333334e-05,0.1678746227394908
