pmax,ws,output
0.5418958333333332,3.3333333333333335e-05,True
0.4169583333333333,-4.166666666666667e-05,True
1.0,7.5e-05,True
0.4169583333333333,-9.166666666666667e-05,True
0.4169583333333333,0.0001,True
0.20872916666666666,5.000000000000001e-05,True
0.5418958333333332,8.333333333333337e-06,True
0.20872916666666666,0.0001,True
0.20872916666666666,5.8333333333333346e-05,True
0.29202083333333334,-9.166666666666667e-05,False
0.6668333333333333,2.4999999999999998e-05,True
0.7501249999999999,6.666666666666668e-05,True
0.9583541666666666,5.8333333333333346e-05,True
0.042145833333333334,5.000000000000001e-05,False
0.6668333333333333,8.333333333333333e-05,True
0.9167083333333332,0.0,True
1.0,-1.666666666666666e-05,True
0.33366666666666667,6.666666666666668e-05,True
0.4169583333333333,1.666666666666666e-05,True
0.250375,-9.166666666666667e-05,False
0.7501249999999999,-6.666666666666667e-05,True
0.7501249999999999,-1.666666666666666e-05,True
0.1254375,-5e-05,False
0.20872916666666666,7.5e-05,True
0.5418958333333332,5.8333333333333346e-05,True
0.5418958333333332,-0.0001,True
0.45860416666666665,8.333333333333333e-05,True
0.9167083333333332,4.166666666666667e-05,True
0.8750625,4.166666666666667e-05,True
0.7501249999999999,0.0001,True
0.5835416666666666,-6.666666666666667e-05,True
0.33366666666666667,9.166666666666667e-05,True
0.9167083333333332,2.4999999999999998e-05,True
0.33366666666666667,5.8333333333333346e-05,True
0.20872916666666666,-5e-05,True
0.20872916666666666,2.4999999999999998e-05,True
0.5835416666666666,8.333333333333337e-06,True
1.0,-9.166666666666667e-05,True
0.33366666666666667,-7.500000000000001e-05,True
0.1254375,4.166666666666667e-05,True
0.08379166666666667,5.000000000000001e-05,True
0.45860416666666665,-4.166666666666667e-05,True
0.5835416666666666,-5e-05,True
0.042145833333333334,-8.333333333333334e-05,False
0.8750625,3.3333333333333335e-05,True
0.6251874999999999,-8.333333333333334e-05,True
0.3753125,1.666666666666666e-05,True
0.9167083333333332,-8.333333333333337e-06,True
0.250375,4.166666666666667e-05,True
0.9583541666666666,0.0001,True
0.33366666666666667,7.5e-05,True
0.6668333333333333,0.0001,True
0.45860416666666665,0.0,True
0.8750625,7.5e-05,True
0.250375,5.8333333333333346e-05,True
0.9583541666666666,0.0,True
0.7501249999999999,4.166666666666667e-05,True
0.8750625,2.4999999999999998e-05,True
0.9583541666666666,-6.666666666666667e-05,True
0.9167083333333332,8.333333333333337e-06,True
0.0005,-3.3333333333333335e-05,False
