,U,C,Q2,Q2L,rho,L,nu_t,Kz,Kq,N_BV,algae,biomass,net_growth
0,-0.06029172284347408,17.499999999999908,7.111542315302603e-05,4.850705405607056e-07,1000.0,0.1,0.0003315820003497008,0.0004175290457186148,0.0001696599219174799,0.0,134.68180431226372,10778.000001996206,-1.6666666666666667e-06
1,-0.0674131621777678,17.499999999999908,8.454916958179791e-05,5.079772639298945e-06,1000.0,0.1,0.00036145576611195773,0.00045516960428445137,0.00018490124478295184,0.0,134.6825329040085,10778.000001996206,-1.6666666666666667e-06
2,-0.07406590802349254,17.49999999999991,8.386818462179023e-05,8.747185551800917e-06,1000.0,0.10306789983528225,0.0003710150185271927,0.0004672141387179329,0.0001897782881919623,0.0,134.68390914096116,10778.000001996206,-1.6666666666666667e-06
3,-0.07930051103310423,17.49999999999991,8.724855239904814e-05,1.3182117211895688e-05,1000.0,0.14937488325347162,0.0005479580239231646,0.0006901600374849666,0.0002800529959569336,0.0,134.6855525741744,10778.000001996206,-1.6666666666666667e-06
4,-0.08313402810974511,17.49999999999991,8.661684847294682e-05,1.6560642614883853e-05,1000.0,0.18901207819632124,0.0006905853876880506,0.0008698686715288813,0.00035282017629474665,0.0,134.68717740851378,10778.000001996206,-1.6666666666666667e-06
5,-0.08621878825990477,17.49999999999991,8.549747559509292e-05,1.974283031005488e-05,1000.0,0.22824747397801412,0.0008283322043874333,0.0010434278793801165,0.000423097346026684,0.0,134.68883288076483,10778.000001996206,-1.6666666666666667e-06
6,-0.08880036708511195,17.499999999999915,8.426663521135239e-05,2.278114794618492e-05,1000.0,0.26717540676627805,0.0009624387225695975,0.001212400358171984,0.0004915172686519401,0.0,134.69051737795894,10778.000001996206,-1.6666666666666667e-06
7,-0.09101929540622009,17.49999999999991,8.301419160613905e-05,2.5682770274988733e-05,1000.0,0.30569561860917854,0.0010928492742611744,0.0013767159669778757,0.0005580515428781525,0.0,134.69222930370574,10778.000001996206,-1.6666666666666667e-06
8,-0.09296458971525931,17.49999999999991,8.176551561432268e-05,2.8448967658590036e-05,1000.0,0.34372972182229605,0.001219426905109012,0.0015362021450837631,0.0006226302958432646,0.0,134.69396801629836,10778.000001996206,-1.6666666666666667e-06
9,-0.09469622443320803,17.499999999999915,8.05277014880332e-05,3.108043485030365e-05,1000.0,0.38122545200008734,0.0013420712234691423,0.0016907324003164006,0.0006852023086460205,0.0,134.69573346708722,10778.000001996206,-1.6666666666666667e-06
