,U,C,Q2,Q2L,rho,L,nu_t,Kz,Kq,N_BV,algae,biomass,net_growth
0,-0.017186059398890667,17.450649953832922,5.832202602199079e-06,3.946530542924627e-08,1000.0,0.1,9.567026769409551e-05,0.00012028331312301923,4.9299907255393686e-05,0.0,119.62394491866259,9454.139677153737,-1.6666666666666667e-06
1,-0.01921073787828849,17.45096029716741,6.95289042688007e-06,4.123322576887673e-07,1000.0,0.1,0.0001043665441119423,0.00013124050895884596,5.373666818023327e-05,0.0,119.61629601247711,9454.139677153737,-1.6666666666666667e-06
2,-0.021124476557350138,17.451553047884747,6.920599654857431e-06,6.961719743240276e-07,1000.0,0.1,0.0001041262361475132,0.000130937724031063,5.36140652482107e-05,0.0,119.6018053283377,9454.139677153737,-1.6666666666666667e-06
3,-0.02279191764043182,17.45233356876157,7.040371100572343e-06,1.009373842985808e-06,1000.0,0.12553821588085123,0.0001315783065600802,0.0001655269777709849,6.761986123032369e-05,0.0,119.58287539603157,9454.139677153737,-1.6666666666666667e-06
4,-0.024084294782692178,17.45314450745539,7.03194245862613e-06,1.2896896431281128e-06,1000.0,0.16057007999889422,0.00016791662002366156,0.00021131278284808558,8.615933738116452e-05,0.0,119.56334094275293,9454.139677153737,-1.6666666666666667e-06
5,-0.025118120589288195,17.453959084116374,6.936295595511336e-06,1.535196849640003e-06,1000.0,0.19343997853460626,0.00020071345992016856,0.00025263637702510486,0.00010289198601367792,0.0,119.54384110590395,9454.139677153737,-1.6666666666666667e-06
6,-0.025985259256053328,17.45478243354088,6.824163465791845e-06,1.7642042877413404e-06,1000.0,0.22548152214030895,0.00023190480614068728,0.0002919370699308532,0.0001188055264136053,0.0,119.52425111125656,9454.139677153737,-1.6666666666666667e-06
7,-0.026733134066175383,17.455614231971722,6.70834037246301e-06,1.9795029551208785e-06,1000.0,0.25680014886114544,0.00026173547257892616,0.0003295233239057399,0.00013402486039699684,0.0,119.50458042741342,9454.139677153737,-1.6666666666666667e-06
8,-0.02739117374009872,17.456453946315698,6.592104661513718e-06,2.181778233026326e-06,1000.0,0.287374625390283,0.0002902396112221921,0.0003654381700121558,0.00014856741199633592,0.0,119.4848448538016,9454.139677153737,-1.6666666666666667e-06
9,-0.02797910397519332,17.457301229290326,6.476368834588809e-06,2.371313047829937e-06,1000.0,0.31717443324348193,0.00031741806007559665,0.00039968266412570544,0.0001624336087541885,0.0,119.46505660539388,9454.139677153737,-1.6666666666666667e-06
10,-0.028510818887598228,17.458155893317077,6.361350774870511e-06,2.548311585947365e-06,1000.0,0.34617445410243897,0.00034326854761282106,0.0004322539441525999,0.0001756222917585413,0.0,119.44522474954609,9454.139677153737,-1.6666666666666667e-06
11,-0.028996475638508292,17.45901785926235,6.2470529348188e-06,2.7129702832959694e-06,1000.0,0.37435496990250733,0.00036779085587346563,0.0004631517354655541,0.00018813334980798612,0.0,119.42535633583591,9454.139677153737,-1.6666666666666667e-06
12,-0.029443723108412867,17.459887120416408,6.133415080967793e-06,2.86549250066187e-06,1000.0,0.4016999527066786,0.00039098711910789876,0.0004923787271924343,0.00019996787177759803,0.0,119.40545720771478,9454.139677153737,-1.6666666666666667e-06
13,-0.029858463946100137,17.460763720048593,6.020365073329199e-06,3.0060898078149557e-06,1000.0,0.42819565313423325,0.00041286128672157806,0.0005199398955330479,0.00021112787261802601,0.0,119.38553251744477,9454.139677153737,-1.6666666666666667e-06
14,-0.030245348012307976,17.46164773768982,5.907835228924869e-06,3.134980415056242e-06,1000.0,0.45382964578096463,0.0004334185869317298,0.0005458418279734943,0.0002216160197180214,0.0,119.36558705088771,9454.139677153737,-1.6666666666666667e-06
15,-0.03060810333926685,17.46253928071686,5.795766648870914e-06,3.2523874015764452e-06,1000.0,0.4785902120575042,0.00045266512909060175,0.0005700922222186064,0.00023143543001338826,0.0,119.34562543876989,9454.139677153737,-1.6666666666666667e-06
16,-0.030949764787449704,17.46343847916279,5.6841093933927895e-06,3.3585373207210825e-06,1000.0,0.5024659416916457,0.0004706076330445072,0.0005926995451878452,0.0002405895319084357,0.0,119.32565230100654,9454.139677153737,-1.6666666666666667e-06
17,-0.03127283609374929,17.464345482532977,5.5728213714439325e-06,3.453659220746566e-06,1000.0,0.5254454709131793,0.00048725325135370916,0.0006136728090146531,0.0002490819745741839,0.0,119.30567235154417,9454.139677153737,-1.6666666666666667e-06
18,-0.03157940728594187,17.46526045790686,5.461866983224862e-06,3.5379839986338526e-06,1000.0,0.5475173054193982,0.0005026094550675073,0.0006330214271245404,0.00025691656967185514,0.0,119.2856904800398,9454.139677153737,-1.6666666666666667e-06
19,-0.031871241430243495,17.46618358889484,5.351215868189763e-06,3.6117439969697134e-06,1000.0,0.5686696959961999,0.0005166839621601126,0.0006507551240652126,0.0002640972548415097,0.0,119.26571182032941,9454.139677153737,-1.6666666666666667e-06
20,-0.03214983983871955,17.467115075189337,5.240841853345606e-06,3.675172772141206e-06,1000.0,0.5888905469012983,0.0005294846945940592,0.0006668838814070245,0.00027062807179619006,0.0,119.2457418119864,9454.139677153737,-1.6666666666666667e-06
21,-0.032416491848157654,17.468055132549594,5.130722103474611e-06,3.7285049818850636e-06,1000.0,0.6081673445566744,0.0005410197547859204,0.0006814179080900869,0.00027651315431494406,0.0,119.2257862591606,9454.139677153737,-1.6666666666666667e-06
22,-0.03267231335298484,17.46900399312202,5.020836445458879e-06,3.7719763560065224e-06,1000.0,0.6264870986242246,0.0005512974154513911,0.0006943676276292021,0.00028175672306187814,0.0,119.20585138967373,9454.139677153737,-1.6666666666666667e-06
23,-0.032918277011047,17.469961906036772,4.911166833518775e-06,3.8058237255035975e-06,1000.0,0.6438362903112452,0.0005603261189051961,0.0007057436772317561,0.0002863630852289773,0.0,119.18594391665566,9454.139677153737,-1.6666666666666667e-06
24,-0.03315523619534961,17.470929138246806,4.801696925180966e-06,3.830285093300358e-06,1000.0,0.6602008244649706,0.0005681144832651987,0.0007155569156148169,0.0002903366377013846,0.0,119.16607110464255,9454.139677153737,-1.6666666666666667e-06
