depth_averaged_kz,ws,pressure,output
0.0012625017606426388,-5.833333333333334e-06,3.3350000000000004e-05,0.6414834255400031
2.7236320919967492e-05,3.333333333333334e-06,2e-08,0.780421951505804
2.7236320919967492e-05,2.5000000000000015e-06,2e-08,0.7756758746440834
0.0013824847051033201,0.0,5.0015e-05,0.7471515455738774
0.0011660878472401904,-8.333333333333327e-07,2.50175e-05,0.7312952402522692
0.0011660878472401904,7.500000000000001e-06,2.50175e-05,0.7489197863123471
0.0002934339807680495,9.16666666666667e-06,8.3525e-06,0.7698162049454436
2.7236320919967492e-05,8.333333333333344e-07,2e-08,0.7663916722779721
0.0012625017606426388,9.16666666666667e-06,3.3350000000000004e-05,0.7486692250651389
0.0011660878472401904,8.333333333333344e-07,2.50175e-05,0.7475584172239906
0.0013824847051033201,5.000000000000001e-06,5.0015e-05,0.7476836469201639
0.0009769455304579268,-8.333333333333327e-07,1.6685e-05,0.731552727748625
0.0002934339807680495,-1.666666666666667e-06,8.3525e-06,0.7179823654632805
0.0002934339807680495,1.666666666666667e-06,8.3525e-06,0.754844674316986
2.7236320919967492e-05,5.833333333333336e-06,2e-08,0.794989993200005
0.0009769455304579268,4.166666666666667e-06,1.6685e-05,0.7491072164255393
2.7236320919967492e-05,8.333333333333335e-06,2e-08,0.8099032316445383
0.0009769455304579268,-6.666666666666667e-06,1.6685e-05,0.6270810789031767
0.0011660878472401904,1.666666666666667e-06,2.50175e-05,0.7477277534710679
0.0002934339807680495,-4.166666666666667e-06,8.3525e-06,0.6693440682395165
0.0002934339807680495,-2.4999999999999998e-06,8.3525e-06,0.7015080584713306
0.0009769455304579268,-9.166666666666668e-06,1.6685e-05,0.5866216184325495
2.7236320919967492e-05,1e-05,2e-08,0.8199460656746089
2.7236320919967492e-05,-4.166666666666667e-06,2e-08,0.6694333193830786
0.0012625017606426388,-4.166666666666667e-06,3.3350000000000004e-05,0.6701451427965031
0.0002934339807680495,3.333333333333334e-06,8.3525e-06,0.758048418002911
2.7236320919967492e-05,-1e-05,2e-08,0.5477820972837756
0.0009769455304579268,0.0,1.6685e-05,0.7477041295734705
0.0011660878472401904,8.333333333333335e-06,2.50175e-05,0.7490910307218999
2.7236320919967492e-05,6.666666666666667e-06,2e-08,0.7999320535579135
0.0009769455304579268,-5e-06,1.6685e-05,0.6554495786114919
0.0013824847051033201,1e-05,5.0015e-05,0.7482181409355521
0.0002934339807680495,4.166666666666667e-06,8.3525e-06,0.759677928021426
0.0002934339807680495,8.333333333333344e-07,8.3525e-06,0.7532711681634843
0.0012625017606426388,-2.4999999999999998e-06,3.3350000000000004e-05,0.7000312995117519
2.7236320919967492e-05,7.500000000000001e-06,2e-08,0.8049054056148286
0.0016959089163493736,-1.666666666666667e-06,6.668e-05,0.7153357231324933
2.7236320919967492e-05,5.000000000000001e-06,2e-08,0.790086206475503
0.0020715492374764263,6.666666666666667e-06,7.50125e-05,0.7475904724169841
0.001321608058315641,8.333333333333344e-07,4.1682500000000006e-05,0.7473000085209854
0.0002934339807680495,-8.333333333333327e-07,8.3525e-06,0.7347186340831223
0.0011660878472401904,9.16666666666667e-06,2.50175e-05,0.7492625135800399
0.0012625017606426388,-8.333333333333334e-06,3.3350000000000004e-05,0.6006824315858162
0.0011660878472401904,1e-05,2.50175e-05,0.7494342348650229
0.0011660878472401904,5.000000000000001e-06,2.50175e-05,0.7484074839679279
0.0009769455304579268,8.333333333333344e-07,1.6685e-05,0.7479833888599597
2.7236320919967492e-05,-1.666666666666667e-06,2e-08,0.7243780517416336
0.0009769455304579268,6.666666666666667e-06,1.6685e-05,0.7499572185365004
0.0011660878472401904,-2.4999999999999998e-06,2.50175e-05,0.7000835914632987
0.0011660878472401904,6.666666666666667e-06,2.50175e-05,0.7487487803712147
2.7236320919967492e-05,-7.500000000000001e-06,2e-08,0.5987546931710656
0.0009769455304579268,-7.500000000000001e-06,1.6685e-05,0.6133204413763155
0.001321608058315641,1e-05,4.1682500000000006e-05,0.7484453492976029
0.001321608058315641,-5e-06,4.1682500000000006e-05,0.6556881226541247
0.0002934339807680495,5.000000000000001e-06,8.3525e-06,0.7613253470720657
