depth_averaged_kz,ws,pressure,output
0.023613258523026148,-2.4999999999999998e-06,0.00015000499999999998,0.6441072458008492
0.005536143247468725,6.666666666666667e-06,8.3525e-06,0.6876596115188873
0.012435264553126105,-5e-06,4.1682500000000006e-05,0.6034969198046477
0.007851461688275963,-3.3333333333333333e-06,1.6685e-05,0.6302728230702777
0.012435264553126105,8.333333333333344e-07,4.1682500000000006e-05,0.6874332541970454
0.009625089737210674,-7.500000000000001e-06,2.50175e-05,0.5653845884889542
0.005536143247468725,3.333333333333334e-06,8.3525e-06,0.6875593737934081
0.02610688560327048,-6.666666666666667e-06,0.000183335,0.5778883472031532
0.016691957260650835,5.833333333333336e-06,7.50125e-05,0.6874708621502499
0.01362469619503782,6.666666666666667e-06,5.0015e-05,0.6874979177241853
0.01362469619503782,1.666666666666667e-06,5.0015e-05,0.6874395614979403
3.055307343707976e-05,9.16666666666667e-06,2e-08,0.7088585070316087
0.025506344922054704,2.5000000000000015e-06,0.00017500249999999998,0.6874236727474679
0.01362469619503782,8.333333333333344e-07,5.0015e-05,0.6874298405537103
0.027268317020487022,-7.500000000000001e-06,0.0002,0.5654834015683152
3.055307343707976e-05,-5.833333333333334e-06,2e-08,0.58186193728536
0.02610688560327048,8.333333333333335e-06,0.000183335,0.6874584388348266
3.055307343707976e-05,-4.166666666666667e-06,2e-08,0.6122765695590555
0.022261942718339443,6.666666666666667e-06,0.00013334,0.6874576335724245
0.019277187673212973,1.666666666666667e-06,0.00010001,0.6874262842294215
0.018455726426962187,-7.500000000000001e-06,9.16775e-05,0.5654584707498442
0.02610688560327048,7.500000000000001e-06,0.000183335,0.6874533748096711
0.022947549949051425,9.16666666666667e-06,0.0001416725,0.6874730295536353
0.009625089737210674,-2.4999999999999998e-06,2.50175e-05,0.6441097049200712
0.02610688560327048,1.666666666666667e-06,0.000183335,0.6874179376848576
0.02610688560327048,9.16666666666667e-06,0.000183335,0.6874635032545938
0.018455726426962187,-9.166666666666668e-06,9.16775e-05,0.5414228215994165
0.01471831475913243,8.333333333333335e-06,5.83475e-05,0.6875081729819115
0.007851461688275963,5.000000000000001e-06,1.6685e-05,0.6875422494269936
