Setting constant concentration for Diatoms @ 20
Setting constant concentration for HAB @ 20
No initial condition for this pressure gradient --> using default!
Using initial condition from initial_condition/initial_condition-pressure=2.00e-07.csv
Total time = 346.168000
         233408533 function calls (232510377 primitive calls) in 371.927 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.034    0.017 loader.py:1(<module>)
    98367    0.025    0.000    0.034    0.000 merge.py:83(unique_variable)
    27620    0.018    0.000    0.034    0.000 coordinates.py:103(__contains__)
     8225    0.012    0.000    0.034    0.000 patches.py:738(_convert_units)
     8674    0.007    0.000    0.034    0.000 lines.py:732(set_transform)
        1    0.000    0.000    0.033    0.033 compression.py:1(<module>)
     8860    0.012    0.000    0.033    0.000 path.py:202(_update_values)
        9    0.000    0.000    0.033    0.004 _base.py:729(__init_subclass__)
 2980/352    0.012    0.000    0.033    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.033    0.033 array_ops.py:1(<module>)
    96656    0.033    0.000    0.033    0.000 base.py:831(_reset_identity)
    12221    0.006    0.000    0.032    0.000 variable.py:433(data)
    30330    0.029    0.000    0.032    0.000 _ufunc_config.py:132(geterr)
   239903    0.026    0.000    0.032    0.000 base.py:5144(_values)
    47175    0.024    0.000    0.032    0.000 dataset.py:784(dims)
        1    0.000    0.000    0.032    0.032 nputils.py:1(<module>)
    31117    0.028    0.000    0.032    0.000 warnings.py:482(__enter__)
    34856    0.018    0.000    0.032    0.000 cbook.py:1337(_to_unmasked_float_array)
     2453    0.026    0.000    0.032    0.000 <frozen importlib._bootstrap>:124(setdefault)
      862    0.002    0.000    0.031    0.000 variable.py:1761(equals)
        4    0.000    0.000    0.031    0.008 utils.py:38(module_available)
        2    0.000    0.000    0.031    0.015 __init__.py:882(version)
    12954    0.012    0.000    0.031    0.000 series.py:1471(_set_as_cached)
        1    0.000    0.000    0.031    0.031 scale.py:1(<module>)
     8060    0.010    0.000    0.031    0.000 _base.py:314(_getdefaults)
    50192    0.031    0.000    0.031    0.000 {built-in method numpy.empty}
      862    0.002    0.000    0.031    0.000 indexes.py:1699(indexes_equal)
        3    0.000    0.000    0.030    0.010 subprocess.py:1(<module>)
        2    0.000    0.000    0.030    0.015 __init__.py:12(__getattr__)
    27617    0.020    0.000    0.030    0.000 base.py:456(_engine_type)
       59    0.000    0.000    0.030    0.001 dataclasses.py:1257(wrap)
       59    0.002    0.000    0.030    0.001 dataclasses.py:921(_process_class)
      261    0.002    0.000    0.030    0.000 compute.py:120(_decorate_compute_function)
    44878    0.030    0.000    0.030    0.000 base.py:591(_ensure_array)
    16126    0.024    0.000    0.030    0.000 core.py:671(getdata)
    12098    0.005    0.000    0.030    0.000 common.py:568(require_length_match)
        2    0.000    0.000    0.029    0.015 categorical.py:1(<module>)
      204    0.001    0.000    0.029    0.000 _mathtext.py:347(_get_font)
    62560    0.029    0.000    0.029    0.000 {method 'match' of 're.Pattern' objects}
    14671    0.016    0.000    0.029    0.000 base.py:5295(_validate_fill_value)
     9286    0.006    0.000    0.029    0.000 artist.py:437(set_transform)
    18413    0.023    0.000    0.029    0.000 indexing.py:347(as_integer_slice)
    13359    0.011    0.000    0.029    0.000 contextlib.py:299(helper)
     4017    0.002    0.000    0.029    0.000 font_manager.py:649(__eq__)
      758    0.002    0.000    0.029    0.000 scanner.py:156(fetch_more_tokens)
     1726    0.010    0.000    0.029    0.000 cast.py:1433(find_common_type)
     1726    0.003    0.000    0.029    0.000 astype.py:157(astype_array)
   245748    0.028    0.000    0.028    0.000 {built-in method builtins.callable}
    13441    0.028    0.000    0.028    0.000 {method 'search' of 're.Pattern' objects}
   334371    0.028    0.000    0.028    0.000 {built-in method math.isfinite}
        1    0.000    0.000    0.028    0.028 textpath.py:1(<module>)
     1195    0.009    0.000    0.028    0.000 inspect.py:2366(_signature_from_function)
8293/8289    0.026    0.000    0.028    0.000 transforms.py:368(bounds)
    12945    0.013    0.000    0.028    0.000 series.py:978(__array__)
       18    0.000    0.000    0.028    0.002 axis.py:1108(set_clip_path)
    41139    0.022    0.000    0.028    0.000 dataset.py:1991(coords)
    30189    0.028    0.000    0.028    0.000 {method 'fill' of 'numpy.ndarray' objects}
     1724    0.006    0.000    0.028    0.000 base.py:1809(set_names)
    16398    0.010    0.000    0.028    0.000 missing.py:728(is_valid_na_for_dtype)
     5183    0.006    0.000    0.027    0.000 config.py:145(_get_option)
      216    0.001    0.000    0.027    0.000 _itertools.py:4(unique_everseen)
    83436    0.018    0.000    0.027    0.000 variable.py:625(<genexpr>)
     4315    0.009    0.000    0.027    0.000 cast.py:1519(construct_1d_arraylike_from_scalar)
     7236    0.005    0.000    0.027    0.000 fromnumeric.py:2421(all)
    51780    0.016    0.000    0.027    0.000 generic.py:667(_info_axis)
     1726    0.008    0.000    0.027    0.000 multi.py:903(_set_levels)
        1    0.000    0.000    0.027    0.027 async_buffer.py:1(<module>)
     1726    0.005    0.000    0.027    0.000 algorithms.py:106(_ensure_data)
   180350    0.027    0.000    0.027    0.000 base.py:1671(name)
        2    0.000    0.000    0.027    0.013 formatting.py:1(<module>)
      494    0.003    0.000    0.027    0.000 text.py:157(_reset_visual_defaults)
   103515    0.020    0.000    0.027    0.000 duck_array_ops.py:239(<genexpr>)
      332    0.002    0.000    0.027    0.000 ticker.py:213(format_ticks)
    32512    0.012    0.000    0.027    0.000 variable.py:594(_item_key_to_tuple)
    17369    0.011    0.000    0.026    0.000 lines.py:75(_scale_dashes)
        1    0.000    0.000    0.026    0.026 eval.py:1(<module>)
        1    0.000    0.000    0.026    0.026 numpy_.py:1(<module>)
    38545    0.017    0.000    0.026    0.000 dataarray.py:831(dims)
        1    0.000    0.000    0.026    0.026 compiler.py:1(<module>)
       70    0.000    0.000    0.026    0.000 legend_handler.py:103(legend_artist)
     5175    0.014    0.000    0.026    0.000 concat.py:411(<genexpr>)
     8604    0.011    0.000    0.026    0.000 lines.py:1123(set_linewidth)
    36827    0.021    0.000    0.026    0.000 dataarray.py:973(coords)
        1    0.000    0.000    0.026    0.026 ticker.py:1(<module>)
        1    0.000    0.000    0.026    0.026 axis.py:1(<module>)
    11608    0.012    0.000    0.026    0.000 numeric.py:1855(isscalar)
       20    0.000    0.000    0.026    0.001 __init__.py:794(<genexpr>)
       19    0.000    0.000    0.026    0.001 __init__.py:692(search)
      136    0.000    0.000    0.026    0.000 _docstring.py:38(__call__)
    47190    0.020    0.000    0.026    0.000 variable.py:1032(<genexpr>)
     1727    0.005    0.000    0.025    0.000 series.py:6459(any)
     8604    0.013    0.000    0.025    0.000 lines.py:1407(set_dash_capstyle)
  126/115    0.000    0.000    0.025    0.000 _docstring.py:79(__call__)
       70    0.001    0.000    0.025    0.000 legend_handler.py:285(create_artists)
   161360    0.025    0.000    0.025    0.000 core.py:512(attrs)
        1    0.000    0.000    0.025    0.025 art3d.py:1(<module>)
     1726    0.010    0.000    0.025    0.000 astype.py:56(_astype_nansafe)
     1726    0.005    0.000    0.025    0.000 dtypes.py:586(update_dtype)
     8604    0.003    0.000    0.025    0.000 lines.py:1211(set_markeredgecolor)
    95724    0.020    0.000    0.025    0.000 concat.py:578(<genexpr>)
    16395    0.017    0.000    0.025    0.000 alignment.py:500(_get_dim_pos_indexers)
    31117    0.021    0.000    0.025    0.000 warnings.py:503(__exit__)
    36246    0.020    0.000    0.025    0.000 alignment.py:72(<genexpr>)
1197/1148    0.004    0.000    0.025    0.000 _base.py:833(_unstale_viewLim)
      180    0.000    0.000    0.025    0.000 core.py:3066(parseImpl)
  668/494    0.000    0.000    0.024    0.000 typing.py:508(__getitem__)
    86298    0.017    0.000    0.024    0.000 pycompat.py:72(_get_cached_duck_array_module)
       24    0.000    0.000    0.024    0.001 <frozen genericpath>:16(exists)
   141784    0.024    0.000    0.024    0.000 utils.py:435(__contains__)
    10356    0.003    0.000    0.024    0.000 computation.py:739(<genexpr>)
   106282    0.024    0.000    0.024    0.000 enum.py:1129(__new__)
1184/1148    0.001    0.000    0.024    0.000 _base.py:847(viewLim)
     9302    0.009    0.000    0.024    0.000 markers.py:282(_set_fillstyle)
    25890    0.022    0.000    0.024    0.000 base.py:2744(inferred_type)
    63207    0.019    0.000    0.024    0.000 {method 'pop' of 'dict' objects}
      220    0.002    0.000    0.024    0.000 axis.py:2757(get_tick_space)
1012/1004    0.001    0.000    0.024    0.000 axis.py:2265(getter)
       34    0.000    0.000    0.024    0.001 traceback.py:399(_extract_from_extended_frame_gen)
    34/17    0.000    0.000    0.023    0.001 functools.py:979(__get__)
    12947    0.016    0.000    0.023    0.000 indexing.py:919(_outer_to_numpy_indexer)
        1    0.000    0.000    0.023    0.023 buffer.py:1(<module>)
       17    0.000    0.000    0.023    0.001 core.py:3055(re_match)
     1727    0.004    0.000    0.023    0.000 construction.py:96(arrays_to_mgr)
       17    0.000    0.000    0.023    0.001 core.py:3045(re)
    25877    0.017    0.000    0.023    0.000 core.py:1135(_raise_if_any_duplicate_dimensions)
    12945    0.004    0.000    0.023    0.000 series.py:707(dtype)
        1    0.000    0.000    0.023    0.023 calendar_ops.py:1(<module>)
    70489    0.014    0.000    0.023    0.000 variable.py:634(<genexpr>)
     1726    0.003    0.000    0.023    0.000 take.py:59(take_nd)
    45457    0.023    0.000    0.023    0.000 indexing.py:326(__init__)
        5    0.000    0.000    0.023    0.005 pyplot.py:777(figure)
        2    0.000    0.000    0.023    0.011 datetimelike.py:1(<module>)
        1    0.000    0.000    0.022    0.022 _mathtext.py:1974(__init__)
        5    0.000    0.000    0.022    0.004 pyplot.py:462(new_figure_manager)
     3454    0.002    0.000    0.022    0.000 generic.py:511(_validate_dtype)
        1    0.000    0.000    0.022    0.022 shutil.py:1(<module>)
        2    0.000    0.000    0.022    0.011 ElementTree.py:1(<module>)
       97    0.000    0.000    0.022    0.000 compute.py:113(_scrape_options_class_doc)
       59    0.000    0.000    0.022    0.000 dataclasses.py:1240(dataclass)
   157006    0.022    0.000    0.022    0.000 dataset.py:442(<genexpr>)
        1    0.000    0.000    0.022    0.022 _internal.py:1(<module>)
      307    0.001    0.000    0.022    0.000 parser.py:427(parse_block_mapping_key)
    89214    0.022    0.000    0.022    0.000 __init__.py:34(using_copy_on_write)
     1196    0.004    0.000    0.022    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
      489    0.002    0.000    0.022    0.000 typing.py:687(Union)
       97    0.000    0.000    0.022    0.000 docscrape.py:146(__init__)
   141964    0.022    0.000    0.022    0.000 {method 'startswith' of 'str' objects}
     1134    0.004    0.000    0.022    0.000 typing.py:1242(__init__)
      624    0.001    0.000    0.022    0.000 artist.py:1229(_cm_set)
        1    0.000    0.000    0.022    0.022 multiprocessing.py:1(<module>)
   154241    0.022    0.000    0.022    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.022    0.022 _comms.py:1(<module>)
    16260    0.021    0.000    0.021    0.000 {method '__copy__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.021    0.011 transforms.py:1(<module>)
     1726    0.006    0.000    0.021    0.000 algorithms.py:280(_check_object_for_strings)
      165    0.002    0.000    0.021    0.000 transforms.py:651(union)
    56957    0.014    0.000    0.021    0.000 common.py:123(<lambda>)
    10504    0.011    0.000    0.021    0.000 cbook.py:1324(is_math_text)
     6907    0.009    0.000    0.021    0.000 variable.py:2909(_broadcast_compat_data)
32236/16118    0.017    0.000    0.021    0.000 transforms.py:2397(<lambda>)
     3454    0.009    0.000    0.021    0.000 _dtype.py:346(_name_get)
    52934    0.014    0.000    0.021    0.000 indexes.py:1653(__iter__)
        2    0.000    0.000    0.021    0.010 events.py:1(<module>)
        1    0.000    0.000    0.021    0.021 worker_state_machine.py:1(<module>)
       12    0.000    0.000    0.021    0.002 _docstring.py:51(__missing__)
        1    0.000    0.000    0.021    0.021 tags.py:1(<module>)
    27617    0.014    0.000    0.020    0.000 common.py:1040(needs_i8_conversion)
     1726    0.005    0.000    0.020    0.000 multi.py:1085(_set_codes)
    31065    0.016    0.000    0.020    0.000 indexes.py:1491(variables)
     2124    0.007    0.000    0.020    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
    15306    0.007    0.000    0.020    0.000 artist.py:625(get_snap)
        3    0.000    0.000    0.020    0.007 types.py:1(<module>)
        1    0.000    0.000    0.020    0.020 initialise.py:1(<module>)
        9    0.000    0.000    0.020    0.002 pyplot.py:439(_warn_if_gui_out_of_main_thread)
       23    0.000    0.000    0.020    0.001 pyplot.py:270(_get_backend_mod)
     5181    0.006    0.000    0.020    0.000 generic.py:807(_set_axis)
      2/1    0.000    0.000    0.020    0.020 pyplot.py:284(switch_backend)
        1    0.000    0.000    0.020    0.020 _base.py:1435(ExcelFile)
     1203    0.002    0.000    0.020    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       12    0.000    0.000    0.020    0.002 __init__.py:701(lookup)
       12    0.001    0.000    0.020    0.002 __init__.py:707(__init__)
      114    0.001    0.000    0.020    0.000 offsetbox.py:683(draw)
     1726    0.002    0.000    0.020    0.000 base.py:2817(hasnans)
        1    0.000    0.000    0.019    0.019 threaded.py:1(<module>)
     1727    0.004    0.000    0.019    0.000 series.py:6418(_reduce)
      166    0.000    0.000    0.019    0.000 ticker.py:699(set_locs)
     8398    0.010    0.000    0.019    0.000 _base.py:559(_axis_map)
        1    0.000    0.000    0.019    0.019 cftime_offsets.py:1(<module>)
     1726    0.011    0.000    0.019    0.000 take.py:120(_take_nd_ndarray)
    12945    0.014    0.000    0.019    0.000 managers.py:1993(dtype)
    77640    0.014    0.000    0.019    0.000 dtypes.py:190(<genexpr>)
     9387    0.006    0.000    0.019    0.000 transforms.py:1355(_iter_break_from_left_to_right)
     8467    0.010    0.000    0.019    0.000 inspect.py:2712(__init__)
        8    0.000    0.000    0.019    0.002 legend.py:1297(_parse_legend_args)
        1    0.000    0.000    0.019    0.019 defaults.py:1(<module>)
        8    0.004    0.000    0.019    0.002 legend.py:1285(_get_legend_handles_labels)
    12945    0.011    0.000    0.019    0.000 generic.py:4402(_check_setitem_copy)
        1    0.000    0.000    0.019    0.019 ImagePalette.py:1(<module>)
     5181    0.006    0.000    0.019    0.000 series.py:784(name)
    10352    0.014    0.000    0.019    0.000 dataset.py:187(_get_virtual_variable)
     1726    0.002    0.000    0.019    0.000 utils.py:718(iterable_of_hashable)
        4    0.000    0.000    0.019    0.005 ops.py:1(<module>)
     8057    0.014    0.000    0.018    0.000 indexing.py:1507(__getitem__)
   194716    0.018    0.000    0.018    0.000 coordinates.py:701(_names)
    13359    0.015    0.000    0.018    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.018    0.018 _constants.py:1(<module>)
        1    0.000    0.000    0.018    0.018 netutil.py:1(<module>)
       19    0.000    0.000    0.018    0.001 traceback.py:221(extract_stack)
    12945    0.009    0.000    0.018    0.000 core.py:418(size)
        1    0.000    0.000    0.018    0.018 config.py:529(refresh)
       19    0.000    0.000    0.018    0.001 traceback.py:377(extract)
        1    0.000    0.000    0.018    0.018 config.py:502(collect)
       20    0.000    0.000    0.018    0.001 artist.py:350(get_tightbbox)
     6041    0.013    0.000    0.018    0.000 cast.py:775(infer_dtype_from_scalar)
    53334    0.016    0.000    0.018    0.000 {built-in method builtins.setattr}
       18    0.000    0.000    0.018    0.001 axis.py:882(clear)
     8056    0.008    0.000    0.018    0.000 coordinates.py:932(assert_coordinate_consistent)
    12945    0.012    0.000    0.018    0.000 base.py:7723(_unpack_nested_dtype)
    15472    0.008    0.000    0.018    0.000 backend_bases.py:989(set_joinstyle)
     9782    0.018    0.000    0.018    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.001    0.001    0.018    0.018 helpers.py:1(<module>)
    21580    0.008    0.000    0.017    0.000 series.py:831(_values)
    24253    0.010    0.000    0.017    0.000 transforms.py:2411(transform_non_affine)
    32787    0.010    0.000    0.017    0.000 inference.py:300(<genexpr>)
       99    0.000    0.000    0.017    0.000 _mathtext.py:696(_get_glyph)
     1726    0.005    0.000    0.017    0.000 multi.py:844(levels)
   158480    0.017    0.000    0.017    0.000 dataarray.py:689(variable)
        1    0.000    0.000    0.017    0.017 _disk.py:1(<module>)
     5178    0.003    0.000    0.017    0.000 common.py:536(is_string_dtype)
     9784    0.004    0.000    0.017    0.000 utils.py:306(is_scalar)
        1    0.000    0.000    0.017    0.017 config.py:212(collect_yaml)
    89259    0.017    0.000    0.017    0.000 variable.py:883(encoding)
    16172    0.012    0.000    0.017    0.000 __init__.py:167(check_getitem)
      478    0.001    0.000    0.017    0.000 text.py:194(update)
     8880    0.006    0.000    0.017    0.000 path.py:162(_fast_from_codes_and_verts)
        1    0.000    0.000    0.017    0.017 _axes.py:46(Axes)
     6905    0.012    0.000    0.017    0.000 base.py:836(__iter__)
      862    0.001    0.000    0.017    0.000 variable.py:979(compute)
       12    0.000    0.000    0.017    0.001 __init__.py:678(children)
     8604    0.010    0.000    0.017    0.000 lines.py:1065(set_drawstyle)
    20712    0.010    0.000    0.017    0.000 multi.py:2738(_check_indexing_error)
    16401    0.011    0.000    0.016    0.000 blocks.py:2674(get_block_type)
      196    0.001    0.000    0.016    0.000 dataclasses.py:449(_create_fn)
    10140    0.010    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        2    0.000    0.000    0.016    0.008 __init__.py:856(distribution)
        2    0.000    0.000    0.016    0.008 __init__.py:383(from_name)
        3    0.016    0.005    0.016    0.005 font_manager.py:1493(_get_font)
       43    0.000    0.000    0.016    0.000 _base.py:1126(_set_position)
     3672    0.016    0.000    0.016    0.000 {method 'sub' of 're.Pattern' objects}
     1727    0.004    0.000    0.016    0.000 dataarray.py:853(_item_key_to_dict)
       11    0.000    0.000    0.016    0.001 exceptions.py:1(<module>)
    19753    0.016    0.000    0.016    0.000 {built-in method matplotlib._path.affine_transform}
     8604    0.003    0.000    0.016    0.000 lines.py:1231(set_markerfacecoloralt)
        1    0.000    0.000    0.016    0.016 httpserver.py:1(<module>)
        2    0.000    0.000    0.016    0.008 watercolumn_run_lib.py:128(add_time_series_to_axis)
     3452    0.003    0.000    0.016    0.000 base.py:294(is_dtype)
        1    0.000    0.000    0.016    0.016 lines.py:1(<module>)
    27622    0.013    0.000    0.016    0.000 variable.py:660(<genexpr>)
       60    0.000    0.000    0.016    0.000 transforms.py:1054(set)
    11510    0.005    0.000    0.016    0.000 dataarray.py:1499(<genexpr>)
     1727    0.006    0.000    0.016    0.000 managers.py:2121(create_block_manager_from_column_arrays)
        4    0.000    0.000    0.016    0.004 figure.py:1315(subplots_adjust)
        1    0.000    0.000    0.016    0.016 ansitowin32.py:1(<module>)
      241    0.000    0.000    0.016    0.000 parser.py:446(parse_block_mapping_value)
        1    0.000    0.000    0.016    0.016 geo.py:1(<module>)
    30331    0.016    0.000    0.016    0.000 {built-in method numpy.seterrobj}
      467    0.015    0.000    0.015    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.015    0.015 hmac.py:1(<module>)
    18924    0.015    0.000    0.015    0.000 {method 'remove' of 'list' objects}
    18120    0.009    0.000    0.015    0.000 dataset.py:768(encoding)
     8604    0.007    0.000    0.015    0.000 lines.py:1359(set_dash_joinstyle)
        1    0.000    0.000    0.015    0.015 staggered.py:1(<module>)
     5178    0.003    0.000    0.015    0.000 multi.py:924(<genexpr>)
       17    0.000    0.000    0.015    0.001 _functools.py:75(wrapper)
     2242    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.015    0.015 websocket.py:1(<module>)
   113049    0.015    0.000    0.015    0.000 {function FrozenList.__getitem__ at 0x7fb1ef4c5e40}
    12945    0.015    0.000    0.015    0.000 __init__.py:470(_asdict)
        1    0.000    0.000    0.015    0.015 dataarray_plot.py:1(<module>)
    25972    0.011    0.000    0.015    0.000 artist.py:450(get_transform)
        1    0.000    0.000    0.015    0.015 engines.py:1(<module>)
     1726    0.004    0.000    0.015    0.000 dtypes.py:243(_from_values_or_dtype)
      976    0.001    0.000    0.015    0.000 __init__.py:711(__setitem__)
        1    0.000    0.000    0.015    0.015 apply.py:1(<module>)
        1    0.000    0.000    0.015    0.015 offsetbox.py:1(<module>)
    15394    0.010    0.000    0.015    0.000 markers.py:273(__bool__)
28473/28448    0.011    0.000    0.015    0.000 {method 'join' of 'str' objects}
     2350    0.005    0.000    0.015    0.000 typing.py:175(_type_check)
      758    0.006    0.000    0.015    0.000 scanner.py:752(scan_to_next_token)
        1    0.000    0.000    0.015    0.015 _pslinux.py:1(<module>)
        1    0.000    0.000    0.015    0.015 datatree_ops.py:1(<module>)
        3    0.000    0.000    0.015    0.005 datatree_ops.py:173(_wrap_then_attach_to_cls)
        2    0.000    0.000    0.015    0.007 interval.py:1(<module>)
1063/1060    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
    16118    0.013    0.000    0.015    0.000 _base.py:322(<genexpr>)
     3456    0.002    0.000    0.015    0.000 {method 'min' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.015    0.007 __init__.py:464(version)
        1    0.000    0.000    0.014    0.014 cftimeindex.py:1(<module>)
        2    0.000    0.000    0.014    0.007 __init__.py:436(metadata)
   117823    0.014    0.000    0.014    0.000 artist.py:293(axes)
        1    0.000    0.000    0.014    0.014 layout_engine.py:1(<module>)
    31050    0.014    0.000    0.014    0.000 concat.py:592(get_indexes)
        1    0.000    0.000    0.014    0.014 netCDF4_.py:577(close)
        1    0.014    0.014    0.014    0.014 file_manager.py:226(close)
        8    0.008    0.001    0.014    0.002 _base.py:2815(autoscale_view)
        1    0.000    0.000    0.014    0.014 main.py:1(<module>)
        1    0.000    0.000    0.014    0.014 array_manager.py:1(<module>)
       70    0.000    0.000    0.014    0.000 legend_handler.py:86(update_prop)
     6041    0.004    0.000    0.014    0.000 common.py:1375(_is_dtype)
        1    0.000    0.000    0.014    0.014 charset.py:1(<module>)
     1180    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
     8604    0.006    0.000    0.014    0.000 lines.py:1241(set_markeredgewidth)
    15472    0.006    0.000    0.014    0.000 backend_bases.py:919(set_capstyle)
      382    0.000    0.000    0.014    0.000 path.py:279(__deepcopy__)
     3452    0.007    0.000    0.014    0.000 computation.py:621(unified_dim_sizes)
     3364    0.014    0.000    0.014    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
    25875    0.008    0.000    0.014    0.000 variable.py:2983(<genexpr>)
      602    0.012    0.000    0.014    0.000 _compiler.py:243(_optimize_charset)
      270    0.001    0.000    0.014    0.000 _decorators.py:363(decorator)
        1    0.000    0.000    0.014    0.014 layers.py:1(<module>)
        1    0.000    0.000    0.014    0.014 backend_tools.py:1(<module>)
     8068    0.005    0.000    0.014    0.000 legend.py:1251(_get_legend_handles)
     5178    0.003    0.000    0.014    0.000 multi.py:1102(<genexpr>)
     8604    0.005    0.000    0.013    0.000 lines.py:505(set_pickradius)
    27601    0.009    0.000    0.013    0.000 utils.py:545(__iter__)
      125    0.000    0.000    0.013    0.000 datatree_ops.py:220(insert_doc_addendum)
        1    0.000    0.000    0.013    0.013 core.py:21(where)
    23309    0.011    0.000    0.013    0.000 dataset.py:2002(data_vars)
    32957    0.013    0.000    0.013    0.000 {method 'split' of 'str' objects}
    18016    0.013    0.000    0.013    0.000 {built-in method builtins.sorted}
     5183    0.006    0.000    0.013    0.000 config.py:127(_get_single_key)
        1    0.000    0.000    0.013    0.013 _common.py:33(wrapper)
        1    0.000    0.000    0.013    0.013 _common.py:51(files)
7310/7042    0.003    0.000    0.013    0.000 transforms.py:2377(_invalidate_internal)
        1    0.000    0.000    0.013    0.013 _common.py:107(from_package)
        1    0.000    0.000    0.013    0.013 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.013    0.013 _adapters.py:149(_native)
        1    0.000    0.000    0.013    0.013 _adapters.py:144(_reader)
        1    0.000    0.000    0.013    0.013 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
    12947    0.011    0.000    0.013    0.000 indexing.py:553(oindex)
      954    0.002    0.000    0.013    0.000 axis.py:508(update_position)
     6908    0.005    0.000    0.013    0.000 series.py:734(name)
     3472    0.004    0.000    0.013    0.000 warnings.py:166(simplefilter)
        6    0.000    0.000    0.013    0.002 util.py:1(<module>)
       18    0.000    0.000    0.013    0.001 axis.py:794(_set_scale)
    89080    0.013    0.000    0.013    0.000 path.py:211(vertices)
       69    0.000    0.000    0.013    0.000 watercolumn_run_lib.py:100(seconds2hours)
       18    0.000    0.000    0.013    0.001 scale.py:103(set_default_locators_and_formatters)
        4    0.000    0.000    0.013    0.003 accessor.py:1(<module>)
     9784    0.008    0.000    0.013    0.000 utils.py:268(_is_scalar)
        1    0.000    0.000    0.013    0.013 GifImagePlugin.py:1(<module>)
    90835    0.013    0.000    0.013    0.000 transforms.py:1929(get_matrix)
    57820    0.013    0.000    0.013    0.000 common.py:126(_classes_and_not_datetimelike)
       85    0.002    0.000    0.013    0.000 enum.py:528(__new__)
     1733    0.001    0.000    0.013    0.000 indexing.py:1680(get_duck_array)
       42    0.000    0.000    0.013    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.013    0.013 legend.py:1(<module>)
12227/9397    0.011    0.000    0.013    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.012    0.012 _base.py:4446(twinx)
      112    0.001    0.000    0.012    0.000 axis.py:2514(get_tick_space)
        1    0.000    0.000    0.012    0.012 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.012    0.012 <frozen ntpath>:1(<module>)
    39416    0.009    0.000    0.012    0.000 contextlib.py:446(__exit__)
     3456    0.001    0.000    0.012    0.000 _methods.py:43(_amin)
      478    0.000    0.000    0.012    0.000 artist.py:1201(update)
     1727    0.012    0.000    0.012    0.000 missing.py:305(_isna_string_dtype)
       12    0.000    0.000    0.012    0.001 _mathtext.py:335(__init__)
     8604    0.006    0.000    0.012    0.000 lines.py:1423(set_solid_capstyle)
        1    0.000    0.000    0.012    0.012 h5netcdf_.py:1(<module>)
      120    0.005    0.000    0.012    0.000 __init__.py:355(namedtuple)
        1    0.000    0.000    0.012    0.012 docscrape.py:1(<module>)
        2    0.000    0.000    0.012    0.006 groupby.py:1(<module>)
      437    0.001    0.000    0.012    0.000 artist.py:1536(number_of_parameters)
     1960    0.001    0.000    0.012    0.000 font_manager.py:1549(<genexpr>)
    60428    0.011    0.000    0.012    0.000 construction.py:758(_maybe_repeat)
        1    0.000    0.000    0.012    0.012 pool.py:1(<module>)
      174    0.001    0.000    0.012    0.000 axis.py:347(_apply_params)
       97    0.001    0.000    0.012    0.000 docscrape.py:384(_parse)
      127    0.000    0.000    0.012    0.000 textwrap.py:386(fill)
     1727    0.001    0.000    0.012    0.000 nanops.py:482(nanany)
        1    0.000    0.000    0.012    0.012 polar.py:1(<module>)
      502    0.001    0.000    0.012    0.000 text.py:1303(set_fontproperties)
     4028    0.002    0.000    0.012    0.000 cbook.py:1675(safe_first_element)
     5181    0.002    0.000    0.012    0.000 managers.py:236(set_axis)
     2164    0.001    0.000    0.012    0.000 __init__.py:179(sub)
      127    0.000    0.000    0.012    0.000 textwrap.py:361(fill)
        1    0.000    0.000    0.012    0.012 _base.py:4426(_make_twin_axes)
      143    0.000    0.000    0.012    0.000 _decorators.py:484(__call__)
     1725    0.003    0.000    0.012    0.000 indexes.py:1527(get_all_coords)
     3469    0.011    0.000    0.012    0.000 __init__.py:520(_cmpkey)
        1    0.000    0.000    0.011    0.011 filters.py:1(<module>)
      127    0.000    0.000    0.011    0.000 textwrap.py:347(wrap)
      261    0.001    0.000    0.011    0.000 compute.py:267(_make_signature)
     8604    0.006    0.000    0.011    0.000 lines.py:1375(set_solid_joinstyle)
