tidal_phasing,wind_phasing,diatom_biomass,hab_biomass
0.5,2.0,0.21802618995665982,0.42799893725965327
0.0,12.5,0.23854002901109128,0.43392608633878255
0.0,11.5,0.23856060678174598,0.43392888306849453
0.0,4.0,0.2209099877669733,0.42853305437050604
0.5,19.0,0.2371558583880864,0.4337938314044469
0.0,13.5,0.2384770893116007,0.4339260863387137
0.0,6.0,0.22771009835904565,0.43036133864670806
0.5,3.0,0.21891258138512398,0.4281253092834565
0.0,21.0,0.24865479744259086,0.43533872015323727
0.5,8.0,0.23592713477112395,0.4328306853796903
0.0,5.5,0.22588562706961154,0.42986681968477586
0.0,4.5,0.22214154620393184,0.42884636843000284
0.5,8.5,0.2369880539695957,0.4332499936005432
0.0,0.0,0.220192139615406,0.42879601490362085
1.0,4.5,0.22193131670828437,0.42884214176842694
0.0,1.5,0.21789531090864442,0.42802374881836996
0.0,18.0,0.23803622037824546,0.43392608633663005
0.0,8.0,0.23680943200617777,0.43302353219177814
0.0,7.5,0.23498276805464927,0.43243445560803284
0.0,14.0,0.23843548267140685,0.43392608633874313
0.0,11.0,0.2386104515873082,0.4339640017779842
2.0,0.0,0.22090669138401997,0.4289451615397236
0.0,23.0,0.2261215430503091,0.4304468618741074
0.0,19.0,0.23829663093989598,0.4340247990426317
0.0,20.5,0.23718423968823155,0.43342580462727337
0.5,4.5,0.2220269060762115,0.42884345535251855
0.0,0.5,0.2189113167823827,0.4283918856390867
0.5,0.5,0.2190805153611405,0.4284247556616963
1.0,19.0,0.236160436289851,0.4335851343211197
0.5,9.0,0.23770945350710013,0.4335639719809019
0.5,10.5,0.23765589338408896,0.4337806057008315
0.5,1.0,0.2183330963043358,0.4281781722612923
1.0,3.5,0.21988058395441276,0.4283079584904675
0.0,10.5,0.23893782108097852,0.43404025500362453
1.0,2.5,0.21839648334808637,0.4280417475335575
0.0,22.5,0.2321659663984014,0.43196593369457403
1.0,7.0,0.23127939272236925,0.43148177537678095
1.0,6.5,0.22853940730583405,0.4307067923289454
2.0,20.0,0.23394228080638976,0.4330631885483194
0.0,6.5,0.22963493640736296,0.4309378810465283
0.5,4.0,0.22087959617266414,0.4285318047516947
0.0,14.5,0.23838985025666326,0.43392608633855334
0.5,10.0,0.23810222433275582,0.4338819800098979
0.5,7.5,0.23407712857176968,0.4322496787220674
0.0,16.0,0.2382386252928149,0.4339260863377925
2.0,1.0,0.21867907724203972,0.42824315406419
2.0,9.0,0.2358154908547835,0.4331642267956765
1.0,17.0,0.2361211571733639,0.43350173074799037
0.5,1.5,0.21800379049323704,0.4280430731123117
0.0,2.0,0.21789212274945283,0.4279764572787351
0.5,13.0,0.23726008842772553,0.4336632827312523
0.5,16.5,0.23693730335437088,0.4336632827299808
0.0,3.0,0.2188653829057076,0.42811679088367516
0.0,22.0,0.24077761429003922,0.43399873836623615
1.5,4.0,0.2207825009570183,0.42851882290609095
0.0,19.5,0.23585903807732875,0.43343424982311984
0.0,21.5,0.24769750082702158,0.4352766350375614
0.5,15.5,0.23704034844947908,0.43366328273055815
0.0,3.5,0.21983579272492812,0.4282986807504084
