Setting constant concentration for Diatoms @ 20
Setting constant concentration for HAB @ 20
No initial condition for this pressure gradient --> using default!
Using initial condition from initial_condition/initial_condition-pressure=2.00e-07.csv
         150886595 function calls (150792609 primitive calls) in 181.412 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      223    0.012    0.000    0.039    0.000 artist.py:1517(get_setters)
        2    0.000    0.000    0.039    0.019 ElementTree.py:1(<module>)
        1    0.000    0.000    0.038    0.038 initialise.py:1(<module>)
        2    0.000    0.000    0.038    0.019 dates.py:1(<module>)
        1    0.000    0.000    0.037    0.037 _svds.py:1(<module>)
        1    0.000    0.000    0.037    0.037 bz2.py:1(<module>)
        2    0.000    0.000    0.036    0.018 misc.py:1(<module>)
   259200    0.036    0.000    0.036    0.000 fromnumeric.py:2096(_clip_dispatcher)
     1496    0.005    0.000    0.035    0.000 textwrap.py:419(dedent)
     7806    0.004    0.000    0.035    0.000 pprint.py:457(_repr)
        1    0.000    0.000    0.034    0.034 apply.py:1(<module>)
        1    0.000    0.000    0.034    0.034 cast.py:1(<module>)
      163    0.000    0.000    0.034    0.000 pprint.py:209(_pprint_dict)
     5776    0.003    0.000    0.034    0.000 __init__.py:174(search)
1101/1098    0.001    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        1    0.000    0.000    0.034    0.034 ImagePalette.py:1(<module>)
        1    0.000    0.000    0.034    0.034 charset.py:1(<module>)
      294    0.001    0.000    0.033    0.000 _parser.py:969(parse)
        9    0.000    0.000    0.033    0.004 _base.py:729(__init_subclass__)
        7    0.001    0.000    0.033    0.005 config.py:151(update)
        1    0.000    0.000    0.032    0.032 ffi.py:195(_importlib_resources_path_repl)
11525/10888    0.025    0.000    0.032    0.000 {built-in method __new__ of type object at 0x5571d54ad660}
        1    0.000    0.000    0.032    0.032 _common.py:33(wrapper)
        1    0.000    0.000    0.032    0.032 _common.py:51(files)
        1    0.000    0.000    0.032    0.032 _common.py:107(from_package)
        1    0.000    0.000    0.032    0.032 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.032    0.032 _adapters.py:149(_native)
        1    0.000    0.000    0.032    0.032 _adapters.py:144(_reader)
        1    0.000    0.000    0.032    0.032 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        2    0.000    0.000    0.032    0.016 parallel.py:1(<module>)
  710/294    0.002    0.000    0.032    0.000 _parser.py:452(_parse_sub)
        1    0.000    0.000    0.032    0.032 arpack.py:1(<module>)
        1    0.000    0.000    0.031    0.031 engines.py:1(<module>)
        1    0.000    0.000    0.031    0.031 random.py:1(<module>)
        1    0.000    0.000    0.031    0.031 npyio.py:1(<module>)
  845/306    0.012    0.000    0.031    0.000 _parser.py:512(_parse)
       27    0.000    0.000    0.030    0.001 module.py:233(__repr__)
     1081    0.002    0.000    0.030    0.000 extending.py:129(decorate)
     2274    0.004    0.000    0.030    0.000 <frozen abc>:105(__new__)
       27    0.000    0.000    0.030    0.001 module.py:207(_get_body_lines)
     2517    0.009    0.000    0.030    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.030    0.030 lowering.py:273(create_cpython_wrapper)
        1    0.000    0.000    0.030    0.030 cpu.py:181(create_cpython_wrapper)
        1    0.000    0.000    0.030    0.030 art3d.py:1(<module>)
15458/7806    0.004    0.000    0.030    0.000 pprint.py:466(format)
        2    0.000    0.000    0.030    0.015 polynomial.py:1(<module>)
