tidal_phasing,wind_phasing,diatom_biomass,hab_biomass
0.0,3.0,0.20950377039843412,0.4268863202434936
0.0,12.5,0.24032067556934092,0.4346684064556504
0.5,0.0,0.2052327072203189,0.4272044050689293
0.5,2.5,0.20842405613274356,0.42683411256600096
0.0,10.5,0.24087501819320223,0.4344089487076442
0.0,22.5,0.20845577896684217,0.4286410529959189
0.0,6.0,0.2206709200006905,0.428856840244608
0.0,8.0,0.23142989968699912,0.4316115438301701
0.5,22.5,0.20848940156267487,0.4286460937844775
0.0,11.0,0.24092973152551875,0.4346348861974196
0.5,6.5,0.22340270202452397,0.4295400500614268
0.0,2.5,0.20842738488042878,0.4268325496760077
0.5,20.0,0.23175570783939006,0.43579914072825415
0.5,7.0,0.22612450628917558,0.43021953702337484
0.5,11.0,0.24087265221227133,0.43462479528027226
0.5,1.5,0.2065253930106733,0.42683109887792314
1.0,5.0,0.21577271322233804,0.42774673175358985
0.0,5.5,0.2181378180520076,0.4282408828701061
0.0,4.0,0.21198793073146652,0.42714256795397554
0.0,20.0,0.23352531939842272,0.43575244945158065
0.0,14.0,0.2395020727570999,0.43466840645477045
0.5,16.0,0.2378271584627104,0.43465086624230365
0.0,6.5,0.22336290310140952,0.4295341066561238
0.5,5.5,0.21816798367218856,0.4282452001764588
1.0,14.0,0.23955867272118733,0.43465200720085273
0.5,18.5,0.2339265160474249,0.4346691675109755
0.5,10.5,0.24082200143896385,0.43439920355720396
0.0,13.5,0.2399048877517589,0.4346684064550865
1.0,9.5,0.2383858207692364,0.43353855461958696
0.5,3.0,0.20951596017105464,0.42688801745906524
1.0,1.0,0.2058107452457051,0.4268875763631477
0.0,20.5,0.2248665237727278,0.4351064043009459
0.0,12.0,0.24051011432075964,0.434668406455437
0.0,19.5,0.23327548412835605,0.43527889669736347
0.0,10.0,0.23992792887476078,0.4340317523489022
0.0,17.5,0.23573368789115842,0.434668406451859
0.5,9.0,0.23633866290328212,0.43293494058905724
0.5,2.0,0.20734658891113772,0.4268159793215325
0.5,16.5,0.23719392700807532,0.4346508662419487
0.0,9.0,0.23637473132558376,0.43294277414039417
0.0,9.5,0.23836110266400898,0.43353538105079165
0.0,14.5,0.23919972028831296,0.4346684064542045
0.0,2.0,0.20733352485504206,0.42681455547385144
0.0,18.0,0.23482909721956816,0.4346684064513971
0.0,4.5,0.2136418740300884,0.4273839985018498
0.0,8.5,0.23399814181022063,0.432296651616455
1.0,23.0,0.20668524111090095,0.42805669175330513
0.0,21.5,0.2177354638248373,0.43106875702127095
0.0,13.0,0.24007782633258137,0.4346684064553857
0.0,16.0,0.23784259751752695,0.43466840645310517
0.5,7.5,0.22882545796378517,0.4309140855992175
0.0,0.0,0.20523810621126898,0.4272025140760031
1.0,1.5,0.20654099606381554,0.4268325142022557
0.0,15.0,0.23880722461385137,0.4346684064539364
0.0,18.5,0.23377069936123537,0.4346635506096098
0.0,7.5,0.2288192957677701,0.43091394912783443
0.0,19.0,0.23195955681520414,0.4347173613984019
1.0,8.0,0.23151183123877123,0.43162385323172403
1.0,10.5,0.24086295210361328,0.4344056179665513
1.0,4.5,0.21367048790803328,0.427389554550408
0.0,15.5,0.23826322794723048,0.43466840645350413
0.5,15.5,0.23824730977807526,0.43465086624275295
1.0,9.0,0.2364115147759232,0.43294860211544245
0.0,0.5,0.20531358236576547,0.42699771773877526
0.0,23.0,0.2067000639706443,0.4280253217828289
0.0,11.5,0.24065913612164638,0.4346807330259764
0.5,19.0,0.23228255568985554,0.4347511157212202
0.5,0.5,0.20528661815324042,0.4269992310456725
3.5,0.0,0.20531155320872824,0.42721011820285637
0.0,1.5,0.20650726187166715,0.42682983232121285
0.5,14.0,0.23947969812934322,0.4346508662440274
1.0,17.5,0.23590556194446813,0.4346520071978946
1.0,0.0,0.20523426322366534,0.4272060230644111
0.0,1.0,0.2058351737378243,0.42688510626241816
0.5,17.0,0.23657670986164744,0.4346508662414359
0.5,1.0,0.20582649727492272,0.42688626752189507
0.5,11.5,0.2405981989608451,0.43466232275759686
1.5,22.0,0.21157583697895796,0.4294690675051277
4.5,16.5,0.23741443867558965,0.43463077886122076
3.5,1.0,0.20568215414158486,0.42689064790629505
0.5,14.5,0.23915460218382695,0.4346508662434497
4.0,17.5,0.23602772362883012,0.43461365000502766
0.5,17.5,0.23577131259199816,0.4346508662410869
0.5,6.0,0.22071004828900959,0.4288639591595032
2.5,9.5,0.23843431968365478,0.43353710470327883
0.0,3.5,0.21063625982616835,0.42698470424612167
2.0,7.0,0.2262225141738157,0.4302302467305391
1.0,20.5,0.22094190153731266,0.4351179630391593
1.5,12.5,0.2403059424574886,0.43463541593671795
0.0,5.0,0.2157385665094496,0.42774090982905477
1.0,4.0,0.2120047696420534,0.4271460794754092
0.0,23.5,0.20568925459052306,0.42754413982504824
2.0,1.5,0.20655997632972983,0.4268345418951928
3.5,12.0,0.24035541919039857,0.4345983339017968
1.0,3.0,0.20952483632688598,0.4268890222553949
1.5,14.0,0.23955447759159512,0.4346354159358957
0.5,21.0,0.2268081074506057,0.4333133601611331
0.5,18.0,0.23486017457933372,0.4346508662406292
1.5,3.5,0.21067354845575684,0.42698934001053473
0.0,7.0,0.226111825928701,0.4302196829798184
5.5,20.0,0.23559097601131299,0.43576137263774506
5.5,8.5,0.23406653859020218,0.43230265407501756
1.0,15.0,0.23888994072716954,0.4346520071999886
2.0,0.0,0.20525676356501416,0.427208881874393
3.5,10.0,0.23985775786859112,0.434008351924518
0.5,13.0,0.24003097774453835,0.43465086624462373
0.5,20.5,0.222890220097701,0.43515830845009307
2.0,0.5,0.20524215512452068,0.4270031037521398
1.0,5.5,0.21819629770278545,0.428249335896573
0.5,3.5,0.21064632092719057,0.4269857349773431
0.5,13.5,0.2398655344612879,0.4346508662443277
1.0,18.0,0.23498719159547873,0.4346520071974665
1.5,4.0,0.2120165693128555,0.42714797245533964
1.5,17.5,0.235945599484225,0.4346354159329656
1.5,4.5,0.21367435175073946,0.42738995436056293
1.0,8.5,0.23405622269794035,0.4323081376529976
1.5,17.0,0.23669012244883944,0.43463541593331145
1.0,11.5,0.24064079370876867,0.4346637101795607
1.0,6.0,0.22075329723363246,0.42887080802707916
1.0,13.5,0.23992332619024362,0.43465200720110103
4.0,18.5,0.23408463369487076,0.4346188445627707
1.5,23.5,0.20573427067341382,0.4275507405004849
1.5,6.0,0.22079108964207475,0.42887748342502513
1.5,2.5,0.20841049661975283,0.42683678704964584
1.5,1.5,0.20655272105005393,0.42683363832716303
1.0,12.0,0.2404994498702381,0.4346520072015131
2.0,21.5,0.2180540485468257,0.43118020597214357
5.5,9.5,0.23843642715475052,0.4335304163750071
0.5,9.5,0.23832663932242062,0.433528836393597
3.0,15.5,0.23834325027840933,0.4346067975206127
0.5,8.0,0.23144239816729753,0.43161267128036523
1.0,0.5,0.20526486932018012,0.42700049385241334
1.0,16.0,0.23790738164742115,0.43465200719913527
1.0,22.0,0.21152486497899134,0.42946493893235194
1.5,10.5,0.24083776305963603,0.43439777385741773
1.5,1.0,0.20578582871706194,0.42688888023751886
2.0,10.0,0.23987031333664133,0.4340136753232989
0.5,21.5,0.21783471555956738,0.4311015921265422
1.5,21.0,0.226922561482884,0.4333943200794653
3.5,21.0,0.22706197872183118,0.43347164730450083
2.0,20.5,0.2200478528273251,0.43512760984060933
0.0,17.0,0.2365720555057974,0.4346684064522
5.0,11.5,0.240621719389192,0.43464858509088633
0.5,15.0,0.23880006319301464,0.4346508662431821
2.0,3.5,0.21068481309402262,0.42699029440784664
1.0,19.5,0.23502158506592355,0.43538407161398895
5.0,15.5,0.23842724187701145,0.43463692586429925
1.0,2.5,0.20841849559770892,0.42683538616650557
1.5,2.0,0.20737876661142926,0.4268183586381989
1.0,10.0,0.23993351405922703,0.4340317432415118
3.5,21.5,0.21809347268270624,0.43120796081608337
1.5,12.0,0.24046217891187266,0.4346354159365944
2.5,18.0,0.23507857731302634,0.43461555257435397
0.0,21.0,0.2267583974380043,0.4332668998778063
0.5,22.0,0.2114718981486413,0.4294577165682586
1.0,3.5,0.2106609459485057,0.4269880706503646
4.0,3.5,0.21070383303979812,0.4269906711310267
3.0,4.0,0.21204122249292728,0.42714967956996414
1.0,14.5,0.23920957728306744,0.43465200720025665
2.0,10.5,0.24079862596036383,0.43438624081147525
5.5,21.5,0.21775688845429114,0.4311301901344004
4.5,18.0,0.23512942596746605,0.4346307788599692
3.5,7.5,0.22903568776540836,0.43094458365485483
1.5,9.5,0.23836738866092505,0.4335301915920505
1.0,13.0,0.24008757574944004,0.4346520072014752
5.0,20.5,0.21947369034521336,0.4351315854199562
3.0,2.5,0.20839209378699897,0.4268390033484317
2.0,11.5,0.24056084547006765,0.4346302028187696
4.5,11.0,0.24091540840446343,0.43461867756175987
1.5,7.0,0.22616470900650343,0.43022127336139043
0.5,10.0,0.23987155306411315,0.4340205063945087
1.5,8.0,0.23151849097180502,0.4316228979495
5.5,0.0,0.20538398950862646,0.4272050681606449
2.0,8.0,0.231533249718393,0.43162323521647067
5.5,22.5,0.20861268786887868,0.42865691981019877
1.0,20.0,0.2290636894651774,0.43573006633893363
5.0,17.5,0.2360070698497165,0.4346369258625205
5.0,14.5,0.23918743069192097,0.4346369258651159
4.5,22.0,0.2114975840307992,0.4296008584530746
2.5,10.0,0.2399099737362503,0.43401720566495283
3.5,1.5,0.20654971554516102,0.42683542989326145
2.0,5.0,0.21578520434305765,0.42774881206810955
5.5,22.0,0.2114013546186383,0.4295963137009131
2.0,19.0,0.23276787936534382,0.43474855024362746
0.5,12.0,0.24045526180557167,0.43465086624469923
5.0,20.0,0.22884273985580186,0.4356781124705452
1.0,7.5,0.22885597891586454,0.4309181834416553
3.5,6.5,0.22354091871333082,0.42955783108294643
5.5,6.0,0.22072137025242186,0.4288600767715552
3.5,0.5,0.2052542167484789,0.42700409126534394
4.0,19.0,0.23292510739721548,0.4347418578379982
2.5,13.5,0.2398757871160608,0.4346155525779234
5.0,3.5,0.2106934087903609,0.4269881370808404
4.5,6.5,0.22350082267399968,0.42955091674355145
3.5,8.0,0.2315773979396946,0.4316247950802355
3.5,4.0,0.21204803264264183,0.42714985171606606
5.5,7.5,0.22892377572001438,0.4309214423463571
2.0,19.5,0.2356975628675509,0.43538095670401045
4.5,21.5,0.21797782922057507,0.43118393762531104
0.0,22.0,0.21141582474512152,0.4294498885008512
4.0,14.0,0.2395955421422859,0.434613650007969
5.5,20.5,0.2208753762954982,0.435125445305696
5.0,7.5,0.2289518445142517,0.4309269984174776
5.0,13.0,0.24012350880883507,0.43463692586620173
4.5,23.5,0.2058593978752575,0.427549418531881
5.5,16.5,0.23730686898881276,0.43464214803809637
1.0,2.0,0.2073614651921529,0.4268170672097804
3.0,1.5,0.20655936891584525,0.42683545463418315
5.5,7.0,0.22612725784186086,0.4302091223053296
3.5,14.0,0.23954112748544415,0.4345983339010436
1.0,12.5,0.24033217608529298,0.4346520072016802
4.0,9.5,0.23843275540431982,0.433533097327323
4.5,5.5,0.2181910236821231,0.4282471185565438
4.0,7.0,0.2262610051259751,0.43023410134007356
5.5,23.5,0.2058811423527335,0.42754479033634646
2.5,3.5,0.21069419672817677,0.42699132128689543
1.0,11.0,0.240908135844784,0.4346268559512997
5.5,12.5,0.24031512115363135,0.43464214804095963
2.0,20.0,0.22641169232703992,0.43582113606779316
5.0,1.0,0.20565644254396814,0.42688797798489053
3.5,2.0,0.2074367924322108,0.4268201862224723
1.5,3.0,0.20953296137661212,0.42689063579535663
2.0,5.5,0.21823378310039662,0.4282551116807399
3.0,1.0,0.2057026964422033,0.4268907318591618
5.0,8.0,0.23157978433192247,0.43162247782220053
2.5,17.5,0.23602952230940377,0.43461555257474893
4.0,9.0,0.2364513898550579,0.4329458644735858
4.5,23.0,0.2068454982668282,0.42805209461340854
3.0,21.5,0.2181234416165832,0.4312123587642745
4.5,2.5,0.2083917495055797,0.4268372850423542
5.0,15.0,0.2388342560368545,0.4346369258645686
3.5,6.0,0.2208470505697822,0.4288836834516972
3.5,20.5,0.21960820821523272,0.43513366387448715
3.5,8.5,0.23403833910220542,0.4322991504325648
3.5,11.0,0.2408049970983059,0.4345937797915855
4.0,13.0,0.24006289696932231,0.43461365000874125
5.0,0.0,0.2053680253202703,0.4272066144633705
2.5,12.0,0.24043756816078626,0.4346155525783905
5.5,3.5,0.21068384891218103,0.42698626396567296
3.5,22.0,0.21155157408788278,0.4295625831604183
2.5,21.5,0.21810629800905754,0.43120039015838213
4.5,19.5,0.2353348628477358,0.4353551915304034
5.5,11.5,0.24061499784925286,0.43465236685524045
0.0,16.5,0.23719069870704504,0.4346684064526911
4.0,22.5,0.20864348403885813,0.42866096838155193
5.5,11.0,0.24089800262379174,0.43461987284342735
2.5,16.0,0.23790034622521058,0.43461555257600737
2.0,22.5,0.20858051250320428,0.42865787617043544
2.0,4.0,0.21202374019153142,0.42714861321885955
1.5,19.0,0.23258325283201664,0.4347406967919899
3.0,22.5,0.20862329664433962,0.42866200738663235
1.5,20.5,0.2206556508669373,0.4351930951110055
3.0,10.5,0.24080425398985414,0.4343835361367434
