Setting constant concentration for Diatoms @ 20
Setting constant concentration for HAB @ 20
No initial condition for this pressure gradient --> using default!
Using initial condition from initial_condition/initial_condition-pressure=2.00e-07.csv
         150882364 function calls (150788378 primitive calls) in 186.555 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.002    0.000 transforms.py:93(populate)
      226    0.000    0.000    0.002    0.000 pathlib.py:711(joinpath)
        7    0.000    0.000    0.002    0.000 types.py:48(get_abi_size)
     6637    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.002    0.002 units.py:1(<module>)
        1    0.000    0.000    0.002    0.002 scalars.py:1(<module>)
       17    0.000    0.000    0.002    0.000 callconv.py:801(get_function_type)
      346    0.000    0.000    0.002    0.000 values.py:507(__hash__)
      259    0.000    0.000    0.002    0.000 pathlib.py:380(with_segments)
      496    0.001    0.000    0.002    0.000 copy.py:247(_reconstruct)
        1    0.000    0.000    0.002    0.002 font_manager.py:1564(_load_fontmanager)
     9393    0.002    0.000    0.002    0.000 {method '__contains__' of 'frozenset' objects}
        7    0.000    0.000    0.002    0.000 codegen.py:1150(create_library)
      816    0.001    0.000    0.002    0.000 values.py:860(__init__)
        8    0.001    0.000    0.002    0.000 enum.py:1708(convert_class)
        1    0.000    0.000    0.002    0.002 _common.py:33(wrapper)
        1    0.000    0.000    0.002    0.002 _common.py:51(files)
        1    0.000    0.000    0.002    0.002 config.py:144(__init__)
        1    0.000    0.000    0.002    0.002 config.py:147(reset)
      696    0.001    0.000    0.002    0.000 typeconv.py:40(check_compatible)
        7    0.000    0.000    0.002    0.000 codegen.py:643(__init__)
     2256    0.001    0.000    0.002    0.000 builder.py:351(_insert)
  271/171    0.000    0.000    0.002    0.000 core.py:1908(name)
        8    0.000    0.000    0.002    0.000 pythonapi.py:1377(serialize_uncached)
        2    0.000    0.000    0.002    0.001 times.py:1(<module>)
       24    0.001    0.000    0.002    0.000 compiler_machinery.py:370(dependency_analysis)
        6    0.000    0.000    0.001    0.000 interpreter.py:1014(peep_hole_fuse_dict_add_updates)
        8    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
     8938    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        6    0.000    0.000    0.001    0.000 typeinfer.py:781(__call__)
        1    0.000    0.000    0.001    0.001 _common.py:107(from_package)
      257    0.000    0.000    0.001    0.000 instructions.py:459(descr)
    26/14    0.000    0.000    0.001    0.000 core.py:4242(parseImpl)
        1    0.000    0.000    0.001    0.001 frame.py:694(__init__)
      149    0.000    0.000    0.001    0.000 interpreter.py:1832(store)
       26    0.000    0.000    0.001    0.000 deprecation.py:416(make_keyword_only)
      336    0.000    0.000    0.001    0.000 errors.py:489(catch_warnings)
        1    0.000    0.000    0.001    0.001 _policybase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.001    0.001 _adapters.py:149(_native)
        1    0.000    0.000    0.001    0.001 ffi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _adapters.py:144(_reader)
      169    0.000    0.000    0.001    0.000 inspect.py:2095(_signature_bound_method)
     8938    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
  215/117    0.000    0.000    0.001    0.000 core.py:1878(default_name)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
     1281    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.001    0.001 c_lexer.py:1(<module>)
      204    0.000    0.000    0.001    0.000 ir.py:926(__str__)
        1    0.000    0.000    0.001    0.001 construction.py:423(dict_to_mgr)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
      206    0.000    0.000    0.001    0.000 docscrape.py:92(read_to_next_unindented_line)
        1    0.000    0.000    0.001    0.001 rolling.py:1855(Rolling)
     22/3    0.000    0.000    0.001    0.000 core.py:3944(streamline)
       13    0.000    0.000    0.001    0.000 models.py:551(_as)
       10    0.000    0.000    0.001    0.000 models.py:558(_from)
        4    0.000    0.000    0.001    0.000 typeinfer.py:472(__call__)
        7    0.000    0.000    0.001    0.000 templates.py:1052(_init_once)
       11    0.000    0.000    0.001    0.000 callconv.py:813(decorate_function)
        7    0.000    0.000    0.001    0.000 types.py:33(_get_ll_pointer_type)
        2    0.000    0.000    0.001    0.001 imputils.py:333(wrapper)
     1527    0.001    0.000    0.001    0.000 templates.py:1257(register_global)
        1    0.000    0.000    0.001    0.001 pydoc.py:1(<module>)
      486    0.001    0.000    0.001    0.000 pathlib.py:358(__init__)
     5005    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     2371    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     4693    0.001    0.000    0.001    0.000 _parser.py:256(match)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
      561    0.001    0.000    0.001    0.000 target_extension.py:52(get_local_target)
        6    0.000    0.000    0.001    0.000 ir_utils.py:2316(fixup_var_define_in_scope)
      844    0.000    0.000    0.001    0.000 _compiler.py:398(_simple)
       13    0.000    0.000    0.001    0.000 deprecation.py:198(_inner_deprecate_positional_args)
       29    0.000    0.000    0.001    0.000 overloads.py:39(extract_template)
      644    0.000    0.000    0.001    0.000 functions.py:230(_unlit_non_poison)
        1    0.000    0.000    0.001    0.001 ufuncbuilder.py:1(<module>)
     1580    0.001    0.000    0.001    0.000 registry.py:67(__getitem__)
        3    0.000    0.000    0.001    0.000 sysconfig.py:735(get_config_var)
        8    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 arrayobj.py:4321(_parse_empty_args)
        1    0.000    0.000    0.001    0.001 mathdecl.py:1(<module>)
       82    0.000    0.000    0.001    0.000 pprint.py:247(_pprint_tuple)
      5/4    0.000    0.000    0.001    0.000 sysconfig.py:705(get_config_vars)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
      141    0.000    0.000    0.001    0.000 ir.py:589(__repr__)
       24    0.000    0.000    0.001    0.000 deprecation_helpers.py:79(_decorator)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4273(_parse_shape)
        3    0.000    0.000    0.001    0.000 npydecl.py:194(install_operations)
        6    0.000    0.000    0.001    0.000 functools.py:774(_find_impl)
       20    0.000    0.000    0.001    0.000 codegen.py:1220(_create_empty_module)
        1    0.000    0.000    0.001    0.001 sysconfig.py:639(_init_config_vars)
       14    0.000    0.000    0.001    0.000 codegen.py:1269(_pass_manager_builder)
        1    0.000    0.000    0.001    0.001 untyped_passes.py:1(<module>)
      201    0.000    0.000    0.001    0.000 instructions.py:201(__init__)
        1    0.000    0.000    0.001    0.001 constructor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
     1235    0.000    0.000    0.001    0.000 target_extension.py:120(inherits_from)
        7    0.000    0.000    0.001    0.000 codegen.py:1289(_check_llvm_bugs)
       32    0.000    0.000    0.001    0.000 typeinfer.py:222(__call__)
       67    0.000    0.000    0.001    0.000 core.py:3909(__init__)
      215    0.000    0.000    0.001    0.000 _functools.py:99(wrapper)
     3814    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
     1839    0.001    0.000    0.001    0.000 enum.py:1544(_get_value)
        6    0.000    0.000    0.001    0.000 functools.py:732(_compose_mro)
        4    0.000    0.000    0.001    0.000 numbers.py:629(real_div_impl)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        2    0.000    0.000    0.001    0.001 ssa.py:184(_run_block_rewrite)
      143    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        2    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
   256/18    0.000    0.000    0.001    0.000 ast.py:403(visit)
       17    0.000    0.000    0.001    0.000 module.py:207(clone)
     30/4    0.000    0.000    0.001    0.000 core.py:3791(streamline)
      259    0.000    0.000    0.001    0.000 cgutils.py:158(__setattr__)
       44    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
       14    0.000    0.000    0.001    0.000 llvm_bindings.py:36(create_pass_manager_builder)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
      356    0.001    0.000    0.001    0.000 inspect.py:784(_findclass)
       32    0.000    0.000    0.001    0.000 colors.py:409(to_rgba_array)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
      102    0.000    0.000    0.001    0.000 ssa.py:269(on_assign)
       25    0.000    0.000    0.001    0.000 typing.py:740(Optional)
   256/18    0.000    0.000    0.001    0.000 ast.py:409(generic_visit)
      155    0.000    0.000    0.001    0.000 instructions.py:693(__init__)
        1    0.000    0.000    0.001    0.001 expanding.py:51(Expanding)
        2    0.000    0.000    0.001    0.001 parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 font_manager.py:970(json_load)
      150    0.000    0.000    0.001    0.000 typeinfer.py:1097(add_type)
        1    0.000    0.000    0.001    0.001 ir.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:603(make_html_tags)
      132    0.000    0.000    0.001    0.000 instructions.py:349(__init__)
        1    0.000    0.000    0.001    0.001 helpers.py:545(_makeTags)
       43    0.000    0.000    0.001    0.000 dispatcher.py:89(__init__)
     1351    0.001    0.000    0.001    0.000 types.py:30(__ne__)
      201    0.000    0.000    0.001    0.000 values.py:961(append_basic_block)
        1    0.000    0.000    0.001    0.001 cmathimpl.py:1(<module>)
        2    0.000    0.000    0.001    0.001 analysis.py:1(<module>)
     5734    0.001    0.000    0.001    0.000 {built-in method sys.intern}
       11    0.000    0.000    0.001    0.000 __init__.py:678(children)
      311    0.001    0.000    0.001    0.000 numpy_support.py:125(as_dtype)
      300    0.000    0.000    0.001    0.000 instructions.py:439(descr)
       54    0.000    0.000    0.001    0.000 transforms.py:306(yield_loops_with_multiple_backedges)
     10/9    0.000    0.000    0.001    0.000 consts.py:73(_infer_expr)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:5040(parseImpl)
       36    0.000    0.000    0.001    0.000 arrayobj.py:55(mark_positive)
      202    0.000    0.000    0.001    0.000 lowering.py:1412(_alloca_var)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 facetgrid.py:1(<module>)
      100    0.001    0.000    0.001    0.000 typing.py:1096(_generic_init_subclass)
        2    0.000    0.000    0.001    0.001 _strptime.py:173(__init__)
      616    0.001    0.000    0.001    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
       23    0.000    0.000    0.001    0.000 targets.py:9(get_process_triple)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
    14558    0.001    0.000    0.001    0.000 pprint.py:92(__init__)
     5082    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
     1222    0.001    0.000    0.001    0.000 context.py:501(insert_function)
      586    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      319    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
       60    0.000    0.000    0.001    0.000 controlflow.py:272(loops)
      166    0.000    0.000    0.001    0.000 builder.py:248(append_basic_block)
      150    0.000    0.000    0.001    0.000 controlflow.py:141(process)
        1    0.000    0.000    0.001    0.001 nrt.py:1(<module>)
      153    0.000    0.000    0.001    0.000 interpreter.py:1518(_iter_inst)
     1104    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
        3    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
       12    0.000    0.000    0.001    0.000 itanium_mangler.py:163(mangle_args)
     1189    0.001    0.000    0.001    0.000 base.py:138(append)
       36    0.000    0.000    0.001    0.000 arrayobj.py:44(set_range_metadata)
      394    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
      231    0.000    0.000    0.001    0.000 types.py:424(wrap_constant_value)
        1    0.000    0.000    0.001    0.001 _lil.py:1(<module>)
      493    0.001    0.000    0.001    0.000 typing.py:1178(__getattr__)
       31    0.000    0.000    0.001    0.000 typing.py:1449(__getitem__)
        1    0.000    0.000    0.001    0.001 readers.py:1575(__init__)
       66    0.000    0.000    0.001    0.000 controlflow.py:219(_loops)
     6362    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
    82/32    0.000    0.000    0.001    0.000 itanium_mangler.py:127(mangle_type_or_value)
        1    0.000    0.000    0.001    0.001 __init__.py:274(load)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
      354    0.001    0.000    0.001    0.000 functions.py:78(add_error)
       91    0.000    0.000    0.001    0.000 builder.py:738(alloca)
      123    0.000    0.000    0.001    0.000 builder.py:31(wrapped)
        2    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
      852    0.001    0.000    0.001    0.000 errors.py:834(new_error_context)
        1    0.000    0.000    0.001    0.001 npyimpl.py:560(register_ufuncs)
       16    0.000    0.000    0.001    0.000 callconv.py:736(check_try_status)
       10    0.000    0.000    0.001    0.000 packer.py:87(as_arguments)
        6    0.000    0.000    0.001    0.000 untyped_passes.py:59(run_pass)
     1785    0.001    0.000    0.001    0.000 utils.py:485(__setitem__)
      903    0.001    0.000    0.001    0.000 enum.py:850(__setattr__)
     2408    0.001    0.000    0.001    0.000 _parser.py:293(tell)
       10    0.000    0.000    0.001    0.000 base.py:652(get_returned_value)
      522    0.001    0.000    0.001    0.000 compute.py:106(_get_arg_names)
        1    0.000    0.000    0.001    0.001 ssa.py:84(_fix_ssa_vars)
        1    0.000    0.000    0.001    0.001 passmanagers.py:1(<module>)
       12    0.000    0.000    0.001    0.000 typing.py:1562(copy_with)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        6    0.000    0.000    0.001    0.000 bytecode.py:407(__init__)
        2    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:618(set_parse_action)
      150    0.000    0.000    0.001    0.000 controlflow.py:396(_eliminate_dead_blocks)
       22    0.000    0.000    0.001    0.000 core.py:5173(parseImpl)
     1552    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
       66    0.000    0.000    0.001    0.000 controlflow.py:662(_find_loops)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
        2    0.000    0.000    0.001    0.001 __init__.py:299(loads)
       55    0.000    0.000    0.001    0.000 typing.py:1458(copy_with)
     4650    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1207(_cache_bytecode)
        5    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
        2    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        4    0.000    0.000    0.001    0.000 <frozen importlib.util>:71(find_spec)
     1377    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        2    0.000    0.000    0.001    0.001 transforms.py:87(_populate_module_pm)
       12    0.000    0.000    0.001    0.000 dataclasses.py:661(_cmp_fn)
      291    0.001    0.000    0.001    0.000 _parser.py:449(_uniq)
        2    0.000    0.000    0.001    0.001 decoder.py:332(decode)
      423    0.001    0.000    0.001    0.000 values.py:1091(_to_list)
       58    0.000    0.000    0.001    0.000 core.py:3066(parseImpl)
        1    0.000    0.000    0.001    0.001 dataarray.py:255(DataArray)
     4967    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        5    0.000    0.000    0.001    0.000 feedparser.py:216(_parsegen)
        1    0.000    0.000    0.001    0.001 readers.py:1848(_make_engine)
        9    0.000    0.000    0.001    0.000 typing.py:2854(__new__)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _optional.py:85(import_optional_dependency)
        2    0.000    0.000    0.001    0.001 decoder.py:343(raw_decode)
       72    0.000    0.000    0.001    0.000 config.py:811(inner)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 listdecl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1212(set_data)
      172    0.000    0.000    0.001    0.000 functools.py:741(is_related)
     23/6    0.000    0.000    0.001    0.000 core.py:4550(streamline)
      409    0.001    0.000    0.001    0.000 __init__.py:109(read)
      160    0.001    0.000    0.001    0.000 shape_base.py:612(column_stack)
       19    0.000    0.000    0.001    0.000 core.py:269(_trim_arity)
        5    0.000    0.000    0.001    0.000 models.py:625(from_return)
        6    0.000    0.000    0.001    0.000 typeinfer.py:1123(unify)
        1    0.000    0.000    0.001    0.001 datatree_ops.py:284(MappedDataWithCoords)
        9    0.000    0.000    0.001    0.000 lowering.py:832(fold_call_args)
       83    0.000    0.000    0.001    0.000 builder.py:579(icmp_signed)
     2779    0.001    0.000    0.001    0.000 inspect.py:371(isfunction)
       36    0.000    0.000    0.001    0.000 cgutils.py:145(_get_ptr_by_name)
      936    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
6136/6134    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       86    0.000    0.000    0.001    0.000 core.py:3717(__init__)
      215    0.000    0.000    0.001    0.000 __init__.py:675(joinpath)
        6    0.000    0.000    0.001    0.000 compiler.py:642(define_untyped_pipeline)
     3322    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:195(_write_atomic)
        4    0.000    0.000    0.001    0.000 iterators.py:1(<module>)
     5898    0.001    0.000    0.001    0.000 _utils.py:13(is_used)
        1    0.000    0.000    0.001    0.001 netCDF4_.py:1(<module>)
     2013    0.001    0.000    0.001    0.000 abstract.py:20(_autoincr)
        1    0.000    0.000    0.001    0.001 arithmetic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
      166    0.000    0.000    0.001    0.000 itanium_mangler.py:63(_escape_string)
      318    0.001    0.000    0.001    0.000 cpu_options.py:112(_get_values)
       21    0.000    0.000    0.001    0.000 templates.py:189(fold_arguments)
     5455    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.001    0.000 bytecode.py:376(__init__)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
     3027    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       74    0.000    0.000    0.001    0.000 inspect.py:3262(__str__)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        6    0.000    0.000    0.001    0.000 lowering.py:212(extract_function_arguments)
      718    0.001    0.000    0.001    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
       18    0.000    0.000    0.001    0.000 itanium_mangler.py:154(mangle_templated_ident)
    11067    0.001    0.000    0.001    0.000 inspect.py:2765(name)
       72    0.000    0.000    0.001    0.000 config.py:491(register_option)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
       10    0.000    0.000    0.001    0.000 models.py:612(as_argument)
        2    0.000    0.000    0.001    0.000 imputils.py:241(iternext_wrapper)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
        6    0.000    0.000    0.001    0.000 callconv.py:152(decode_arguments)
        1    0.000    0.000    0.001    0.001 postproc.py:1(<module>)
       87    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
      201    0.000    0.000    0.001    0.000 values.py:1154(__init__)
     9860    0.001    0.000    0.001    0.000 inspect.py:2777(kind)
      192    0.001    0.000    0.001    0.000 typing.py:1609(__hash__)
      173    0.000    0.000    0.001    0.000 values.py:452(_to_string)
     1294    0.000    0.000    0.001    0.000 templates.py:361(<genexpr>)
      719    0.001    0.000    0.001    0.000 typeinfer.py:916(__getitem__)
 3538/834    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
      132    0.000    0.000    0.001    0.000 instructions.py:365(descr)
       53    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       10    0.000    0.000    0.001    0.000 callconv.py:777(_get_return_status)
       12    0.000    0.000    0.001    0.000 untyped_passes.py:182(run_pass)
     3180    0.001    0.000    0.001    0.000 cpu_options.py:123(<genexpr>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       52    0.000    0.000    0.001    0.000 base.py:510(get_constant)
        1    0.000    0.000    0.001    0.001 winterm.py:1(<module>)
     2686    0.001    0.000    0.001    0.000 util.py:189(is_consecutive)
       30    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
       25    0.000    0.000    0.001    0.000 misc.py:87(maybe_literal)
       54    0.000    0.000    0.001    0.000 postproc.py:38(cfg)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:221(extract_stack)
      250    0.000    0.000    0.001    0.000 __init__.py:389(__getattr__)
       38    0.000    0.000    0.001    0.000 cgutils.py:656(pack_array)
      362    0.001    0.000    0.001    0.000 inspect.py:2133(_signature_is_functionlike)
       34    0.000    0.000    0.001    0.000 context.py:8(get_global_context)
        1    0.000    0.000    0.001    0.001 traceback.py:377(extract)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
       33    0.000    0.000    0.001    0.000 typing.py:1390(copy_with)
        1    0.000    0.000    0.001    0.001 groupby.py:1225(GroupBy)
       25    0.000    0.000    0.001    0.000 cgutils.py:173(__setitem__)
       44    0.000    0.000    0.001    0.000 _base.py:51(__init__)
       73    0.000    0.000    0.001    0.000 values.py:806(descr)
        1    0.000    0.000    0.001    0.001 callwrapper.py:66(emit_cleanup)
     1123    0.001    0.000    0.001    0.000 misc.py:63(unliteral)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       38    0.000    0.000    0.001    0.000 traceback.py:318(line)
       31    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
      336    0.000    0.000    0.001    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.001    0.001 lgmres.py:1(<module>)
      128    0.000    0.000    0.001    0.000 datatree_mapping.py:74(map_over_subtree)
       88    0.000    0.000    0.001    0.000 typeinfer.py:513(fold_arg_vars)
        8    0.000    0.000    0.001    0.000 context.py:342(resolve_module_constants)
        6    0.000    0.000    0.001    0.000 bytecode.py:268(__init__)
        6    0.000    0.000    0.001    0.000 removerefctpass.py:99(remove_unnecessary_nrt_usage)
     1358    0.001    0.000    0.001    0.000 copy.py:191(_deepcopy_list)
     2540    0.001    0.000    0.001    0.000 docscrape.py:71(eof)
        1    0.000    0.000    0.001    0.001 values.py:1(<module>)
      127    0.000    0.000    0.001    0.000 cffi_utils.py:39(is_cffi_func)
        1    0.000    0.000    0.001    0.001 interval.py:186(IntervalArray)
       24    0.000    0.000    0.001    0.000 ir.py:98(_get_path)
        6    0.000    0.000    0.001    0.000 targetconfig.py:290(get_mangle_string)
       21    0.000    0.000    0.001    0.000 base.py:431(insert_const_string)
        5    0.000    0.000    0.001    0.000 pythonapi.py:283(err_clear)
        1    0.000    0.000    0.001    0.001 expressions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayobj.py:4263(codegen)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.001    0.001 context.py:45(wrap)
      126    0.000    0.000    0.001    0.000 ir_utils.py:2211(enforce_no_dels)
        1    0.000    0.000    0.001    0.001 sysconfig.py:532(_init_posix)
     5052    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       91    0.000    0.000    0.001    0.000 instructions.py:515(__init__)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
     1281    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      117    0.001    0.000    0.001    0.000 analysis.py:81(def_reach)
       44    0.000    0.000    0.001    0.000 models.py:135(contains_nrt_meminfo)
       24    0.000    0.000    0.001    0.000 <frozen posixpath>:505(relpath)
      215    0.000    0.000    0.001    0.000 __init__.py:838(_name_from_stem)
       74    0.000    0.000    0.001    0.000 cgutils.py:682(unpack_tuple)
     3438    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
       78    0.000    0.000    0.001    0.000 builder.py:834(cbranch)
       36    0.000    0.000    0.001    0.000 rcsetup.py:744(<genexpr>)
       24    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
      121    0.000    0.000    0.001    0.000 extending.py:325(__init__)
     1624    0.001    0.000    0.001    0.000 functools.py:65(wraps)
      943    0.001    0.000    0.001    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
       78    0.000    0.000    0.001    0.000 controlflow.py:207(_back_edges)
      3/2    0.000    0.000    0.001    0.000 series.py:389(__init__)
        2    0.000    0.000    0.001    0.000 function_type.py:1(<module>)
       10    0.000    0.000    0.001    0.000 lowering.py:1531(alloca)
        6    0.000    0.000    0.001    0.000 removerefctpass.py:37(_legalize)
       18    0.000    0.000    0.001    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.001    0.001 caching.py:1(<module>)
     6599    0.001    0.000    0.001    0.000 event.py:148(is_end)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        6    0.000    0.000    0.001    0.000 templates.py:1082(_get_function_type)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        5    0.000    0.000    0.001    0.000 base.py:336(nrt)
        1    0.000    0.000    0.001    0.001 object_mode_passes.py:1(<module>)
       79    0.000    0.000    0.001    0.000 numbers.py:1363(constant_integer)
     2750    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 common.py:664(get_handle)
       29    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
     4010    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      204    0.001    0.000    0.001    0.000 numpy_support.py:387(choose_types)
      261    0.001    0.000    0.001    0.000 compute.py:203(_get_options_class)
        8    0.000    0.000    0.001    0.000 core.py:2886(_generateDefaultName)
        1    0.000    0.000    0.001    0.001 funcdesc.py:1(<module>)
      416    0.001    0.000    0.001    0.000 templates.py:183(signature)
        4    0.000    0.000    0.001    0.000 missing.py:1(<module>)
      244    0.001    0.000    0.001    0.000 core.py:461(__init__)
      151    0.000    0.000    0.001    0.000 font_manager.py:928(_json_decode)
       59    0.000    0.000    0.001    0.000 cgutils.py:435(add_global_variable)
      102    0.001    0.000    0.001    0.000 npydecl.py:61(<genexpr>)
        1    0.000    0.000    0.001    0.001 typeref.py:1(<module>)
