Setting constant concentration for Diatoms @ 20
Setting constant concentration for HAB @ 20
No initial condition for this pressure gradient --> using default!
Using initial condition from initial_condition/initial_condition-pressure=2.00e-07.csv
         150692517 function calls (150666987 primitive calls) in 294.683 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   259200    0.174    0.000    0.951    0.000 fromnumeric.py:53(_wrapfunc)
        1    0.000    0.000    0.904    0.904 pyarrow.py:1(<module>)
   259199    0.378    0.000    0.854    0.000 {method 'clip' of 'numpy.generic' objects}
        1    0.000    0.000    0.809    0.809 contour.py:1(<module>)
        1    0.000    0.000    0.802    0.802 __config__.py:1(<module>)
        1    0.000    0.000    0.796    0.796 backend_bases.py:1(<module>)
        1    0.000    0.000    0.757    0.757 frame.py:1(<module>)
    97/62    0.000    0.000    0.705    0.011 <frozen importlib._bootstrap_external>:1295(exec_module)
    97/62    0.049    0.001    0.704    0.011 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.667    0.667 figure.py:1(<module>)
        1    0.000    0.000    0.534    0.534 Image.py:1(<module>)
1952/1838    0.022    0.000    0.447    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.436    0.436 coordinates.py:1(<module>)
        1    0.000    0.000    0.428    0.428 text.py:1(<module>)
        2    0.000    0.000    0.427    0.214 array.py:1(<module>)
        1    0.000    0.000    0.420    0.420 numerictypes.py:1(<module>)
        1    0.000    0.000    0.413    0.413 alignment.py:1(<module>)
        1    0.000    0.000    0.409    0.409 _type_aliases.py:1(<module>)
      740    0.409    0.001    0.409    0.001 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.402    0.402 variable.py:1(<module>)
        1    0.000    0.000    0.367    0.367 py3k.py:1(<module>)
        1    0.000    0.000    0.352    0.352 _json.py:1(<module>)
        1    0.000    0.000    0.344    0.344 _axes.py:1(<module>)
        1    0.000    0.000    0.336    0.336 tutorial.py:1(<module>)
      105    0.307    0.003    0.307    0.003 {built-in method posix.listdir}
        1    0.000    0.000    0.302    0.302 font_manager.py:1(<module>)
        1    0.000    0.000    0.293    0.293 pathlib.py:1(<module>)
       97    0.000    0.000    0.293    0.003 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        4    0.001    0.000    0.285    0.071 core.py:1(<module>)
        1    0.000    0.000    0.284    0.284 readers.py:1(<module>)
        1    0.000    0.000    0.245    0.245 decoder.py:1(<module>)
       30    0.061    0.002    0.241    0.008 __init__.py:847(_rc_params_in_file)
        1    0.000    0.000    0.237    0.237 shutil.py:1(<module>)
       11    0.000    0.000    0.234    0.021 common.py:1(<module>)
      105    0.003    0.000    0.226    0.002 artist.py:159(_update_set_signature_and_docstring)
        1    0.000    0.000    0.226    0.226 scanner.py:1(<module>)
      104    0.000    0.000    0.222    0.002 artist.py:126(__init_subclass__)
        3    0.000    0.000    0.220    0.073 indexing.py:1(<module>)
        1    0.000    0.000    0.219    0.219 parse.py:1(<module>)
        2    0.000    0.000    0.203    0.102 core.py:206(read_style_directory)
        2    0.000    0.000    0.203    0.101 _adapters.py:1(<module>)
        1    0.000    0.000    0.194    0.194 dataarray.py:1(<module>)
      577    0.000    0.000    0.185    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.185    0.185 index_tricks.py:1(<module>)
      117    0.000    0.000    0.175    0.001 artist.py:1837(kwdoc)
        1    0.000    0.000    0.172    0.172 _fontconfig_pattern.py:1(<module>)
     1388    0.001    0.000    0.168    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        1    0.000    0.000    0.168    0.168 duck_array_ops.py:1(<module>)
       97    0.000    0.000    0.167    0.002 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       60    0.000    0.000    0.161    0.003 __init__.py:829(_open_file_or_url)
        1    0.000    0.000    0.157    0.157 message.py:1(<module>)
        2    0.000    0.000    0.154    0.077 _base.py:1(<module>)
      117    0.004    0.000    0.148    0.001 artist.py:1598(pprint_setters)
        1    0.000    0.000    0.145    0.145 _pickle.py:1(<module>)
        1    0.000    0.000    0.144    0.144 defmatrix.py:1(<module>)
       38    0.143    0.004    0.143    0.004 {built-in method _io.open}
        1    0.000    0.000    0.141    0.141 h5netcdf_.py:1(<module>)
        1    0.000    0.000    0.139    0.139 dask_array_ops.py:1(<module>)
       58    0.000    0.000    0.136    0.002 contextlib.py:132(__enter__)
        7    0.000    0.000    0.136    0.019 utils.py:1(<module>)
        1    0.000    0.000    0.127    0.127 describe.py:1(<module>)
        1    0.000    0.000    0.127    0.127 netCDF4_.py:1(<module>)
     4252    0.009    0.000    0.121    0.000 artist.py:1470(get_valid_values)
        1    0.000    0.000    0.117    0.117 collections.py:1(<module>)
        2    0.000    0.000    0.117    0.058 accessors.py:1(<module>)
       11    0.000    0.000    0.116    0.011 __init__.py:73(import_module)
       11    0.000    0.000    0.116    0.011 <frozen importlib._bootstrap>:1375(_gcd_import)
        3    0.000    0.000    0.115    0.038 datetimes.py:1(<module>)
        1    0.000    0.000    0.114    0.114 algorithms.py:1(<module>)
      705    0.033    0.000    0.114    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        1    0.000    0.000    0.114    0.114 masked.py:1(<module>)
        1    0.000    0.000    0.111    0.111 compute.py:1(<module>)
        1    0.000    0.000    0.111    0.111 linalg.py:1(<module>)
        2    0.000    0.000    0.111    0.055 format.py:1(<module>)
        2    0.000    0.000    0.108    0.054 category.py:1(<module>)
        1    0.000    0.000    0.107    0.107 series.py:1(<module>)
   518399    0.105    0.000    0.105    0.000 {built-in method math.sqrt}
       97    0.000    0.000    0.104    0.001 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.102    0.102 multiarray.py:1(<module>)
        1    0.000    0.000    0.096    0.096 overrides.py:1(<module>)
        7    0.000    0.000    0.090    0.013 base.py:1(<module>)
        1    0.000    0.000    0.089    0.089 ewm.py:1(<module>)
     7303    0.049    0.000    0.088    0.000 inspect.py:875(cleandoc)
        1    0.000    0.000    0.085    0.085 PngImagePlugin.py:1(<module>)
        2    0.000    0.000    0.084    0.042 pickle.py:1(<module>)
     7315    0.005    0.000    0.083    0.000 inspect.py:856(getdoc)
        1    0.000    0.000    0.081    0.081 scale.py:1(<module>)
        3    0.000    0.000    0.080    0.027 dtypes.py:1(<module>)
        1    0.000    0.000    0.080    0.080 secrets.py:1(<module>)
      705    0.080    0.000    0.080    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.079    0.079 nputils.py:1(<module>)
   340772    0.078    0.000    0.078    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.077    0.077 calendar_ops.py:1(<module>)
        1    0.000    0.000    0.075    0.075 ticker.py:1(<module>)
        1    0.000    0.000    0.074    0.074 file_manager.py:1(<module>)
        4    0.000    0.000    0.070    0.017 utils.py:38(module_available)
        1    0.000    0.000    0.069    0.069 layout_engine.py:1(<module>)
        2    0.000    0.000    0.069    0.034 transforms.py:1(<module>)
        1    0.000    0.000    0.069    0.069 _base.py:1435(ExcelFile)
        1    0.000    0.000    0.068    0.068 cftime_offsets.py:1(<module>)
        1    0.000    0.000    0.068    0.068 _constants.py:1(<module>)
        2    0.000    0.000    0.067    0.033 testing.py:1(<module>)
        1    0.000    0.000    0.067    0.067 axes3d.py:1(<module>)
        1    0.000    0.000    0.066    0.066 __init__.py:240(_check_versions)
        1    0.000    0.000    0.065    0.065 subprocess.py:1(<module>)
        2    0.000    0.000    0.064    0.032 __init__.py:882(version)
       97    0.000    0.000    0.063    0.001 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       99    0.000    0.000    0.063    0.001 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.062    0.062 locks.py:1(<module>)
        4    0.000    0.000    0.062    0.015 ops.py:1(<module>)
        1    0.000    0.000    0.061    0.061 dataset.py:1(<module>)
        1    0.000    0.000    0.060    0.060 array_ops.py:1(<module>)
        2    0.000    0.000    0.060    0.030 categorical.py:1(<module>)
      223    0.000    0.000    0.060    0.000 artist.py:1422(__init__)
      223    0.019    0.000    0.059    0.000 artist.py:1442(get_aliases)
        1    0.000    0.000    0.058    0.058 string_.py:1(<module>)
        1    0.000    0.000    0.058    0.058 _parser.py:1(<module>)
     8959    0.006    0.000    0.054    0.000 __init__.py:280(_compile)
        1    0.000    0.000    0.053    0.053 formatting.py:1(<module>)
        1    0.000    0.000    0.053    0.053 datatree.py:1(<module>)
        1    0.000    0.000    0.052    0.052 textpath.py:1(<module>)
        3    0.000    0.000    0.052    0.017 numeric.py:1(<module>)
        1    0.000    0.000    0.049    0.049 cftimeindex.py:1(<module>)
15217/15183    0.004    0.000    0.049    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.048    0.048 cast.py:1(<module>)
        1    0.000    0.000    0.047    0.047 ImagePalette.py:1(<module>)
        2    0.000    0.000    0.045    0.023 interval.py:1(<module>)
        1    0.000    0.000    0.045    0.045 eval.py:1(<module>)
        1    0.001    0.001    0.044    0.044 compute.py:306(_make_global_functions)
        2    0.000    0.000    0.044    0.022 __init__.py:12(__getattr__)
      246    0.001    0.000    0.044    0.000 _compiler.py:740(compile)
      261    0.001    0.000    0.043    0.000 compute.py:290(_wrap_function)
        2    0.000    0.000    0.043    0.022 times.py:1(<module>)
        2    0.000    0.000    0.043    0.022 datetimelike.py:1(<module>)
        4    0.000    0.000    0.043    0.011 accessor.py:1(<module>)
        1    0.000    0.000    0.042    0.042 patches.py:1(<module>)
        2    0.000    0.000    0.040    0.020 __init__.py:464(version)
        2    0.000    0.000    0.040    0.020 __init__.py:436(metadata)
   259200    0.039    0.000    0.039    0.000 fromnumeric.py:2096(_clip_dispatcher)
        1    0.000    0.000    0.039    0.039 numpy_.py:1(<module>)
      223    0.012    0.000    0.039    0.000 artist.py:1517(get_setters)
        2    0.000    0.000    0.038    0.019 shape_base.py:1(<module>)
        1    0.000    0.000    0.037    0.037 apply.py:1(<module>)
        1    0.000    0.000    0.037    0.037 backend_tools.py:1(<module>)
        2    0.000    0.000    0.036    0.018 ElementTree.py:1(<module>)
        1    0.001    0.001    0.035    0.035 helpers.py:1(<module>)
     1484    0.005    0.000    0.035    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.035    0.035 charset.py:1(<module>)
     5768    0.003    0.000    0.034    0.000 __init__.py:174(search)
        1    0.000    0.000    0.034    0.034 hmac.py:1(<module>)
        9    0.000    0.000    0.033    0.004 _base.py:729(__init_subclass__)
      844    0.001    0.000    0.033    0.000 inspect.py:3308(signature)
        1    0.000    0.000    0.033    0.033 fromnumeric.py:1(<module>)
      844    0.001    0.000    0.032    0.000 inspect.py:3050(from_callable)
        2    0.000    0.000    0.032    0.016 sysconfig.py:190(_safe_realpath)
        2    0.000    0.000    0.032    0.016 <frozen posixpath>:431(realpath)
      5/2    0.000    0.000    0.032    0.016 <frozen posixpath>:440(_joinrealpath)
        2    0.000    0.000    0.032    0.016 __init__.py:31(message_from_string)
       24    0.031    0.001    0.031    0.001 {built-in method posix.lstat}
 1171/844    0.005    0.000    0.031    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.031    0.031 _internal.py:1(<module>)
        1    0.000    0.000    0.031    0.031 arithmetic.py:1(<module>)
        1    0.000    0.000    0.031    0.031 cm.py:1(<module>)
      261    0.002    0.000    0.030    0.000 compute.py:120(_decorate_compute_function)
        1    0.000    0.000    0.029    0.029 melt.py:1(<module>)
        1    0.000    0.000    0.029    0.029 axis.py:1(<module>)
        1    0.000    0.000    0.028    0.028 context.py:1(<module>)
      246    0.001    0.000    0.027    0.000 _parser.py:969(parse)
        1    0.000    0.000    0.027    0.027 _methods.py:1(<module>)
        1    0.000    0.000    0.026    0.026 legend.py:1(<module>)
  589/246    0.001    0.000    0.026    0.000 _parser.py:452(_parse_sub)
      320    0.000    0.000    0.026    0.000 __init__.py:226(compile)
        3    0.000    0.000    0.026    0.009 util.py:1(<module>)
        1    0.000    0.000    0.025    0.025 _policybase.py:1(<module>)
  661/252    0.010    0.000    0.025    0.000 _parser.py:512(_parse)
       58    0.000    0.000    0.025    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.025    0.025 engines.py:1(<module>)
      136    0.000    0.000    0.025    0.000 _docstring.py:38(__call__)
  126/115    0.000    0.000    0.024    0.000 _docstring.py:79(__call__)
        1    0.000    0.000    0.024    0.024 art3d.py:1(<module>)
        2    0.000    0.000    0.024    0.012 __init__.py:856(distribution)
        2    0.000    0.000    0.024    0.012 __init__.py:383(from_name)
       12    0.000    0.000    0.024    0.002 __init__.py:794(<genexpr>)
       12    0.000    0.000    0.024    0.002 __init__.py:692(search)
        2    0.000    0.000    0.023    0.012 polynomial.py:1(<module>)
        1    0.000    0.000    0.023    0.023 _globals.py:1(<module>)
       97    0.000    0.000    0.022    0.000 compute.py:113(_scrape_options_class_doc)
  739/656    0.001    0.000    0.022    0.000 typing.py:392(inner)
        1    0.000    0.000    0.022    0.022 sysconfig.py:1(<module>)
       97    0.000    0.000    0.022    0.000 docscrape.py:146(__init__)
        1    0.000    0.000    0.021    0.021 lines.py:1(<module>)
        1    0.000    0.000    0.021    0.021 _ufunc_config.py:1(<module>)
     1790    0.006    0.000    0.021    0.000 <frozen importlib._bootstrap>:304(acquire)
      830    0.007    0.000    0.020    0.000 inspect.py:2366(_signature_from_function)
        2    0.000    0.000    0.020    0.010 dates.py:1(<module>)
       12    0.000    0.000    0.020    0.002 _docstring.py:51(__missing__)
        1    0.000    0.000    0.020    0.020 config.py:1(<module>)
        1    0.000    0.000    0.019    0.019 tz.py:1(<module>)
        1    0.000    0.000    0.019    0.019 path.py:1(<module>)
        1    0.000    0.000    0.018    0.018 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.018    0.018 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.018    0.018 dataarray_plot.py:1(<module>)
        2    0.000    0.000    0.018    0.009 sysconfig.py:735(get_config_var)
      4/3    0.000    0.000    0.018    0.006 sysconfig.py:705(get_config_vars)
        1    0.000    0.000    0.018    0.018 sysconfig.py:639(_init_config_vars)
        3    0.000    0.000    0.018    0.006 _optional.py:85(import_optional_dependency)
        8    0.000    0.000    0.018    0.002 __init__.py:701(lookup)
        8    0.001    0.000    0.018    0.002 __init__.py:707(__init__)
        1    0.000    0.000    0.018    0.018 groupby.py:1(<module>)
        1    0.000    0.000    0.018    0.018 npyio.py:1(<module>)
        1    0.000    0.000    0.017    0.017 array_manager.py:1(<module>)
        1    0.000    0.000    0.017    0.017 image.py:1(<module>)
   121186    0.017    0.000    0.017    0.000 {method 'startswith' of 'str' objects}
     7680    0.009    0.000    0.016    0.000 inspect.py:2712(__init__)
        1    0.000    0.000    0.016    0.016 _axes.py:46(Axes)
        1    0.000    0.000    0.016    0.016 geo.py:1(<module>)
        4    0.000    0.000    0.016    0.004 _common.py:1(<module>)
        1    0.000    0.000    0.016    0.016 docscrape.py:1(<module>)
       16    0.000    0.000    0.016    0.001 _functools.py:75(wrapper)
        1    0.000    0.000    0.016    0.016 grouper.py:1(<module>)
     3443    0.015    0.000    0.015    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.015    0.015 rrule.py:1(<module>)
     9968    0.015    0.000    0.015    0.000 {method 'search' of 're.Pattern' objects}
      842    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.015    0.015 arrow_parser_wrapper.py:1(<module>)
        4    0.000    0.000    0.015    0.004 exceptions.py:1(<module>)
      948    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
      810    0.003    0.000    0.015    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.015    0.015 cbook.py:1(<module>)
      450    0.015    0.000    0.015    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.015    0.015 uuid.py:1(<module>)
        8    0.000    0.000    0.015    0.002 __init__.py:678(children)
      246    0.000    0.000    0.015    0.000 _compiler.py:573(_code)
        1    0.000    0.000    0.015    0.015 base64.py:1(<module>)
172837/171372    0.014    0.000    0.015    0.000 {built-in method builtins.len}
      973    0.001    0.000    0.014    0.000 __init__.py:711(__setitem__)
        1    0.000    0.000    0.014    0.014 offsetbox.py:1(<module>)
        1    0.000    0.000    0.014    0.014 random.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _constrained_layout.py:1(<module>)
     1410    0.005    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        4    0.000    0.000    0.014    0.003 <frozen importlib.util>:71(find_spec)
        1    0.000    0.000    0.013    0.013 mathtext.py:1(<module>)
        1    0.000    0.000    0.013    0.013 string_arrow.py:1(<module>)
      270    0.001    0.000    0.013    0.000 _decorators.py:363(decorator)
        1    0.000    0.000    0.013    0.013 from_dataframe.py:1(<module>)
        1    0.000    0.000    0.013    0.013 datatree_ops.py:1(<module>)
        3    0.000    0.000    0.013    0.004 datatree_ops.py:173(_wrap_then_attach_to_cls)
        1    0.000    0.000    0.013    0.013 units.py:1(<module>)
6409/5902    0.006    0.000    0.012    0.000 {built-in method __new__ of type object at 0x55d73d285660}
        1    0.000    0.000    0.012    0.012 polar.py:1(<module>)
       97    0.001    0.000    0.012    0.000 docscrape.py:384(_parse)
      125    0.000    0.000    0.012    0.000 datatree_ops.py:220(insert_doc_addendum)
      437    0.000    0.000    0.012    0.000 artist.py:1536(number_of_parameters)
        1    0.000    0.000    0.012    0.012 watercolumn_lib.py:46(check_initial_condition)
      261    0.001    0.000    0.011    0.000 compute.py:267(_make_signature)
 1384/246    0.005    0.000    0.011    0.000 _compiler.py:37(_compile)
      143    0.000    0.000    0.011    0.000 _decorators.py:484(__call__)
     6705    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
  230/207    0.000    0.000    0.011    0.000 typing.py:508(__getitem__)
       94    0.001    0.000    0.011    0.000 __init__.py:1391(_preprocess_data)
     1507    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:632(cached)
      127    0.000    0.000    0.010    0.000 textwrap.py:386(fill)
     1947    0.001    0.000    0.010    0.000 __init__.py:179(sub)
    78451    0.010    0.000    0.010    0.000 {method 'lstrip' of 'str' objects}
     1484    0.010    0.000    0.010    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.010    0.010 bz2.py:1(<module>)
      127    0.000    0.000    0.010    0.000 textwrap.py:361(fill)
      207    0.001    0.000    0.010    0.000 typing.py:687(Union)
        2    0.000    0.000    0.010    0.005 version.py:1(<module>)
      127    0.000    0.000    0.010    0.000 textwrap.py:347(wrap)
        1    0.000    0.000    0.010    0.010 readers.py:868(read_csv)
        1    0.000    0.000    0.010    0.010 readers.py:583(_read)
     1790    0.002    0.000    0.010    0.000 <frozen importlib._bootstrap>:162(__enter__)
      497    0.002    0.000    0.010    0.000 typing.py:1242(__init__)
22381/22372    0.008    0.000    0.010    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.010    0.010 expat.py:1(<module>)
        2    0.000    0.000    0.010    0.005 nanops.py:1(<module>)
      802    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
      954    0.000    0.000    0.010    0.000 artist.py:1542(is_alias)
        4    0.000    0.000    0.009    0.002 concat.py:1(<module>)
        1    0.000    0.000    0.009    0.009 hashlib.py:1(<module>)
       14    0.000    0.000    0.009    0.001 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.009    0.004 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.009    0.009 queue.py:1(<module>)
        1    0.000    0.000    0.009    0.009 expressions.py:1(<module>)
        1    0.000    0.000    0.009    0.009 scimath.py:1(<module>)
    55229    0.009    0.000    0.009    0.000 {built-in method builtins.min}
       49    0.001    0.000    0.009    0.000 enum.py:528(__new__)
     4252    0.004    0.000    0.008    0.000 artist.py:1555(aliased_name)
        1    0.000    0.000    0.008    0.008 socket.py:1(<module>)
        1    0.000    0.000    0.008    0.008 pydoc.py:1(<module>)
    57818    0.008    0.000    0.008    0.000 {method 'append' of 'list' objects}
     1449    0.006    0.000    0.008    0.000 inspect.py:2998(__init__)
        1    0.000    0.000    0.008    0.008 axis3d.py:1(<module>)
        2    0.000    0.000    0.008    0.004 __init__.py:811(read_text)
        2    0.000    0.000    0.008    0.004 pathlib.py:1022(read_text)
        1    0.000    0.000    0.008    0.008 datetime.py:1(<module>)
        1    0.000    0.000    0.008    0.008 facetgrid.py:1(<module>)
        3    0.000    0.000    0.008    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.008    0.008 heapq.py:1(<module>)
  3686/97    0.003    0.000    0.008    0.000 copy.py:118(deepcopy)
        1    0.000    0.000    0.008    0.008 take.py:1(<module>)
   194/97    0.001    0.000    0.007    0.000 copy.py:217(_deepcopy_dict)
     1790    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.007    0.007 quiver.py:1(<module>)
        1    0.000    0.000    0.007    0.007 asserters.py:1(<module>)
        1    0.000    0.000    0.007    0.007 expr.py:1(<module>)
        1    0.000    0.000    0.007    0.007 readers.py:1575(__init__)
        2    0.000    0.000    0.007    0.004 pytables.py:1(<module>)
        1    0.000    0.000    0.007    0.007 readers.py:1848(_make_engine)
       30    0.000    0.000    0.007    0.000 pathlib.py:1081(glob)
      317    0.000    0.000    0.007    0.000 function_base.py:497(add_newdoc)
        1    0.000    0.000    0.007    0.007 _add_newdocs.py:1(<module>)
       18    0.000    0.000    0.007    0.000 rcsetup.py:799(validate_cycler)
       75    0.004    0.000    0.007    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.007    0.007 datatree_ops.py:270(MappedDatasetMethodsMixin)
      127    0.004    0.000    0.007    0.000 textwrap.py:238(_wrap_chunks)
        1    0.000    0.000    0.006    0.006 _afm.py:1(<module>)
        1    0.000    0.000    0.006    0.006 lzma.py:1(<module>)
        1    0.000    0.000    0.006    0.006 ExifTags.py:1(<module>)
        1    0.000    0.000    0.006    0.006 common.py:664(get_handle)
     1198    0.003    0.000    0.006    0.000 functools.py:35(update_wrapper)
      968    0.002    0.000    0.006    0.000 typing.py:175(_type_check)
        1    0.000    0.000    0.006    0.006 font_manager.py:1564(_load_fontmanager)
        1    0.000    0.000    0.006    0.006 frame.py:509(DataFrame)
        1    0.000    0.000    0.006    0.006 common.py:8(pyparsing_common)
       57    0.002    0.000    0.006    0.000 __init__.py:355(namedtuple)
      243    0.001    0.000    0.006    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.006    0.006 tarfile.py:1(<module>)
        4    0.000    0.000    0.006    0.001 missing.py:1(<module>)
