Setting constant concentration for Diatoms @ 20
Setting constant concentration for HAB @ 20
No initial condition for this pressure gradient --> using default!
Using initial condition from initial_condition/initial_condition-pressure=2.00e-07.csv
Total time = 349.693185
         233169925 function calls (232271028 primitive calls) in 388.585 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1726    0.042    0.000    8.490    0.005 dataset.py:7375(from_dataframe)
        1    0.000    0.000    8.464    8.464 watercolumn_run_lib.py:95(save_dataset)
        1    0.000    0.000    8.464    8.464 dataset.py:2231(to_netcdf)
        1    0.000    0.000    8.464    8.464 api.py:1241(to_netcdf)
       12    0.000    0.000    8.227    0.686 legend.py:751(draw)
     1063    0.004    0.000    8.104    0.008 <frozen importlib._bootstrap_external>:1183(get_data)
        2    0.000    0.000    7.794    3.897 locks.py:139(_get_scheduler)
        2    0.000    0.000    7.787    3.893 base.py:1430(get_scheduler)
        6    0.076    0.013    7.738    1.290 watercolumn_run_lib.py:162(add_profile_to_axis)
    14670    0.153    0.000    7.361    0.001 merge.py:627(merge_core)
    12945    0.167    0.000    7.014    0.001 alignment.py:38(reindex_variables)
     1726    0.076    0.000    6.977    0.004 dataset.py:7338(_set_numpy_data_from_dataframe)
    12945    0.030    0.000    6.882    0.001 dataset.py:1583(__setitem__)
   378/12    0.001    0.000    6.848    0.571 artist.py:31(draw_wrapper)
   150/12    0.002    0.000    6.848    0.571 offsetbox.py:406(draw)
    12945    0.034    0.000    6.824    0.001 dataset.py:5666(update)
    12945    0.058    0.000    6.719    0.001 merge.py:1032(dataset_update_method)
    12945    0.116    0.000    6.668    0.001 variable.py:810(_getitem_with_mask)
     4969    6.615    0.001    6.615    0.001 {built-in method posix.stat}
     1608    0.047    0.000    6.551    0.004 text.py:358(_get_layout)
       11    0.001    0.000    6.435    0.585 core.py:1(<module>)
  654/268    0.012    0.000    6.434    0.024 offsetbox.py:505(_get_bbox_and_child_offsets)
     3216    0.008    0.000    6.404    0.002 text.py:65(_get_text_metrics_with_cache)
      614    0.006    0.000    6.372    0.010 offsetbox.py:794(get_bbox)
      174    0.000    0.000    6.332    0.036 text.py:73(_get_text_metrics_with_cache_impl)
     4841    0.002    0.000    6.198    0.001 <frozen importlib._bootstrap_external>:140(_path_stat)
        4    0.000    0.000    5.947    1.487 pyplot.py:2591(tight_layout)
        4    0.000    0.000    5.947    1.487 figure.py:3508(tight_layout)
        4    0.000    0.000    5.947    1.487 layout_engine.py:163(execute)
        4    0.000    0.000    5.928    1.482 _tight_layout.py:194(get_tight_layout_figure)
        4    0.000    0.000    5.927    1.482 _tight_layout.py:20(_auto_adjust_subplotpars)
     12/4    0.000    0.000    5.926    1.482 artist.py:1404(_get_tightbbox_for_layout_only)
        4    0.000    0.000    5.926    1.482 deprecation.py:443(wrapper)
        4    0.000    0.000    5.926    1.482 _base.py:4338(get_tightbbox)
      532    0.008    0.000    5.871    0.011 text.py:734(draw)
        1    0.000    0.000    5.863    5.863 actor.py:1(<module>)
    18121    0.035    0.000    5.693    0.000 alignment.py:678(align)
      203    0.002    0.000    5.632    0.028 backend_agg.py:187(draw_text)
     1246    0.009    0.000    5.505    0.004 <frozen importlib._bootstrap>:1240(_find_spec)
     1241    0.001    0.000    5.486    0.004 <frozen importlib._bootstrap_external>:1520(find_spec)
     1241    0.003    0.000    5.486    0.004 <frozen importlib._bootstrap_external>:1491(_get_spec)
    80/52    0.002    0.000    5.459    0.105 offsetbox.py:473(_get_bbox_and_child_offsets)
  584/154    0.001    0.000    5.457    0.035 offsetbox.py:364(get_bbox)
        2    0.000    0.000    5.321    2.660 client.py:1(<module>)
     1878    0.015    0.000    5.110    0.003 <frozen importlib._bootstrap_external>:1593(find_spec)
    18121    0.065    0.000    5.084    0.000 alignment.py:564(align)
   259199    4.466    0.000    4.919    0.000 watercolumn_lib.py:374(advance_velocity)
    16396    0.142    0.000    4.875    0.000 alignment.py:886(deep_align)
     1063    4.631    0.004    4.631    0.004 {built-in method _io.open_code}
     8060    0.049    0.000    4.613    0.001 _axes.py:1479(plot)
      755    0.007    0.000    4.574    0.006 text.py:915(get_window_extent)
29270648/29266324    3.547    0.000    4.459    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    3.991    3.991 watercolumn_lib.py:1(<module>)
  2332791    1.448    0.000    3.593    0.000 watercolumn_lib.py:79(initialize_abcd)
       25    0.001    0.000    3.373    0.135 axis.py:1320(get_tightbbox)
    16395    0.031    0.000    3.360    0.000 alignment.py:556(reindex_all)
      114    0.000    0.000    3.352    0.029 offsetbox.py:817(draw)
    32790    0.019    0.000    3.328    0.000 alignment.py:557(<genexpr>)
    19846    0.014    0.000    3.320    0.000 dataset.py:1266(copy)
    16395    0.026    0.000    3.309    0.000 alignment.py:538(_reindex_one)
    19846    0.162    0.000    3.306    0.000 dataset.py:1365(_copy)
    12945    2.882    0.000    3.217    0.000 duck_array_ops.py:341(where)
       10    0.000    0.000    3.046    0.305 api.py:1(<module>)
       16    0.000    0.000    2.976    0.186 offsetbox.py:395(get_window_extent)
   259200    2.953    0.000    2.953    0.000 watercolumn-sw_2species.py:175(calculate_sm)
    12945    0.055    0.000    2.903    0.000 frame.py:4271(__setitem__)
     1766    0.002    0.000    2.893    0.002 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
 22157033    2.892    0.000    2.892    0.000 {method 'items' of 'dict' objects}
     1629    0.001    0.000    2.829    0.002 <frozen importlib._bootstrap_external>:159(_path_isfile)
    16395    0.102    0.000    2.775    0.000 dataset.py:3434(_reindex_callback)
   518398    0.860    0.000    2.718    0.000 phytoplankton.py:87(get_loss_and_growth)
    12945    0.022    0.000    2.698    0.000 frame.py:4514(_set_item)
 11155957    2.681    0.000    2.681    0.000 {built-in method numpy.zeros}
     9783    0.042    0.000    2.620    0.000 dataarray.py:1430(isel)
   274324    2.534    0.000    2.573    0.000 {built-in method builtins.sum}
     1069    2.531    0.002    2.531    0.002 {method 'read' of '_io.BufferedReader' objects}
    16120    0.054    0.000    2.516    0.000 _base.py:233(__call__)
        1    0.003    0.003    2.456    2.456 watercolumn_run_lib.py:197(plot_phasing)
 23337323    2.450    0.000    2.450    0.000 {built-in method builtins.abs}
     8060    0.101    0.000    2.379    0.000 _base.py:401(_plot_args)
   358716    0.417    0.000    2.321    0.000 variable.py:370(__init__)
    12945    0.064    0.000    2.315    0.000 frame.py:4481(_set_item_mgr)
        6    0.000    0.000    2.311    0.385 mathtext.py:62(parse)
        3    0.000    0.000    2.311    0.770 mathtext.py:81(_parse_cached)
     8056    0.152    0.000    2.077    0.000 dataset.py:3008(_isel_fancy)
    12945    0.112    0.000    2.065    0.000 managers.py:1347(insert)
     8060    0.046    0.000    1.948    0.000 _base.py:2300(add_line)
    32512    0.146    0.000    1.896    0.000 variable.py:600(_broadcast_indexes)
    25875    0.059    0.000    1.880    0.000 variable.py:2934(concat)
      279    1.867    0.007    1.871    0.007 {built-in method _io.open}
   518398    1.858    0.000    1.858    0.000 phytoplankton.py:66(monod_growth_rate)
   229226    0.286    0.000    1.793    0.000 variable.py:941(_replace)
       26    0.000    0.000    1.770    0.068 axis.py:1379(draw)
 20735924    1.756    0.000    1.756    0.000 fromnumeric.py:2172(_sum_dispatcher)
        3    0.000    0.000    1.736    0.579 pickle.py:1(<module>)
        1    0.000    0.000    1.690    1.690 serialize.py:1(<module>)
    21572    0.084    0.000    1.682    0.000 indexes.py:1612(copy_indexes)
       17    0.001    0.000    1.675    0.099 _base.py:2943(_update_title_position)
    44878    0.272    0.000    1.652    0.000 base.py:475(__new__)
    15570    0.164    0.000    1.620    0.000 lines.py:738(draw)
        4    0.000    0.000    1.598    0.400 legend.py:1070(get_tightbbox)
    25875    0.148    0.000    1.589    0.000 variable.py:1671(concat)
        1    0.000    0.000    1.569    1.569 pyplot.py:1(<module>)
        2    0.000    0.000    1.517    0.758 sizeof.py:1(<module>)
        1    0.000    0.000    1.517    1.517 sizeof.py:261(_register_entry_point_plugins)
        1    0.000    0.000    1.517    1.517 __init__.py:901(entry_points)
      216    0.000    0.000    1.516    0.007 __init__.py:910(<genexpr>)
   169964    0.187    0.000    1.511    0.000 variable.py:907(_copy)
   259199    0.604    0.000    1.492    0.000 watercolumn_lib.py:66(diurnal_light)
      217    0.001    0.000    1.480    0.007 __init__.py:811(read_text)
      215    0.000    0.000    1.479    0.007 __init__.py:469(entry_points)
      217    0.000    0.000    1.477    0.007 pathlib.py:1022(read_text)
   779656    1.465    0.000    1.465    0.000 _methods.py:90(_clip)
    16120    0.020    0.000    1.450    0.000 _base.py:532(<genexpr>)
        1    0.000    0.000    1.444    1.444 __init__.py:19(_register_transports)
     8060    0.039    0.000    1.430    0.000 _base.py:342(_makeline)
     8613    0.155    0.000    1.418    0.000 lines.py:287(__init__)
      100    0.001    0.000    1.417    0.014 axis.py:1311(_get_ticklabel_bboxes)
14671/12945    0.110    0.000    1.405    0.000 base.py:6956(insert)
      217    0.000    0.000    1.363    0.006 pathlib.py:1005(open)
        1    0.000    0.000    1.344    1.344 watercolumn_run_lib.py:1(<module>)
    31065    0.180    0.000    1.338    0.000 merge.py:307(collect_variables_and_indexes)
   520457    0.319    0.000    1.295    0.000 {method 'clip' of 'numpy.ndarray' objects}
   259200    1.295    0.000    1.295    0.000 watercolumn-sw_2species.py:181(calculate_sh)
        3    0.000    0.000    1.292    0.431 generic.py:1(<module>)
      164    0.001    0.000    1.285    0.008 axis.py:287(draw)
       50    0.000    0.000    1.282    0.026 axis.py:2143(_get_tick_boxes_siblings)
     1153    0.005    0.000    1.271    0.001 font_manager.py:1233(findfont)
    12947    0.056    0.000    1.271    0.000 variable.py:702(_broadcast_indexes_outer)
       29    0.010    0.000    1.246    0.043 font_manager.py:1393(_findfont_cached)
   261258    0.275    0.000    1.244    0.000 fromnumeric.py:2100(clip)
        3    0.000    0.000    1.224    0.408 _mathtext.py:675(__init__)
    12945    0.062    0.000    1.199    0.000 base.py:3820(get_indexer)
    98694    0.052    0.000    1.198    0.000 utils.py:93(is_duck_dask_array)
       36    0.000    0.000    1.163    0.032 <frozen posixpath>:431(realpath)
    65/36    0.001    0.000    1.163    0.032 <frozen posixpath>:440(_joinrealpath)
      523    1.158    0.002    1.158    0.002 {built-in method posix.lstat}
    25875    0.638    0.000    1.146    0.000 duck_array_ops.py:360(concatenate)
        1    0.000    0.000    1.120    1.120 worker.py:1(<module>)
    43/40    0.000    0.000    1.109    0.028 core.py:1135(parse_string)
  148/145    0.000    0.000    1.109    0.008 util.py:251(_inner)
  1196/40    0.003    0.000    1.107    0.028 core.py:811(_parseNoCache)
   363/40    0.001    0.000    1.106    0.028 core.py:3994(parseImpl)
   982/32    0.003    0.000    1.106    0.035 core.py:962(_parseCache)
    84884    0.085    0.000    1.104    0.000 utils.py:67(is_dask_collection)
   358718    0.174    0.000    1.100    0.000 core.py:257(__init__)
       28    0.000    0.000    1.096    0.039 font_manager.py:1518(_cached_realpath)
   277440    0.201    0.000    1.085    0.000 fromnumeric.py:53(_wrapfunc)
        1    0.000    0.000    1.074    1.074 ucx.py:1(<module>)
    36250    0.019    0.000    1.048    0.000 variable.py:704(<genexpr>)
1196/1190    0.002    0.000    1.037    0.001 <frozen importlib._bootstrap>:806(module_from_spec)
    23303    0.008    0.000    1.023    0.000 pycompat.py:95(is_0d_dask_array)
        3    0.000    0.000    1.022    0.341 _mathtext.py:2151(parse)
    41/24    0.000    0.000    1.020    0.043 core.py:289(wrapper)
        4    0.000    0.000    1.012    0.253 config.py:1(<module>)
  118/117    0.000    0.000    1.011    0.009 <frozen importlib._bootstrap_external>:1287(create_module)
  118/117    0.977    0.008    1.010    0.009 {built-in method _imp.create_dynamic}
    34516    0.311    0.000    1.003    0.000 alignment.py:180(_normalize_indexes)
     1062    0.001    0.000    0.999    0.001 <frozen importlib._bootstrap_external>:1202(path_stats)
    81402    0.093    0.000    0.998    0.000 variable.py:2622(__init__)
   526430    0.336    0.000    0.991    0.000 {built-in method builtins.any}
    19567    0.060    0.000    0.989    0.000 variable.py:1000(isel)
        6    0.000    0.000    0.978    0.163 _mathtext.py:779(__init__)
     1161    0.976    0.001    0.976    0.001 {method '__exit__' of '_io._IOBase' objects}
     1726    0.011    0.000    0.968    0.001 watercolumn_run_lib.py:244(diurnal_light)
     1725    0.010    0.000    0.954    0.001 dataset.py:688(__init__)
       99    0.001    0.000    0.943    0.010 _mathtext.py:373(_get_info)
     8060    0.031    0.000    0.939    0.000 _base.py:2328(_update_line_limits)
      164    0.000    0.000    0.931    0.006 _mathtext.py:261(get_metrics)
     1725    0.009    0.000    0.929    0.001 dataset.py:415(merge_data_and_coords)
        1    0.000    0.000    0.928    0.928 rcsetup.py:1(<module>)
   358718    0.444    0.000    0.926    0.000 core.py:487(_parse_dimensions)
    32512    0.032    0.000    0.900    0.000 indexing.py:1019(apply_indexer)
   259199    0.398    0.000    0.888    0.000 {method 'clip' of 'numpy.generic' objects}
    16396    0.082    0.000    0.883    0.000 base.py:674(_with_infer)
    19567    0.033    0.000    0.846    0.000 variable.py:784(__getitem__)
    64743    0.285    0.000    0.842    0.000 construction.py:517(sanitize_array)
    38820    0.152    0.000    0.828    0.000 duck_array_ops.py:223(as_shared_dtype)
305376/282638    0.226    0.000    0.817    0.000 {built-in method numpy.asarray}
       16    0.000    0.000    0.817    0.051 axis.py:2358(_update_label_position)
    39694    0.112    0.000    0.815    0.000 indexes.py:687(create_variables)
    16395    0.127    0.000    0.812    0.000 alignment.py:242(find_matching_indexes)
        1    0.000    0.000    0.803    0.803 __config__.py:1(<module>)
    47445    0.078    0.000    0.788    0.000 dataset.py:1559(__getitem__)
    12945    0.032    0.000    0.785    0.000 indexing.py:1366(create_mask)
    90/75    0.000    0.000    0.771    0.010 core.py:4930(parseImpl)
    77/73    0.000    0.000    0.771    0.011 core.py:5040(parseImpl)
     8256    0.037    0.000    0.768    0.000 artist.py:772(set_clip_path)
   362168    0.375    0.000    0.757    0.000 variable.py:259(as_compatible_data)
3840681/3246546    0.550    0.000    0.748    0.000 {built-in method builtins.len}
       19    0.001    0.000    0.736    0.039 utils.py:1(<module>)
     8286    0.011    0.000    0.733    0.000 backend_agg.py:95(draw_path)
    65873    0.148    0.000    0.721    0.000 indexes.py:1581(group_by_index)
     8286    0.417    0.000    0.714    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
   107012    0.424    0.000    0.710    0.000 variable.py:2989(calculate_dimensions)
   118/82    0.000    0.000    0.706    0.009 <frozen importlib._bootstrap_external>:1295(exec_module)
   118/82    0.063    0.001    0.706    0.009 {built-in method _imp.exec_dynamic}
   762255    0.452    0.000    0.700    0.000 copy.py:61(copy)
       99    0.699    0.007    0.699    0.007 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
    39694    0.044    0.000    0.682    0.000 indexes.py:578(__init__)
    12947    0.008    0.000    0.677    0.000 indexing.py:365(__getitem__)
34949/33523    0.017    0.000    0.671    0.000 {built-in method builtins.next}
    12947    0.646    0.000    0.670    0.000 indexing.py:1499(_oindex_get)
   172875    0.389    0.000    0.655    0.000 indexes.py:1423(__init__)
        1    0.000    0.000    0.648    0.648 frame.py:1(<module>)
    38258    0.050    0.000    0.643    0.000 variable.py:2740(copy)
    39121    0.283    0.000    0.638    0.000 merge.py:196(merge_collected)
    55215    0.079    0.000    0.635    0.000 variable.py:88(as_variable)
    35377    0.017    0.000    0.634    0.000 indexes.py:844(_copy)
   117/59    0.000    0.000    0.632    0.011 core.py:4512(parseImpl)
    66/30    0.000    0.000    0.631    0.021 core.py:4242(parseImpl)
    11751    0.064    0.000    0.622    0.000 artist.py:1176(_update_props)
    35380    0.031    0.000    0.618    0.000 indexes.py:594(_replace)
    11267    0.007    0.000    0.617    0.000 artist.py:1212(_internal_update)
695515/695507    0.150    0.000    0.611    0.000 <frozen abc>:117(__instancecheck__)
13406/13008    0.010    0.000    0.607    0.000 contextlib.py:132(__enter__)
      161    0.000    0.000    0.605    0.004 _mathtext.py:1081(__init__)
      161    0.000    0.000    0.605    0.004 _mathtext.py:1096(_update_metrics)
850154/849743    0.145    0.000    0.590    0.000 {built-in method builtins.hasattr}
    18121    0.042    0.000    0.574    0.000 alignment.py:132(__init__)
    45719    0.214    0.000    0.571    0.000 dataset.py:1469(_construct_dataarray)
        1    0.000    0.000    0.568    0.568 colors.py:1(<module>)
        1    0.000    0.000    0.568    0.568 figure.py:1(<module>)
        3    0.000    0.000    0.560    0.187 _mathtext.py:2188(math_string)
   108152    0.119    0.000    0.555    0.000 dataset.py:1984(xindexes)
     31/6    0.000    0.000    0.554    0.092 core.py:5443(parseImpl)
       30    0.035    0.001    0.542    0.018 __init__.py:847(_rc_params_in_file)
    31071    0.050    0.000    0.536    0.000 generic.py:6284(__getattr__)
     8331    0.012    0.000    0.533    0.000 patches.py:259(get_transform)
     1727    0.017    0.000    0.529    0.000 frame.py:694(__init__)
       34    0.000    0.000    0.528    0.016 axis.py:2599(_update_label_position)
        1    0.000    0.000    0.524    0.524 assertions.py:1(<module>)
22201/22187    0.074    0.000    0.520    0.000 transforms.py:1106(get_points)
1782/1761    0.002    0.000    0.520    0.000 __init__.py:73(import_module)
     8613    0.119    0.000    0.519    0.000 lines.py:666(recache)
1782/1761    0.001    0.000    0.517    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        2    0.000    0.000    0.512    0.256 local.py:1(<module>)
        2    0.000    0.000    0.509    0.254 core.py:206(read_style_directory)
    39694    0.050    0.000    0.503    0.000 base.py:1250(copy)
   477810    0.201    0.000    0.502    0.000 core.py:407(ndim)
     8229    0.007    0.000    0.502    0.000 lines.py:1029(get_path)
      863    0.005    0.000    0.498    0.001 multi.py:474(from_arrays)
     3452    0.021    0.000    0.497    0.000 computation.py:897(apply_ufunc)
       60    0.000    0.000    0.489    0.008 __init__.py:829(_open_file_or_url)
    26754    0.150    0.000    0.485    0.000 base.py:2313(is_unique)
    16395    0.046    0.000    0.485    0.000 alignment.py:515(_get_indexes_and_vars)
        1    0.000    0.000    0.479    0.479 base_events.py:1(<module>)
    25890    0.023    0.000    0.473    0.000 base.py:5437(_can_hold_identifiers_and_holds_name)
3168/3049    0.036    0.000    0.473    0.000 {built-in method builtins.__build_class__}
     8211    0.053    0.000    0.465    0.000 patches.py:746(get_patch_transform)
        1    0.000    0.000    0.464    0.464 ioloop.py:1(<module>)
1795951/1795771    0.341    0.000    0.462    0.000 {built-in method builtins.getattr}
695515/695507    0.199    0.000    0.461    0.000 {built-in method _abc._abc_instancecheck}
   814402    0.184    0.000    0.460    0.000 core.py:449(shape)
        1    0.000    0.000    0.458    0.458 spec.py:1(<module>)
      863    0.004    0.000    0.458    0.001 categorical.py:3048(factorize_from_iterables)
        6    0.000    0.000    0.457    0.076 _mathtext.py:2196(non_math)
     2589    0.002    0.000    0.454    0.000 categorical.py:3069(<genexpr>)
     1727    0.016    0.000    0.453    0.000 construction.py:423(dict_to_mgr)
     1726    0.009    0.000    0.452    0.000 categorical.py:3005(factorize_from_iterable)
        1    0.000    0.000    0.452    0.452 main.py:1(<module>)
        1    0.000    0.000    0.450    0.450 concurrent.py:1(<module>)
    33667    0.032    0.000    0.445    0.000 base.py:7593(ensure_index)
        1    0.000    0.000    0.438    0.438 api.py:1362(dump_to_store)
        1    0.000    0.000    0.438    0.438 common.py:362(store)
    18420    0.095    0.000    0.438    0.000 common.py:278(__getattr__)
        1    0.000    0.000    0.437    0.437 pyarrow.py:1(<module>)
        1    0.000    0.000    0.436    0.436 common.py:414(set_variables)
     1726    0.023    0.000    0.433    0.000 categorical.py:371(__init__)
        1    0.000    0.000    0.431    0.431 Image.py:1(<module>)
       17    0.000    0.000    0.431    0.025 common.py:275(add)
       17    0.428    0.025    0.431    0.025 netCDF4_.py:77(__setitem__)
        1    0.000    0.000    0.428    0.428 scheduler.py:1(<module>)
61279/31208    0.203    0.000    0.424    0.000 transforms.py:2431(get_affine)
        5    0.000    0.000    0.421    0.084 image.py:1531(imsave)
    16157    0.013    0.000    0.419    0.000 axis.py:1700(update_units)
        1    0.000    0.000    0.418    0.418 colorbar.py:1(<module>)
        2    0.000    0.000    0.416    0.208 log.py:1(<module>)
    14670    0.033    0.000    0.415    0.000 merge.py:494(_get_priority_vars_and_indexes)
        5    0.000    0.000    0.410    0.082 Image.py:2376(save)
32322/16159    0.104    0.000    0.407    0.000 units.py:164(get_converter)
    14671    0.014    0.000    0.402    0.000 frame.py:1496(items)
    12945    0.006    0.000    0.389    0.000 base.py:6679(_maybe_cast_listlike_indexer)
    12954    0.030    0.000    0.384    0.000 frame.py:4626(_get_item_cache)
     3452    0.028    0.000    0.378    0.000 computation.py:276(apply_dataarray_vfunc)
    12945    0.089    0.000    0.378    0.000 indexing.py:882(_outer_to_vectorized_indexer)
64045/47721    0.030    0.000    0.377    0.000 deprecation.py:289(wrapper)
     1726    0.003    0.000    0.376    0.000 range.py:917(insert)
     6907    0.025    0.000    0.375    0.000 dataarray.py:4711(_binary_op)
    20712    0.027    0.000    0.374    0.000 multi.py:1322(__contains__)
    16208    0.027    0.000    0.374    0.000 transforms.py:1472(transform)
        5    0.000    0.000    0.373    0.075 _mathtext.py:2437(subsuper)
        3    0.000    0.000    0.373    0.124 _mathtext.py:404(get_xheight)
     2070    0.001    0.000    0.372    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
      134    0.001    0.000    0.370    0.003 <frozen importlib._bootstrap_external>:1456(_path_hooks)
    16395    0.054    0.000    0.366    0.000 alignment.py:276(find_matching_unindexed_dims)
        1    0.000    0.000    0.361    0.361 tutorial.py:1(<module>)
        3    0.000    0.000    0.356    0.119 _base.py:1(<module>)
    12945    0.056    0.000    0.349    0.000 indexing.py:1341(_masked_result_drop_slice)
     8059    0.019    0.000    0.345    0.000 transforms.py:1400(contains_branch_seperately)
    20712    0.021    0.000    0.345    0.000 multi.py:2982(get_loc)
    19845    0.098    0.000    0.343    0.000 merge.py:340(append_all)
856344/838224    0.329    0.000    0.342    0.000 common.py:307(__setattr__)
     8056    0.208    0.000    0.340    0.000 colors.py:701(__call__)
    50920    0.098    0.000    0.336    0.000 dataset.py:1081(_construct_direct)
        1    0.000    0.000    0.330    0.330 _fontconfig_pattern.py:1(<module>)
        4    0.008    0.002    0.329    0.082 _base.py:4306(get_default_bbox_extra_artists)
        2    0.000    0.000    0.328    0.164 array.py:1(<module>)
   124273    0.078    0.000    0.327    0.000 {method 'update' of 'set' objects}
     1726    0.004    0.000    0.327    0.000 common.py:424(clip)
    12954    0.022    0.000    0.322    0.000 frame.py:3983(_ixs)
   363038    0.088    0.000    0.320    0.000 indexing.py:1683(shape)
        1    0.000    0.000    0.319    0.319 contour.py:1(<module>)
    50629    0.075    0.000    0.319    0.000 dataset.py:1109(_replace)
     8059    0.012    0.000    0.318    0.000 transforms.py:1381(contains_branch)
     6928    0.025    0.000    0.317    0.000 artist.py:860(_fully_clipped_to_axes)
      166    0.006    0.000    0.313    0.002 axis.py:1270(_update_ticks)
     8262    0.013    0.000    0.312    0.000 artist.py:1001(set_alpha)
    16395    0.124    0.000    0.310    0.000 alignment.py:383(align_indexes)
    44885    0.111    0.000    0.309    0.000 base.py:3777(get_loc)
        2    0.000    0.000    0.309    0.154 _adapters.py:1(<module>)
        1    0.000    0.000    0.307    0.307 backend_bases.py:1(<module>)
      134    0.001    0.000    0.306    0.002 <frozen zipimport>:64(__init__)
    20712    0.031    0.000    0.305    0.000 multi.py:3308(_get_level_indexer)
   466106    0.135    0.000    0.303    0.000 generic.py:42(_instancecheck)
    12945    0.135    0.000    0.302    0.000 function_base.py:5369(insert)
        1    0.000    0.000    0.301    0.301 profile.py:1(<module>)
    38820    0.160    0.000    0.300    0.000 dtypes.py:169(result_type)
    27617    0.116    0.000    0.294    0.000 base.py:842(_engine)
        1    0.000    0.000    0.293    0.293 message.py:1(<module>)
        3    0.000    0.000    0.292    0.097 indexing.py:1(<module>)
    12945    0.033    0.000    0.291    0.000 frame.py:5242(_sanitize_column)
        8    0.000    0.000    0.291    0.036 base.py:1(<module>)
   111032    0.169    0.000    0.290    0.000 indexes.py:1481(_id_coord_names)
      204    0.001    0.000    0.289    0.001 _mathtext.py:347(_get_font)
    16208    0.011    0.000    0.288    0.000 transforms.py:2406(transform_affine)
        1    0.000    0.000    0.287    0.287 algorithms.py:1(<module>)
