tidal_phasing,wind_phasing,diatom_biomass,hab_biomass
0.0,1.5,0.21381079553114418,0.4267867959338082
0.0,1.0,0.2138112328974606,0.42680083206396924
0.0,21.5,0.21371706156311077,0.42692147634206196
0.0,11.0,0.21370756910817398,0.4269443780849986
0.0,5.0,0.21379488955245957,0.42681545372059443
0.0,3.5,0.21378718530455668,0.42677777845948206
0.5,7.5,0.213753621686025,0.426889705426405
0.0,12.0,0.2137026164394982,0.4269455317884604
1.5,9.5,0.21368798705053227,0.4269179193625654
0.5,20.5,0.21369749180954184,0.42693609307050845
0.0,6.0,0.21378380735761615,0.4268475895829083
0.0,7.0,0.2137792960027733,0.426881004175296
0.5,13.5,0.21369497516401026,0.4269368000620812
0.0,18.5,0.21370005640465056,0.4269455348892476
0.0,13.5,0.21370268454802596,0.4269455317884543
0.0,14.0,0.21370260952789158,0.42694553178842437
0.5,9.5,0.21371738983975083,0.4269303082075904
0.5,10.5,0.21369367697718109,0.4269382833693435
1.5,19.5,0.21366113507481396,0.42692911128812944
0.0,19.0,0.21369837533323405,0.42694738497718043
0.5,5.5,0.21377609538445702,0.4268226133388072
0.0,17.5,0.21370075619530782,0.4269455317883536
0.0,15.0,0.2137023029791816,0.42694553178841316
0.0,9.0,0.21374354826120465,0.42693061822330636
0.5,1.5,0.21379453797411663,0.4267821576675244
1.0,14.0,0.21368108473164185,0.4269306400070457
0.5,5.0,0.2137801207994335,0.4268093447034914
0.0,10.5,0.21371182796065358,0.42694391464800985
1.0,0.5,0.2137722800750308,0.42680559624125025
1.0,6.0,0.21375359668753516,0.4268338914131074
1.5,5.0,0.2137460544405436,0.4267973748233074
2.0,5.0,0.21372973358658376,0.42679206932554686
1.5,13.5,0.2136653860770534,0.42692499079143786
0.0,3.0,0.2137904464647697,0.4267735891158896
0.0,8.0,0.2137627409009047,0.4269111458206183
0.5,10.0,0.21370105385199187,0.42693644016754306
0.0,8.5,0.21375287561129191,0.42692076641616195
0.0,5.5,0.21379151328489893,0.426828418473138
0.5,6.0,0.2137685586080064,0.4268406930024897
0.5,9.0,0.21372995256343869,0.426922905058823
0.5,0.0,0.2137826087576349,0.42682595268877055
0.0,16.5,0.21370146257779574,0.4269455317883973
0.0,6.5,0.2137849760632416,0.42686524254371216
0.0,13.0,0.2137026922564781,0.4269455317884732
0.5,16.5,0.21369363912481174,0.42693680006210594
2.0,4.5,0.21372355136675722,0.42677694692221835
0.0,10.0,0.21371615102300023,0.4269430314526439
0.0,7.5,0.21376696471117815,0.42689693229863174
0.0,2.0,0.2138031080778741,0.42677770893442424
0.0,20.0,0.21370591601157823,0.4269494295989714
0.0,0.0,0.21379408550807005,0.4268317268726797
