tidal_phasing,wind_phasing,diatom_biomass,hab_biomass
0.0,1.0,0.2134838344988945,0.42697152663958327
0.5,11.0,0.23779123646834166,0.4337150559710208
0.5,8.0,0.23168562369411327,0.4316747807881772
0.5,9.0,0.23626482337637364,0.4329544355201466
0.0,4.0,0.21571727480786118,0.4272921374004995
0.0,21.5,0.22897022688223642,0.43154794616594794
0.0,23.0,0.2165855953352528,0.4281170523151837
0.0,6.0,0.2219288078427683,0.42888780947550614
0.0,6.5,0.22409846746243572,0.4294812843620245
0.5,17.5,0.23698158690049126,0.43366328273098564
1.5,13.5,0.23686141030542746,0.433554698193244
0.5,11.5,0.23766431054387016,0.43367030337900797
0.0,3.0,0.21412758061092652,0.4269901659913998
0.0,18.0,0.23816706726829803,0.43392608633815666
0.0,2.5,0.21369884701480643,0.4269185573081965
1.0,0.0,0.21439898873422816,0.4273392478037124
0.5,1.5,0.21344843050274023,0.42691968329591373
0.5,10.0,0.23799474640786292,0.4336637652946699
0.5,5.5,0.21974463954074888,0.4283635924063917
0.5,3.0,0.21417365751341452,0.42699765691330105
1.5,10.0,0.2374313483175079,0.4335736368115043
1.5,9.5,0.23656213900362208,0.4332244729731809
0.0,0.0,0.21428642365973188,0.42731219446072827
0.0,1.5,0.21340516007539137,0.42691066172930325
0.0,8.5,0.23528093124211627,0.43258984330205186
1.0,0.5,0.21382478263720273,0.42711643196921
0.5,20.5,0.24380004018720788,0.43454063007880733
0.0,9.5,0.23840311052816743,0.4335839002442773
1.0,2.0,0.21354593967983673,0.42691128094175096
0.0,11.0,0.23907596754982915,0.4339801509821201
0.0,4.5,0.21674601584504044,0.4275125509566199
0.0,14.0,0.23868558266150627,0.43392608634203156
0.0,13.0,0.23880327800052223,0.433926086342912
1.0,14.0,0.23666830068222816,0.43350173075286197
0.5,0.5,0.21377958795877244,0.42710549815432736
0.5,3.5,0.21489637737723422,0.4271319632314704
1.5,15.5,0.23661062979866562,0.4335546981913714
0.5,23.5,0.21520516335812223,0.4276869061469668
0.5,17.0,0.23704868857846065,0.4336632827316017
0.0,19.5,0.2376257697459364,0.4336048772150394
0.0,8.0,0.23254069187648796,0.43186268507576003
0.0,5.0,0.21812669009019198,0.4278350122601748
1.0,8.0,0.23104625928852304,0.4315174357887106
0.0,23.5,0.21514772391747225,0.4276683282073413
0.0,11.5,0.23892313340017832,0.4339326994392692
0.5,14.5,0.23737389286260133,0.43366328273413685
0.0,17.0,0.2382978606608127,0.43392608633912483
1.0,10.5,0.23730622233498655,0.4336293455871687
1.0,15.0,0.23654367213374455,0.4335017307519302
0.0,5.5,0.21995568226114226,0.4283886694526051
0.5,18.0,0.2369184669587598,0.4336632827306088
0.5,22.0,0.22254623011549257,0.429786323335145
1.0,15.5,0.2364792232602269,0.4335017307515251
0.0,22.0,0.22226061486589885,0.4297232239637449
0.0,14.5,0.23862493701292598,0.4339260863416474
0.0,2.0,0.21346229082324272,0.42689455532804094
0.5,12.0,0.23764565511839453,0.4336632827355563
0.0,3.5,0.21484281467670932,0.427123251128554
0.0,15.0,0.2385591156662697,0.4339260863410683
0.5,16.0,0.23717982322057082,0.43366328273255894
0.0,13.5,0.2387477436447623,0.4339260863424986
0.5,6.5,0.22366367336060253,0.4293810239160485
0.5,12.5,0.23760312773681475,0.4336632827354445
0.0,12.0,0.23889978659128125,0.4339260863430926
0.0,16.5,0.23836226037075764,0.43392608633959234
0.5,5.0,0.21803367841794938,0.4278233840028578
0.0,20.5,0.2431553858612923,0.4344630868308997
0.0,19.0,0.23563514227642046,0.4334617959580617
0.0,7.5,0.22972519206031086,0.4310752694479056
1.5,5.5,0.21932052801375632,0.42830270102804985
1.5,13.0,0.2369150014598715,0.43355469819355413
1.5,4.5,0.21681207602743746,0.42752195149134253
0.5,9.5,0.23749472031278193,0.43340555829857197
