pmax,ws
0.3335,1.666666666666667e-06
0.3335,2.5000000000000015e-06
0.3335,3.333333333333334e-06
0.3335,4.166666666666667e-06
0.3335,5.000000000000001e-06
0.3335,5.833333333333336e-06
0.3335,6.666666666666667e-06
0.3335,7.500000000000001e-06
0.3335,8.333333333333335e-06
0.3335,9.16666666666667e-06
0.3335,1e-05
0.35431250000000003,-1e-05
0.35431250000000003,-9.166666666666668e-06
0.35431250000000003,-8.333333333333334e-06
0.35431250000000003,-7.500000000000001e-06
0.35431250000000003,-6.666666666666667e-06
0.35431250000000003,-5.833333333333334e-06
0.35431250000000003,-5e-06
0.35431250000000003,-4.166666666666667e-06
0.35431250000000003,-3.3333333333333333e-06
0.35431250000000003,-2.4999999999999998e-06
0.35431250000000003,-1.666666666666667e-06
0.35431250000000003,-8.333333333333327e-07
0.35431250000000003,0.0
0.35431250000000003,8.333333333333344e-07
0.35431250000000003,1.666666666666667e-06
0.35431250000000003,2.5000000000000015e-06
0.35431250000000003,3.333333333333334e-06
0.35431250000000003,4.166666666666667e-06
0.35431250000000003,5.000000000000001e-06
0.35431250000000003,5.833333333333336e-06
0.35431250000000003,6.666666666666667e-06
0.35431250000000003,7.500000000000001e-06
0.35431250000000003,8.333333333333335e-06
0.35431250000000003,9.16666666666667e-06
0.35431250000000003,1e-05
0.37512500000000004,-1e-05
0.37512500000000004,-9.166666666666668e-06
0.37512500000000004,-8.333333333333334e-06
0.37512500000000004,-7.500000000000001e-06
0.37512500000000004,-6.666666666666667e-06
0.37512500000000004,-5.833333333333334e-06
0.37512500000000004,-5e-06
0.37512500000000004,-4.166666666666667e-06
0.37512500000000004,-3.3333333333333333e-06
0.37512500000000004,-2.4999999999999998e-06
0.37512500000000004,-1.666666666666667e-06
0.37512500000000004,-8.333333333333327e-07
0.37512500000000004,0.0
0.37512500000000004,8.333333333333344e-07
0.37512500000000004,1.666666666666667e-06
0.37512500000000004,2.5000000000000015e-06
0.37512500000000004,3.333333333333334e-06
0.37512500000000004,4.166666666666667e-06
0.37512500000000004,5.000000000000001e-06
0.37512500000000004,5.833333333333336e-06
0.37512500000000004,6.666666666666667e-06
0.37512500000000004,7.500000000000001e-06
0.37512500000000004,8.333333333333335e-06
0.37512500000000004,9.16666666666667e-06
0.37512500000000004,1e-05
0.3959375,-1e-05
0.3959375,-9.166666666666668e-06
0.3959375,-8.333333333333334e-06
0.3959375,-7.500000000000001e-06
0.3959375,-6.666666666666667e-06
0.3959375,-5.833333333333334e-06
0.3959375,-5e-06
0.3959375,-4.166666666666667e-06
0.3959375,-3.3333333333333333e-06
0.3959375,-2.4999999999999998e-06
0.3959375,-1.666666666666667e-06
0.3959375,-8.333333333333327e-07
0.3959375,0.0
0.3959375,8.333333333333344e-07
0.3959375,1.666666666666667e-06
0.3959375,2.5000000000000015e-06
0.3959375,3.333333333333334e-06
0.3959375,4.166666666666667e-06
0.3959375,5.000000000000001e-06
0.3959375,5.833333333333336e-06
0.3959375,6.666666666666667e-06
0.3959375,7.500000000000001e-06
0.3959375,8.333333333333335e-06
0.3959375,9.16666666666667e-06
0.3959375,1e-05
0.41675,-1e-05
0.41675,-9.166666666666668e-06
0.41675,-8.333333333333334e-06
0.41675,-7.500000000000001e-06
0.41675,-6.666666666666667e-06
0.41675,-5.833333333333334e-06
0.41675,-5e-06
0.41675,-4.166666666666667e-06
0.41675,-3.3333333333333333e-06
0.41675,-2.4999999999999998e-06
0.41675,-1.666666666666667e-06
0.41675,-8.333333333333327e-07
0.41675,0.0
0.41675,8.333333333333344e-07
0.41675,1.666666666666667e-06
0.41675,2.5000000000000015e-06
0.41675,3.333333333333334e-06
0.41675,4.166666666666667e-06
0.41675,5.000000000000001e-06
0.41675,5.833333333333336e-06
0.41675,6.666666666666667e-06
0.41675,7.500000000000001e-06
0.41675,8.333333333333335e-06
0.41675,9.16666666666667e-06
0.41675,1e-05
0.4375625,-1e-05
0.4375625,-9.166666666666668e-06
0.4375625,-8.333333333333334e-06
0.4375625,-7.500000000000001e-06
0.4375625,-6.666666666666667e-06
0.4375625,-5.833333333333334e-06
0.4375625,-5e-06
0.4375625,-4.166666666666667e-06
0.4375625,-3.3333333333333333e-06
0.4375625,-2.4999999999999998e-06
0.4375625,-1.666666666666667e-06
0.4375625,-8.333333333333327e-07
0.4375625,0.0
0.4375625,8.333333333333344e-07
0.4375625,1.666666666666667e-06
0.4375625,2.5000000000000015e-06
0.4375625,3.333333333333334e-06
0.4375625,4.166666666666667e-06
0.4375625,5.000000000000001e-06
0.4375625,5.833333333333336e-06
0.4375625,6.666666666666667e-06
0.4375625,7.500000000000001e-06
0.4375625,8.333333333333335e-06
0.4375625,9.16666666666667e-06
0.4375625,1e-05
0.45837500000000003,-1e-05
0.45837500000000003,-9.166666666666668e-06
0.45837500000000003,-8.333333333333334e-06
0.45837500000000003,-7.500000000000001e-06
0.45837500000000003,-6.666666666666667e-06
0.45837500000000003,-5.833333333333334e-06
0.45837500000000003,-5e-06
0.45837500000000003,-4.166666666666667e-06
0.45837500000000003,-3.3333333333333333e-06
0.45837500000000003,-2.4999999999999998e-06
0.45837500000000003,-1.666666666666667e-06
0.45837500000000003,-8.333333333333327e-07
0.45837500000000003,0.0
0.45837500000000003,8.333333333333344e-07
0.45837500000000003,1.666666666666667e-06
0.45837500000000003,2.5000000000000015e-06
0.45837500000000003,3.333333333333334e-06
0.45837500000000003,4.166666666666667e-06
0.45837500000000003,5.000000000000001e-06
0.45837500000000003,5.833333333333336e-06
0.45837500000000003,6.666666666666667e-06
0.45837500000000003,7.500000000000001e-06
0.45837500000000003,8.333333333333335e-06
0.45837500000000003,9.16666666666667e-06
0.45837500000000003,1e-05
0.47918750000000004,-1e-05
0.47918750000000004,-9.166666666666668e-06
0.47918750000000004,-8.333333333333334e-06
0.47918750000000004,-7.500000000000001e-06
0.47918750000000004,-6.666666666666667e-06
0.47918750000000004,-5.833333333333334e-06
0.47918750000000004,-5e-06
0.47918750000000004,-4.166666666666667e-06
0.47918750000000004,-3.3333333333333333e-06
0.47918750000000004,-2.4999999999999998e-06
0.47918750000000004,-1.666666666666667e-06
0.47918750000000004,-8.333333333333327e-07
0.47918750000000004,0.0
0.47918750000000004,8.333333333333344e-07
0.47918750000000004,1.666666666666667e-06
0.47918750000000004,2.5000000000000015e-06
0.47918750000000004,3.333333333333334e-06
0.47918750000000004,4.166666666666667e-06
0.47918750000000004,5.000000000000001e-06
0.47918750000000004,5.833333333333336e-06
0.47918750000000004,6.666666666666667e-06
0.47918750000000004,7.500000000000001e-06
0.47918750000000004,8.333333333333335e-06
0.47918750000000004,9.16666666666667e-06
0.47918750000000004,1e-05
0.5,-1e-05
0.5,-9.166666666666668e-06
0.5,-8.333333333333334e-06
0.5,-7.500000000000001e-06
0.5,-6.666666666666667e-06
0.5,-5.833333333333334e-06
0.5,-5e-06
0.5,-4.166666666666667e-06
0.5,-3.3333333333333333e-06
0.5,-2.4999999999999998e-06
0.5,-1.666666666666667e-06
0.5,-8.333333333333327e-07
0.5,0.0
0.5,8.333333333333344e-07
0.5,1.666666666666667e-06
0.5,2.5000000000000015e-06
0.5,3.333333333333334e-06
0.5,4.166666666666667e-06
0.5,5.000000000000001e-06
0.5,5.833333333333336e-06
0.5,6.666666666666667e-06
0.5,7.500000000000001e-06
0.5,8.333333333333335e-06
0.5,9.16666666666667e-06
0.5,1e-05
