pressure,ws
1.929411764705882e-06,-5.882352941176471e-05
1.929411764705882e-06,-5.294117647058824e-05
1.929411764705882e-06,-4.705882352941177e-05
1.929411764705882e-06,-4.11764705882353e-05
1.929411764705882e-06,-3.529411764705882e-05
1.929411764705882e-06,-2.941176470588235e-05
1.929411764705882e-06,-2.352941176470588e-05
1.929411764705882e-06,-1.764705882352941e-05
1.929411764705882e-06,-1.176470588235294e-05
1.929411764705882e-06,-5.88235294117647e-06
1.929411764705882e-06,0.0
1.929411764705882e-06,5.88235294117647e-06
1.929411764705882e-06,1.176470588235294e-05
1.929411764705882e-06,1.764705882352941e-05
1.929411764705882e-06,2.3529411764705894e-05
1.929411764705882e-06,2.9411764705882364e-05
1.929411764705882e-06,3.5294117647058834e-05
1.929411764705882e-06,4.1176470588235304e-05
1.929411764705882e-06,4.7058823529411774e-05
1.929411764705882e-06,5.2941176470588244e-05
1.929411764705882e-06,5.8823529411764714e-05
1.929411764705882e-06,6.470588235294118e-05
1.929411764705882e-06,7.058823529411765e-05
1.929411764705882e-06,7.647058823529412e-05
1.929411764705882e-06,8.23529411764706e-05
1.929411764705882e-06,8.823529411764706e-05
1.929411764705882e-06,9.411764705882353e-05
1.929411764705882e-06,0.0001
2.2176470588235295e-06,-0.0001
2.2176470588235295e-06,-9.411764705882353e-05
2.2176470588235295e-06,-8.823529411764706e-05
2.2176470588235295e-06,-8.23529411764706e-05
2.2176470588235295e-06,-7.647058823529412e-05
2.2176470588235295e-06,-7.058823529411765e-05
2.2176470588235295e-06,-6.470588235294117e-05
2.2176470588235295e-06,-5.882352941176471e-05
2.2176470588235295e-06,-5.294117647058824e-05
2.2176470588235295e-06,-4.705882352941177e-05
2.2176470588235295e-06,-4.11764705882353e-05
2.2176470588235295e-06,-3.529411764705882e-05
2.2176470588235295e-06,-2.941176470588235e-05
2.2176470588235295e-06,-2.352941176470588e-05
2.2176470588235295e-06,-1.764705882352941e-05
2.2176470588235295e-06,-1.176470588235294e-05
2.2176470588235295e-06,-5.88235294117647e-06
2.2176470588235295e-06,0.0
2.2176470588235295e-06,5.88235294117647e-06
2.2176470588235295e-06,1.176470588235294e-05
2.2176470588235295e-06,1.764705882352941e-05
2.2176470588235295e-06,2.3529411764705894e-05
2.2176470588235295e-06,2.9411764705882364e-05
2.2176470588235295e-06,3.5294117647058834e-05
2.2176470588235295e-06,4.1176470588235304e-05
2.2176470588235295e-06,4.7058823529411774e-05
2.2176470588235295e-06,5.2941176470588244e-05
2.2176470588235295e-06,5.8823529411764714e-05
2.2176470588235295e-06,6.470588235294118e-05
2.2176470588235295e-06,7.058823529411765e-05
2.2176470588235295e-06,7.647058823529412e-05
2.2176470588235295e-06,8.23529411764706e-05
2.2176470588235295e-06,8.823529411764706e-05
2.2176470588235295e-06,9.411764705882353e-05
2.2176470588235295e-06,0.0001
2.505882352941177e-06,-0.0001
2.505882352941177e-06,-9.411764705882353e-05
2.505882352941177e-06,-8.823529411764706e-05
2.505882352941177e-06,-8.23529411764706e-05
2.505882352941177e-06,-7.647058823529412e-05
2.505882352941177e-06,-7.058823529411765e-05
2.505882352941177e-06,-6.470588235294117e-05
2.505882352941177e-06,-5.882352941176471e-05
2.505882352941177e-06,-5.294117647058824e-05
2.505882352941177e-06,-4.705882352941177e-05
2.505882352941177e-06,-4.11764705882353e-05
2.505882352941177e-06,-3.529411764705882e-05
2.505882352941177e-06,-2.941176470588235e-05
2.505882352941177e-06,-2.352941176470588e-05
2.505882352941177e-06,-1.764705882352941e-05
2.505882352941177e-06,-1.176470588235294e-05
2.505882352941177e-06,-5.88235294117647e-06
2.505882352941177e-06,0.0
2.505882352941177e-06,5.88235294117647e-06
2.505882352941177e-06,1.176470588235294e-05
2.505882352941177e-06,1.764705882352941e-05
2.505882352941177e-06,2.3529411764705894e-05
2.505882352941177e-06,2.9411764705882364e-05
2.505882352941177e-06,3.5294117647058834e-05
2.505882352941177e-06,4.1176470588235304e-05
2.505882352941177e-06,4.7058823529411774e-05
2.505882352941177e-06,5.2941176470588244e-05
2.505882352941177e-06,5.8823529411764714e-05
2.505882352941177e-06,6.470588235294118e-05
2.505882352941177e-06,7.058823529411765e-05
2.505882352941177e-06,7.647058823529412e-05
2.505882352941177e-06,8.23529411764706e-05
2.505882352941177e-06,8.823529411764706e-05
2.505882352941177e-06,9.411764705882353e-05
2.505882352941177e-06,0.0001
2.7941176470588233e-06,-0.0001
2.7941176470588233e-06,-9.411764705882353e-05
2.7941176470588233e-06,-8.823529411764706e-05
2.7941176470588233e-06,-8.23529411764706e-05
2.7941176470588233e-06,-7.647058823529412e-05
2.7941176470588233e-06,-7.058823529411765e-05
2.7941176470588233e-06,-6.470588235294117e-05
2.7941176470588233e-06,-5.882352941176471e-05
2.7941176470588233e-06,-5.294117647058824e-05
2.7941176470588233e-06,-4.705882352941177e-05
2.7941176470588233e-06,-4.11764705882353e-05
2.7941176470588233e-06,-3.529411764705882e-05
2.7941176470588233e-06,-2.941176470588235e-05
2.7941176470588233e-06,-2.352941176470588e-05
2.7941176470588233e-06,-1.764705882352941e-05
2.7941176470588233e-06,-1.176470588235294e-05
2.7941176470588233e-06,-5.88235294117647e-06
2.7941176470588233e-06,0.0
2.7941176470588233e-06,5.88235294117647e-06
2.7941176470588233e-06,1.176470588235294e-05
2.7941176470588233e-06,1.764705882352941e-05
2.7941176470588233e-06,2.3529411764705894e-05
2.7941176470588233e-06,2.9411764705882364e-05
2.7941176470588233e-06,3.5294117647058834e-05
2.7941176470588233e-06,4.1176470588235304e-05
2.7941176470588233e-06,4.7058823529411774e-05
2.7941176470588233e-06,5.2941176470588244e-05
2.7941176470588233e-06,5.8823529411764714e-05
2.7941176470588233e-06,6.470588235294118e-05
2.7941176470588233e-06,7.058823529411765e-05
2.7941176470588233e-06,7.647058823529412e-05
2.7941176470588233e-06,8.23529411764706e-05
2.7941176470588233e-06,8.823529411764706e-05
2.7941176470588233e-06,9.411764705882353e-05
2.7941176470588233e-06,0.0001
3.0823529411764706e-06,-0.0001
3.0823529411764706e-06,-9.411764705882353e-05
3.0823529411764706e-06,-8.823529411764706e-05
3.0823529411764706e-06,-8.23529411764706e-05
3.0823529411764706e-06,-7.647058823529412e-05
3.0823529411764706e-06,-7.058823529411765e-05
3.0823529411764706e-06,-6.470588235294117e-05
3.0823529411764706e-06,-5.882352941176471e-05
3.0823529411764706e-06,-5.294117647058824e-05
3.0823529411764706e-06,-4.705882352941177e-05
3.0823529411764706e-06,-4.11764705882353e-05
3.0823529411764706e-06,-3.529411764705882e-05
3.0823529411764706e-06,-2.941176470588235e-05
3.0823529411764706e-06,-2.352941176470588e-05
3.0823529411764706e-06,-1.764705882352941e-05
3.0823529411764706e-06,-1.176470588235294e-05
3.0823529411764706e-06,-5.88235294117647e-06
3.0823529411764706e-06,0.0
3.0823529411764706e-06,5.88235294117647e-06
3.0823529411764706e-06,1.176470588235294e-05
3.0823529411764706e-06,1.764705882352941e-05
3.0823529411764706e-06,2.3529411764705894e-05
3.0823529411764706e-06,2.9411764705882364e-05
3.0823529411764706e-06,3.5294117647058834e-05
3.0823529411764706e-06,4.1176470588235304e-05
3.0823529411764706e-06,4.7058823529411774e-05
3.0823529411764706e-06,5.2941176470588244e-05
3.0823529411764706e-06,5.8823529411764714e-05
3.0823529411764706e-06,6.470588235294118e-05
3.0823529411764706e-06,7.058823529411765e-05
3.0823529411764706e-06,7.647058823529412e-05
3.0823529411764706e-06,8.23529411764706e-05
3.0823529411764706e-06,8.823529411764706e-05
3.0823529411764706e-06,9.411764705882353e-05
3.0823529411764706e-06,0.0001
3.370588235294118e-06,-0.0001
3.370588235294118e-06,-9.411764705882353e-05
3.370588235294118e-06,-8.823529411764706e-05
3.370588235294118e-06,-8.23529411764706e-05
3.370588235294118e-06,-7.647058823529412e-05
3.370588235294118e-06,-7.058823529411765e-05
3.370588235294118e-06,-6.470588235294117e-05
3.370588235294118e-06,-5.882352941176471e-05
3.370588235294118e-06,-5.294117647058824e-05
3.370588235294118e-06,-4.705882352941177e-05
3.370588235294118e-06,-4.11764705882353e-05
3.370588235294118e-06,-3.529411764705882e-05
3.370588235294118e-06,-2.941176470588235e-05
3.370588235294118e-06,-2.352941176470588e-05
3.370588235294118e-06,-1.764705882352941e-05
3.370588235294118e-06,-1.176470588235294e-05
3.370588235294118e-06,-5.88235294117647e-06
3.370588235294118e-06,0.0
3.370588235294118e-06,5.88235294117647e-06
3.370588235294118e-06,1.176470588235294e-05
3.370588235294118e-06,1.764705882352941e-05
3.370588235294118e-06,2.3529411764705894e-05
3.370588235294118e-06,2.9411764705882364e-05
3.370588235294118e-06,3.5294117647058834e-05
3.370588235294118e-06,4.1176470588235304e-05
3.370588235294118e-06,4.7058823529411774e-05
3.370588235294118e-06,5.2941176470588244e-05
3.370588235294118e-06,5.8823529411764714e-05
3.370588235294118e-06,6.470588235294118e-05
3.370588235294118e-06,7.058823529411765e-05
3.370588235294118e-06,7.647058823529412e-05
3.370588235294118e-06,8.23529411764706e-05
3.370588235294118e-06,8.823529411764706e-05
3.370588235294118e-06,9.411764705882353e-05
3.370588235294118e-06,0.0001
3.6588235294117645e-06,-0.0001
3.6588235294117645e-06,-9.411764705882353e-05
3.6588235294117645e-06,-8.823529411764706e-05
3.6588235294117645e-06,-8.23529411764706e-05
3.6588235294117645e-06,-7.647058823529412e-05
3.6588235294117645e-06,-7.058823529411765e-05
3.6588235294117645e-06,-6.470588235294117e-05
3.6588235294117645e-06,-5.882352941176471e-05
3.6588235294117645e-06,-5.294117647058824e-05
3.6588235294117645e-06,-4.705882352941177e-05
3.6588235294117645e-06,-4.11764705882353e-05
3.6588235294117645e-06,-3.529411764705882e-05
3.6588235294117645e-06,-2.941176470588235e-05
3.6588235294117645e-06,-2.352941176470588e-05
3.6588235294117645e-06,-1.764705882352941e-05
3.6588235294117645e-06,-1.176470588235294e-05
3.6588235294117645e-06,-5.88235294117647e-06
3.6588235294117645e-06,0.0
3.6588235294117645e-06,5.88235294117647e-06
3.6588235294117645e-06,1.176470588235294e-05
3.6588235294117645e-06,1.764705882352941e-05
3.6588235294117645e-06,2.3529411764705894e-05
3.6588235294117645e-06,2.9411764705882364e-05
3.6588235294117645e-06,3.5294117647058834e-05
3.6588235294117645e-06,4.1176470588235304e-05
3.6588235294117645e-06,4.7058823529411774e-05
3.6588235294117645e-06,5.2941176470588244e-05
3.6588235294117645e-06,5.8823529411764714e-05
3.6588235294117645e-06,6.470588235294118e-05
3.6588235294117645e-06,7.058823529411765e-05
3.6588235294117645e-06,7.647058823529412e-05
3.6588235294117645e-06,8.23529411764706e-05
3.6588235294117645e-06,8.823529411764706e-05
3.6588235294117645e-06,9.411764705882353e-05
3.6588235294117645e-06,0.0001
3.947058823529412e-06,-0.0001
3.947058823529412e-06,-9.411764705882353e-05
3.947058823529412e-06,-8.823529411764706e-05
3.947058823529412e-06,-8.23529411764706e-05
3.947058823529412e-06,-7.647058823529412e-05
3.947058823529412e-06,-7.058823529411765e-05
3.947058823529412e-06,-6.470588235294117e-05
3.947058823529412e-06,-5.882352941176471e-05
3.947058823529412e-06,-5.294117647058824e-05
3.947058823529412e-06,-4.705882352941177e-05
3.947058823529412e-06,-4.11764705882353e-05
3.947058823529412e-06,-3.529411764705882e-05
3.947058823529412e-06,-2.941176470588235e-05
3.947058823529412e-06,-2.352941176470588e-05
3.947058823529412e-06,-1.764705882352941e-05
3.947058823529412e-06,-1.176470588235294e-05
3.947058823529412e-06,-5.88235294117647e-06
3.947058823529412e-06,0.0
3.947058823529412e-06,5.88235294117647e-06
3.947058823529412e-06,1.176470588235294e-05
3.947058823529412e-06,1.764705882352941e-05
3.947058823529412e-06,2.3529411764705894e-05
3.947058823529412e-06,2.9411764705882364e-05
3.947058823529412e-06,3.5294117647058834e-05
3.947058823529412e-06,4.1176470588235304e-05
3.947058823529412e-06,4.7058823529411774e-05
3.947058823529412e-06,5.2941176470588244e-05
3.947058823529412e-06,5.8823529411764714e-05
3.947058823529412e-06,6.470588235294118e-05
3.947058823529412e-06,7.058823529411765e-05
3.947058823529412e-06,7.647058823529412e-05
3.947058823529412e-06,8.23529411764706e-05
3.947058823529412e-06,8.823529411764706e-05
3.947058823529412e-06,9.411764705882353e-05
3.947058823529412e-06,0.0001
4.235294117647059e-06,-0.0001
4.235294117647059e-06,-9.411764705882353e-05
4.235294117647059e-06,-8.823529411764706e-05
4.235294117647059e-06,-8.23529411764706e-05
4.235294117647059e-06,-7.647058823529412e-05
4.235294117647059e-06,-7.058823529411765e-05
4.235294117647059e-06,-6.470588235294117e-05
4.235294117647059e-06,-5.882352941176471e-05
4.235294117647059e-06,-5.294117647058824e-05
4.235294117647059e-06,-4.705882352941177e-05
4.235294117647059e-06,-4.11764705882353e-05
4.235294117647059e-06,-3.529411764705882e-05
4.235294117647059e-06,-2.941176470588235e-05
4.235294117647059e-06,-2.352941176470588e-05
4.235294117647059e-06,-1.764705882352941e-05
4.235294117647059e-06,-1.176470588235294e-05
4.235294117647059e-06,-5.88235294117647e-06
4.235294117647059e-06,0.0
4.235294117647059e-06,5.88235294117647e-06
4.235294117647059e-06,1.176470588235294e-05
4.235294117647059e-06,1.764705882352941e-05
4.235294117647059e-06,2.3529411764705894e-05
4.235294117647059e-06,2.9411764705882364e-05
4.235294117647059e-06,3.5294117647058834e-05
4.235294117647059e-06,4.1176470588235304e-05
4.235294117647059e-06,4.7058823529411774e-05
4.235294117647059e-06,5.2941176470588244e-05
4.235294117647059e-06,5.8823529411764714e-05
4.235294117647059e-06,6.470588235294118e-05
4.235294117647059e-06,7.058823529411765e-05
4.235294117647059e-06,7.647058823529412e-05
4.235294117647059e-06,8.23529411764706e-05
4.235294117647059e-06,8.823529411764706e-05
4.235294117647059e-06,9.411764705882353e-05
4.235294117647059e-06,0.0001
4.523529411764706e-06,-0.0001
4.523529411764706e-06,-9.411764705882353e-05
4.523529411764706e-06,-8.823529411764706e-05
4.523529411764706e-06,-8.23529411764706e-05
4.523529411764706e-06,-7.647058823529412e-05
4.523529411764706e-06,-7.058823529411765e-05
4.523529411764706e-06,-6.470588235294117e-05
4.523529411764706e-06,-5.882352941176471e-05
4.523529411764706e-06,-5.294117647058824e-05
4.523529411764706e-06,-4.705882352941177e-05
4.523529411764706e-06,-4.11764705882353e-05
4.523529411764706e-06,-3.529411764705882e-05
4.523529411764706e-06,-2.941176470588235e-05
4.523529411764706e-06,-2.352941176470588e-05
4.523529411764706e-06,-1.764705882352941e-05
4.523529411764706e-06,-1.176470588235294e-05
4.523529411764706e-06,-5.88235294117647e-06
4.523529411764706e-06,0.0
4.523529411764706e-06,5.88235294117647e-06
4.523529411764706e-06,1.176470588235294e-05
4.523529411764706e-06,1.764705882352941e-05
4.523529411764706e-06,2.3529411764705894e-05
4.523529411764706e-06,2.9411764705882364e-05
4.523529411764706e-06,3.5294117647058834e-05
4.523529411764706e-06,4.1176470588235304e-05
4.523529411764706e-06,4.7058823529411774e-05
4.523529411764706e-06,5.2941176470588244e-05
4.523529411764706e-06,5.8823529411764714e-05
4.523529411764706e-06,6.470588235294118e-05
4.523529411764706e-06,7.058823529411765e-05
4.523529411764706e-06,7.647058823529412e-05
4.523529411764706e-06,8.23529411764706e-05
4.523529411764706e-06,8.823529411764706e-05
4.523529411764706e-06,9.411764705882353e-05
4.523529411764706e-06,0.0001
4.811764705882353e-06,-0.0001
4.811764705882353e-06,-9.411764705882353e-05
4.811764705882353e-06,-8.823529411764706e-05
4.811764705882353e-06,-8.23529411764706e-05
4.811764705882353e-06,-7.647058823529412e-05
4.811764705882353e-06,-7.058823529411765e-05
4.811764705882353e-06,-6.470588235294117e-05
4.811764705882353e-06,-5.882352941176471e-05
4.811764705882353e-06,-5.294117647058824e-05
4.811764705882353e-06,-4.705882352941177e-05
4.811764705882353e-06,-4.11764705882353e-05
4.811764705882353e-06,-3.529411764705882e-05
4.811764705882353e-06,-2.941176470588235e-05
4.811764705882353e-06,-2.352941176470588e-05
4.811764705882353e-06,-1.764705882352941e-05
4.811764705882353e-06,-1.176470588235294e-05
4.811764705882353e-06,-5.88235294117647e-06
4.811764705882353e-06,0.0
4.811764705882353e-06,5.88235294117647e-06
4.811764705882353e-06,1.176470588235294e-05
4.811764705882353e-06,1.764705882352941e-05
4.811764705882353e-06,2.3529411764705894e-05
4.811764705882353e-06,2.9411764705882364e-05
4.811764705882353e-06,3.5294117647058834e-05
4.811764705882353e-06,4.1176470588235304e-05
4.811764705882353e-06,4.7058823529411774e-05
4.811764705882353e-06,5.2941176470588244e-05
4.811764705882353e-06,5.8823529411764714e-05
4.811764705882353e-06,6.470588235294118e-05
4.811764705882353e-06,7.058823529411765e-05
4.811764705882353e-06,7.647058823529412e-05
4.811764705882353e-06,8.23529411764706e-05
4.811764705882353e-06,8.823529411764706e-05
4.811764705882353e-06,9.411764705882353e-05
4.811764705882353e-06,0.0001
5.1e-06,-0.0001
5.1e-06,-9.411764705882353e-05
5.1e-06,-8.823529411764706e-05
5.1e-06,-8.23529411764706e-05
5.1e-06,-7.647058823529412e-05
5.1e-06,-7.058823529411765e-05
5.1e-06,-6.470588235294117e-05
5.1e-06,-5.882352941176471e-05
5.1e-06,-5.294117647058824e-05
5.1e-06,-4.705882352941177e-05
5.1e-06,-4.11764705882353e-05
5.1e-06,-3.529411764705882e-05
5.1e-06,-2.941176470588235e-05
5.1e-06,-2.352941176470588e-05
5.1e-06,-1.764705882352941e-05
5.1e-06,-1.176470588235294e-05
5.1e-06,-5.88235294117647e-06
5.1e-06,0.0
5.1e-06,5.88235294117647e-06
5.1e-06,1.176470588235294e-05
5.1e-06,1.764705882352941e-05
5.1e-06,2.3529411764705894e-05
5.1e-06,2.9411764705882364e-05
5.1e-06,3.5294117647058834e-05
5.1e-06,4.1176470588235304e-05
5.1e-06,4.7058823529411774e-05
5.1e-06,5.2941176470588244e-05
5.1e-06,5.8823529411764714e-05
5.1e-06,6.470588235294118e-05
5.1e-06,7.058823529411765e-05
5.1e-06,7.647058823529412e-05
5.1e-06,8.23529411764706e-05
5.1e-06,8.823529411764706e-05
5.1e-06,9.411764705882353e-05
5.1e-06,0.0001
5.388235294117647e-06,-0.0001
5.388235294117647e-06,-9.411764705882353e-05
5.388235294117647e-06,-8.823529411764706e-05
5.388235294117647e-06,-8.23529411764706e-05
5.388235294117647e-06,-7.647058823529412e-05
5.388235294117647e-06,-7.058823529411765e-05
