depth_averaged_kz,ws,pmax,output
0.027268317020487022,5.833333333333336e-06,1.7482638888888892e-05,0.9393938649833848
0.027268317020487022,-3.3333333333333333e-06,5.920138888888889e-06,0.6736749723259611
0.027268317020487022,2.5000000000000015e-06,5.920138888888889e-06,0.7347683929531045
0.027268317020487022,-5e-06,2.904513888888889e-05,1.0544136889192492
0.027268317020487022,9.16666666666667e-06,5.920138888888889e-06,0.7348567605592502
0.027268317020487022,0.0,1.3888888888888888e-07,0.6500497494698427
0.027268317020487022,9.16666666666667e-06,1.1701388888888889e-05,0.8308606976522482
0.027268317020487022,5.833333333333336e-06,1.3888888888888888e-07,0.6500513528666999
0.027268317020487022,6.666666666666667e-06,1.1701388888888889e-05,0.8307865838179997
0.027268317020487022,-1.666666666666667e-06,5.920138888888889e-06,0.703546118779843
0.027268317020487022,8.333333333333344e-07,1.3888888888888888e-07,0.6500499784543815
0.027268317020487022,4.166666666666667e-06,1.3888888888888888e-07,0.6500508947050616
0.027268317020487022,-9.166666666666668e-06,1.7482638888888892e-05,0.7396329436830587
0.027268317020487022,-5.833333333333334e-06,1.1701388888888889e-05,0.7135479828966654
0.027268317020487022,-2.4999999999999998e-06,1.3888888888888888e-07,0.6091059607444715
0.027268317020487022,1.666666666666667e-06,1.7482638888888892e-05,0.9391851630122585
0.027268317020487022,-6.666666666666667e-06,5.795138888888889e-05,1.8728128527971617
0.027268317020487022,0.0,5.920138888888889e-06,0.7347352701082187
0.027268317020487022,-1e-05,5.920138888888889e-06,0.566295826831841
0.027268317020487022,1e-05,1.3888888888888888e-07,0.6500524986482329
0.027268317020487022,7.500000000000001e-06,3.4826388888888894e-05,1.359772393633094
0.027268317020487022,4.166666666666667e-06,1.1701388888888889e-05,0.8307124915175428
0.027268317020487022,5.000000000000001e-06,5.920138888888889e-06,0.7348015239872219
0.027268317020487022,-2.4999999999999998e-06,5.920138888888889e-06,0.688449315654039
0.027268317020487022,1.666666666666667e-06,2.326388888888889e-05,1.0620908282636419
0.027268317020487022,-5e-06,5.920138888888889e-06,0.6450663881077007
0.027268317020487022,5.000000000000001e-06,1.3888888888888888e-07,0.6500511237653647
0.027268317020487022,-8.333333333333334e-06,2.326388888888889e-05,0.8547285787520422
0.027268317020487022,6.666666666666667e-06,1.3888888888888888e-07,0.6500515820114466
0.027268317020487022,-6.666666666666667e-06,1.1701388888888889e-05,0.698226058013836
0.027268317020487022,-1.666666666666667e-06,1.3888888888888888e-07,0.6224603968831025
0.027268317020487022,-9.166666666666668e-06,1.3888888888888888e-07,0.512043979466196
0.027268317020487022,-8.333333333333327e-07,1.7482638888888892e-05,0.9189470557699384
0.027268317020487022,8.333333333333344e-07,5.920138888888889e-06,0.7347463101197346
0.027268317020487022,-1e-05,5.795138888888889e-05,1.7168014591408596
0.027268317020487022,1.666666666666667e-06,1.1701388888888889e-05,0.830638420769868
0.027268317020487022,8.333333333333344e-07,4.060763888888889e-05,1.5373627594124213
0.027268317020487022,-9.166666666666668e-06,1.1701388888888889e-05,0.6541975302578327
0.027268317020487022,2.5000000000000015e-06,1.1701388888888889e-05,0.8306631085834786
0.027268317020487022,2.5000000000000015e-06,1.3888888888888888e-07,0.6500504365452556
0.027268317020487022,9.16666666666667e-06,1.7482638888888892e-05,0.9395609105023905
0.027268317020487022,8.333333333333335e-06,4.638888888888889e-05,1.7415203177246295
0.027268317020487022,-6.666666666666667e-06,1.7482638888888892e-05,0.7894208688995782
0.027268317020487022,3.333333333333334e-06,1.3888888888888888e-07,0.6500506656106295
0.027268317020487022,0.0,1.7482638888888892e-05,0.9391017147822982
0.027268317020487022,-4.166666666666667e-06,1.3888888888888888e-07,0.583246601031589
0.027268317020487022,1.666666666666667e-06,1.3888888888888888e-07,0.6500502075373926
0.027268317020487022,-5e-06,1.3888888888888888e-07,0.570729681577633
0.027268317020487022,-8.333333333333327e-07,1.3888888888888888e-07,0.6361062174549001
0.027268317020487022,-4.166666666666667e-06,5.920138888888889e-06,0.6592162332987727
0.027268317020487022,-8.333333333333334e-06,1.7482638888888892e-05,0.7558715379606458
0.027268317020487022,8.333333333333335e-06,5.920138888888889e-06,0.7348457114231528
0.027268317020487022,0.0,1.1701388888888889e-05,0.83058905220283
0.027268317020487022,-5.833333333333334e-06,1.3888888888888888e-07,0.5584801496182464
0.027268317020487022,7.500000000000001e-06,2.326388888888889e-05,1.0625308512918497
0.027268317020487022,3.333333333333334e-06,5.920138888888889e-06,0.7347794357312535
0.027268317020487022,-7.500000000000001e-06,1.3888888888888888e-07,0.5347606271131439
0.027268317020487022,-8.333333333333327e-07,5.920138888888889e-06,0.7189723852010663
0.027268317020487022,1e-05,7.52951388888889e-05,3.2427461526898522
0.027268317020487022,2.5000000000000015e-06,1.7482638888888892e-05,0.9392268940473684
0.027268317020487022,6.666666666666667e-06,6.373263888888889e-05,2.526162555344651
0.027268317020487022,-9.166666666666668e-06,2.326388888888889e-05,0.8363628597437537
0.027268317020487022,6.666666666666667e-06,2.326388888888889e-05,1.0624679670661434
0.027268317020487022,-2.4999999999999998e-06,3.4826388888888894e-05,1.273018001588866
0.027268317020487022,-2.4999999999999998e-06,2.904513888888889e-05,1.1253806714689378
0.027268317020487022,-4.166666666666667e-06,0.0001157638888888889,6.965668796261558
0.027268317020487022,-7.500000000000001e-06,4.060763888888889e-05,1.2642546855261987
0.027268317020487022,-3.3333333333333333e-06,6.373263888888889e-05,2.3128368439844644
0.027268317020487022,-1.666666666666667e-06,3.4826388888888894e-05,1.300959720011515
0.027268317020487022,-9.166666666666668e-06,6.95138888888889e-05,2.249030580444893
0.027268317020487022,-5.833333333333334e-06,2.904513888888889e-05,1.031762271985829
0.027268317020487022,-5.833333333333334e-06,2.326388888888889e-05,0.9122690118943758
0.027268317020487022,-6.666666666666667e-06,1.3888888888888888e-07,0.5464923198246122
0.027268317020487022,-4.166666666666667e-06,4.638888888888889e-05,1.5604531249995233
0.027268317020487022,-8.333333333333334e-06,4.638888888888889e-05,1.3997890136253497
0.027268317020487022,-6.666666666666667e-06,5.217013888888889e-05,1.654556804954191
0.027268317020487022,-8.333333333333334e-06,1.3888888888888888e-07,0.5232796243131564
0.027268317020487022,7.500000000000001e-06,1.7482638888888892e-05,0.9394773784147423
0.027268317020487022,-5e-06,4.060763888888889e-05,1.3494045333296405
0.027268317020487022,2.5000000000000015e-06,6.373263888888889e-05,2.524107112359844
0.027268317020487022,-9.166666666666668e-06,2.904513888888889e-05,0.9458983595310368
0.027268317020487022,-2.4999999999999998e-06,2.326388888888889e-05,0.9950290113223568
0.027268317020487022,-2.4999999999999998e-06,5.217013888888889e-05,1.8444593418671227
0.027268317020487022,-1e-05,4.060763888888889e-05,1.1844543821134303
0.027268317020487022,-9.166666666666668e-06,3.4826388888888894e-05,1.0699550724241744
0.027268317020487022,7.500000000000001e-06,5.920138888888889e-06,0.7348346631984974
0.027268317020487022,-1.666666666666667e-06,1.7482638888888892e-05,0.8992229606061835
0.027268317020487022,0.0,5.795138888888889e-05,2.2284194004898707
0.027268317020487022,-9.166666666666668e-06,0.0001331076388888889,8.917242769880044
0.027268317020487022,5.000000000000001e-06,2.904513888888889e-05,1.2016329308741598
0.027268317020487022,8.333333333333335e-06,9.84201388888889e-05,5.344402063386285
0.027268317020487022,8.333333333333335e-06,1.3888888888888888e-07,0.6500520402700386
0.027268317020487022,5.000000000000001e-06,1.1701388888888889e-05,0.8307371865230646
0.027268317020487022,9.16666666666667e-06,2.904513888888889e-05,1.2020772453940949
0.027268317020487022,2.5000000000000015e-06,0.00010998263888888889,6.855718452387994
0.027268317020487022,-3.3333333333333333e-06,7.52951388888889e-05,2.9658164762516717
0.027268317020487022,-8.333333333333327e-07,1.1701388888888889e-05,0.8127665001579444
0.027268317020487022,-4.166666666666667e-06,1.7482638888888892e-05,0.8425434692438779
0.027268317020487022,7.500000000000001e-06,8.107638888888889e-05,3.671430122740958
0.027268317020487022,-1e-05,2.904513888888889e-05,0.9255678890707092
0.027268317020487022,-7.500000000000001e-06,2.326388888888889e-05,0.8734956598056745
0.027268317020487022,-5.833333333333334e-06,4.060763888888889e-05,1.3204053048596232
0.027268317020487022,-1e-05,2.326388888888889e-05,0.818389958988687
0.027268317020487022,-7.500000000000001e-06,2.904513888888889e-05,0.9879022579187205
0.027268317020487022,1.666666666666667e-06,4.060763888888889e-05,1.5375218064520673
0.027268317020487022,-7.500000000000001e-06,4.638888888888889e-05,1.4305469959385624
0.027268317020487022,6.666666666666667e-06,5.920138888888889e-06,0.7348236159137719
0.027268317020487022,1.666666666666667e-06,2.904513888888889e-05,1.2012777048492338
0.027268317020487022,-8.333333333333334e-06,5.920138888888889e-06,0.5914266459396739
0.027268317020487022,-5e-06,2.326388888888889e-05,0.9322933111588713
0.027268317020487022,-1.666666666666667e-06,4.638888888888889e-05,1.6655286086696333
0.027268317020487022,8.333333333333335e-06,2.326388888888889e-05,1.0625937435056854
0.027268317020487022,-8.333333333333334e-06,3.4826388888888894e-05,1.093459060605152
0.027268317020487022,4.166666666666667e-06,1.7482638888888892e-05,0.9393103702357848
0.027268317020487022,-5e-06,0.0001388888888888889,11.282110024096347
0.027268317020487022,-1e-05,1.1701388888888889e-05,0.6401443674440894
0.027268317020487022,5.833333333333336e-06,6.95138888888889e-05,2.860266973039925
0.027268317020487022,-1.666666666666667e-06,9.263888888888889e-05,4.503807273165938
0.027268317020487022,0.0,0.00012154513888888889,8.80761124535128
0.027268317020487022,5.000000000000001e-06,2.326388888888889e-05,1.0623422223244607
0.027268317020487022,-8.333333333333334e-06,1.1701388888888889e-05,0.6685577252777362
0.027268317020487022,7.500000000000001e-06,1.3888888888888888e-07,0.6500518111196181
0.027268317020487022,5.833333333333336e-06,0.0001042013888888889,6.053694376843015
0.027268317020487022,7.500000000000001e-06,1.1701388888888889e-05,0.8308112860104307
0.027268317020487022,-5e-06,1.7482638888888892e-05,0.8244519933959837
0.027268317020487022,-5e-06,3.4826388888888894e-05,1.1927265019670654
0.027268317020487022,5.833333333333336e-06,4.060763888888889e-05,1.5383174478421207
0.027268317020487022,-4.166666666666667e-06,1.1701388888888889e-05,0.7452029435017128
0.027268317020487022,-3.3333333333333333e-06,3.4826388888888894e-05,1.245673655593138
0.027268317020487022,-5.833333333333334e-06,5.920138888888889e-06,0.6312188684256163
0.027268317020487022,-4.166666666666667e-06,2.904513888888889e-05,1.077560015227636
0.027268317020487022,5.000000000000001e-06,0.0001331076388888889,11.355729082945551
0.027268317020487022,-7.500000000000001e-06,5.920138888888889e-06,0.6044052240373271
0.027268317020487022,4.166666666666667e-06,2.904513888888889e-05,1.201544105613793
0.027268317020487022,1e-05,5.920138888888889e-06,0.7348678106325871
0.027268317020487022,3.333333333333334e-06,2.904513888888889e-05,1.2014552927930462
0.027268317020487022,1.666666666666667e-06,0.00012154513888888889,8.813113569252433
0.027268317020487022,1.666666666666667e-06,3.4826388888888894e-05,1.3589284581445416
0.027268317020487022,9.16666666666667e-06,0.0001388888888888889,12.90841421013633
0.027268317020487022,8.333333333333344e-07,8.107638888888889e-05,3.6653414476225623
0.027268317020487022,-4.166666666666667e-06,8.68576388888889e-05,3.723787080274759
0.027268317020487022,0.0,2.326388888888889e-05,1.061965178796707
0.027268317020487022,-5e-06,4.638888888888889e-05,1.5269155490535187
0.027268317020487022,8.333333333333335e-06,7.52951388888889e-05,3.241497042284442
0.027268317020487022,3.333333333333334e-06,6.95138888888889e-05,2.8587427947809587
0.027268317020487022,0.0,0.0001388888888888889,12.857740935836068
0.027268317020487022,-9.166666666666668e-06,8.107638888888889e-05,2.8847862945514042
0.027268317020487022,-2.4999999999999998e-06,1.7482638888888892e-05,0.8799202737814116
0.027268317020487022,8.333333333333344e-07,9.84201388888889e-05,5.332279387995892
0.027268317020487022,1.666666666666667e-06,5.217013888888889e-05,1.9691807786703626
0.027268317020487022,1e-05,1.7482638888888892e-05,0.9396026835771727
0.027268317020487022,4.166666666666667e-06,5.217013888888889e-05,1.9699671355275679
0.027268317020487022,9.16666666666667e-06,3.4826388888888894e-05,1.3600136871501216
0.027268317020487022,8.333333333333335e-06,4.060763888888889e-05,1.5387951584181225
0.027268317020487022,-1e-05,9.263888888888889e-05,3.6229713883270858
0.027268317020487022,-5e-06,5.795138888888889e-05,1.956031194593602
0.027268317020487022,8.333333333333335e-06,1.7482638888888892e-05,0.9395191421264755
0.027268317020487022,3.333333333333334e-06,4.638888888888889e-05,1.7402847058565714
0.027268317020487022,-9.166666666666668e-06,9.84201388888889e-05,4.195973843753855
0.027268317020487022,5.833333333333336e-06,7.52951388888889e-05,3.239624591350162
0.027268317020487022,-4.166666666666667e-06,4.060763888888889e-05,1.379037605416967
0.027268317020487022,2.5000000000000015e-06,4.060763888888889e-05,1.537680880404786
0.027268317020487022,5.833333333333336e-06,3.4826388888888894e-05,1.3595311752846888
0.027268317020487022,4.166666666666667e-06,5.920138888888889e-06,0.7347904794317354
0.027268317020487022,-8.333333333333334e-06,2.904513888888889e-05,0.9666732597491704
0.027268317020487022,9.16666666666667e-06,4.638888888888889e-05,1.7417263866182453
0.027268317020487022,5.000000000000001e-06,3.4826388888888894e-05,1.3594105942892056
0.027268317020487022,-8.333333333333334e-06,6.373263888888889e-05,2.0299722961356377
0.027268317020487022,-1e-05,1.7482638888888892e-05,0.7237416071652276
0.027268317020487022,-6.666666666666667e-06,4.638888888888889e-05,1.4619776013067725
0.027268317020487022,-3.3333333333333333e-06,0.00012154513888888889,8.07299537333148
0.027268317020487022,-8.333333333333327e-07,2.904513888888889e-05,1.1753131506966985
0.027268317020487022,7.500000000000001e-06,9.84201388888889e-05,5.343053380537771
0.027268317020487022,-2.4999999999999998e-06,1.1701388888888889e-05,0.7782553216023159
0.027268317020487022,8.333333333333344e-07,0.00012154513888888889,8.810361885814544
0.027268317020487022,1e-05,2.326388888888889e-05,1.0627195518156038
0.027268317020487022,-5e-06,9.263888888888889e-05,4.128434038988962
0.027268317020487022,-2.4999999999999998e-06,4.060763888888889e-05,1.440260726001621
0.027268317020487022,6.666666666666667e-06,0.00010998263888888889,6.8654022157072605
0.027268317020487022,6.666666666666667e-06,1.7482638888888892e-05,0.9394356194042991
0.027268317020487022,-9.166666666666668e-06,5.217013888888889e-05,1.5500928823030702
0.027268317020487022,-1e-05,6.373263888888889e-05,1.9435578498642552
0.027268317020487022,3.333333333333334e-06,5.217013888888889e-05,1.9697049640730633
0.027268317020487022,3.333333333333334e-06,4.060763888888889e-05,1.5378399815845172
0.027268317020487022,8.333333333333335e-06,5.795138888888889e-05,2.2317184833210053
0.027268317020487022,0.0,6.373263888888889e-05,2.522874979043066
0.027268317020487022,7.500000000000001e-06,2.904513888888889e-05,1.2018994819803759
0.027268317020487022,-7.500000000000001e-06,0.0001157638888888889,6.384510325521616
0.027268317020487022,-7.500000000000001e-06,1.7482638888888892e-05,0.7724649414083935
0.027268317020487022,2.5000000000000015e-06,8.107638888888889e-05,3.666862364613201
0.027268317020487022,6.666666666666667e-06,4.638888888888889e-05,1.7411082945350107
0.027268317020487022,3.333333333333334e-06,9.84201388888889e-05,5.336316414645894
0.027268317020487022,5.833333333333336e-06,5.795138888888889e-05,2.2307280141391317
0.027268317020487022,-1.666666666666667e-06,2.904513888888889e-05,1.150077226491645
0.027268317020487022,-1e-05,7.52951388888889e-05,2.492114949092442
0.027268317020487022,1e-05,6.373263888888889e-05,2.5278086099346018
0.027268317020487022,0.0,3.4826388888888894e-05,1.358687502610249
0.027268317020487022,-8.333333333333334e-06,9.84201388888889e-05,4.288342246070603
0.027268317020487022,6.666666666666667e-06,4.060763888888889e-05,1.5384766576074869
0.027268317020487022,9.16666666666667e-06,6.95138888888889e-05,2.862300950599619
0.027268317020487022,-8.333333333333334e-06,5.795138888888889e-05,1.7931191425369335
0.027268317020487022,0.0,4.060763888888889e-05,1.5372037396804712
0.027268317020487022,-3.3333333333333333e-06,2.904513888888889e-05,1.1012120115268988
0.027268317020487022,3.333333333333334e-06,0.0001388888888888889,12.876140252351025
0.027268317020487022,-5e-06,0.0001331076388888889,9.943964808321377
0.027268317020487022,-8.333333333333327e-07,3.4826388888888894e-05,1.3295117975909123
0.027268317020487022,7.500000000000001e-06,0.00010998263888888889,6.867340995568333
0.027268317020487022,-2.4999999999999998e-06,6.373263888888889e-05,2.3636551770100267
0.027268317020487022,-9.166666666666668e-06,5.920138888888889e-06,0.5787254808685778
0.027268317020487022,0.0,2.904513888888889e-05,1.2011001668974177
0.027268317020487022,-3.3333333333333333e-06,0.0001042013888888889,5.53868443383631
0.027268317020487022,2.5000000000000015e-06,2.326388888888889e-05,1.0621536648271637
0.027268317020487022,-5e-06,6.95138888888889e-05,2.5074016610596495
0.027268317020487022,9.16666666666667e-06,1.3888888888888888e-07,0.6500522694392841
0.027268317020487022,-1.666666666666667e-06,5.795138888888889e-05,2.1336690191309575
0.027268317020487022,-1.666666666666667e-06,7.52951388888889e-05,3.097624211863603
0.027268317020487022,8.333333333333344e-07,1.1701388888888889e-05,0.8306137352371705
0.027268317020487022,-1.666666666666667e-06,1.1701388888888889e-05,0.795324620997341
0.027268317020487022,8.333333333333344e-07,5.217013888888889e-05,1.9689187644006885
0.027268317020487022,4.166666666666667e-06,2.326388888888889e-05,1.0622793619294295
0.027268317020487022,-1e-05,1.3888888888888888e-07,0.5010484735194778
0.027268317020487022,1e-05,3.4826388888888894e-05,1.3601343621536446
0.027268317020487022,-2.4999999999999998e-06,0.0001042013888888889,5.660547008063711
0.027268317020487022,6.666666666666667e-06,3.4826388888888894e-05,1.359651775117842
0.027268317020487022,-8.333333333333327e-07,6.95138888888889e-05,2.7953002938052642
0.027268317020487022,-7.500000000000001e-06,3.4826388888888894e-05,1.1174768967697022
0.027268317020487022,-5.833333333333334e-06,5.217013888888889e-05,1.6909122970173596
0.027268317020487022,1.666666666666667e-06,5.920138888888889e-06,0.7347573511321714
0.027268317020487022,-8.333333333333327e-07,8.107638888888889e-05,3.5857724748420052
0.027268317020487022,-3.3333333333333333e-06,1.3888888888888888e-07,0.5960367161433843
